WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
187.3, None, None, None,55.2, None,2021-04-09 00:00:00, None,15
169.6, None, None, None,57.4, None,2021-04-09 01:00:00, None,15
198.4, None, None, None,54.4, None,2021-04-09 02:00:00, None,15
175.6, None, None, None,55.2, None,2021-04-09 03:00:00, None,15
158.8, None, None, None,61.3, None,2021-04-09 04:00:00, None,15
131.9, None, None, None,65.1, None,2021-04-09 05:00:00, None,15
153.0, None, None, None,68.3, None,2021-04-09 06:00:00, None,15
160.6, None, None, None,71.2, None,2021-04-09 07:00:00, None,15
155.1, None, None, None,72.0, None,2021-04-09 08:00:00, None,15
145.5, None, None, None,70.1, None,2021-04-09 09:00:00, None,15
148.6, None, None, None,66.7, None,2021-04-09 10:00:00, None,15
139.1, None, None, None,68.4, None,2021-04-09 11:00:00, None,15
135.4, None, None, None,69.0, None,2021-04-09 12:00:00, None,15
130.3, None, None, None,69.2, None,2021-04-09 13:00:00, None,15
120.2, None, None, None,74.2, None,2021-04-09 14:00:00, None,15
125.8, None, None, None,77.8, None,2021-04-09 15:00:00, None,15
150.4, None, None, None,81.8, None,2021-04-09 16:00:00, None,15
160.6, None, None, None,84.6, None,2021-04-09 17:00:00, None,15
150.3, None, None, None,86.0, None,2021-04-09 18:00:00, None,15
156.7, None, None, None,87.1, None,2021-04-09 19:00:00, None,15
165.4, None, None, None,88.0, None,2021-04-09 20:00:00, None,15
156.0, None, None, None,88.0, None,2021-04-09 21:00:00, None,15
155.7, None, None, None,85.2, None,2021-04-09 22:00:00, None,15
148.6, None, None, None,86.5, None,2021-04-09 23:00:00, None,15
144.7, None, None, None,85.6, None,2021-04-10 00:00:00, None,15
191.3, None, None, None,77.7, None,2021-04-10 01:00:00, None,15
197.4, None, None, None,70.2, None,2021-04-10 02:00:00, None,15
220.1, None, None, None,59.1, None,2021-04-10 03:00:00, None,15
225.3, None, None, None,60.4, None,2021-04-10 04:00:00, None,15
202.6, None, None, None,66.3, None,2021-04-10 05:00:00, None,15
159.9, None, None, None,77.1, None,2021-04-10 06:00:00, None,15
148.0, None, None, None,77.1, None,2021-04-10 07:00:00, None,15
107.1, None, None, None,63.0, None,2021-04-10 08:00:00, None,15
55.0, None, None, None,54.3, None,2021-04-10 09:00:00, None,15
6.3, None, None, None,45.2, None,2021-04-10 10:00:00, None,15
347.8, None, None, None,40.9, None,2021-04-10 11:00:00, None,15
353.0, None, None, None,43.9, None,2021-04-10 12:00:00, None,15
328.7, None, None, None,46.7, None,2021-04-10 13:00:00, None,15
229.3, None, None, None,52.7, None,2021-04-10 14:00:00, None,15
333.4, None, None, None,48.4, None,2021-04-10 15:00:00, None,15
339.1, None, None, None,44.1, None,2021-04-10 16:00:00, None,15
328.2, None, None, None,43.3, None,2021-04-10 17:00:00, None,15
324.3, None, None, None,39.3, None,2021-04-10 18:00:00, None,15
274.1, None, None, None,39.3, None,2021-04-10 19:00:00, None,15
203.2, None, None, None,45.4, None,2021-04-10 20:00:00, None,15
208.8, None, None, None,47.3, None,2021-04-10 21:00:00, None,15
149.4, None, None, None,49.5, None,2021-04-10 22:00:00, None,15
145.0, None, None, None,52.2, None,2021-04-10 23:00:00, None,15
142.1, None, None, None,57.1, None,2021-04-11 00:00:00, None,15
144.3, None, None, None,64.1, None,2021-04-11 01:00:00, None,15
152.5, None, None, None,69.1, None,2021-04-11 02:00:00, None,15
158.6, None, None, None,71.0, None,2021-04-11 03:00:00, None,15
158.2, None, None, None,74.6, None,2021-04-11 04:00:00, None,15
157.2, None, None, None,75.6, None,2021-04-11 05:00:00, None,15
150.2, None, None, None,74.4, None,2021-04-11 06:00:00, None,15
98.9, None, None, None,67.3, None,2021-04-11 07:00:00, None,15
345.3, None, None, None,62.8, None,2021-04-11 08:00:00, None,15
353.3, None, None, None,62.4, None,2021-04-11 09:00:00, None,15
352.5, None, None, None,62.1, None,2021-04-11 10:00:00, None,15
