pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
0.0,962.0, None, 9.5,9.3,79.0, None, None, 0.0, 433.0, None,2023-05-21 00:00:00, None,21
0.0,962.0, None, 8.8,9.9,79.0, None, None, 0.0, 431.0, None,2023-05-21 01:00:00, None,21
None,961.0, None, 9.8,10.2,79.0, None, None, None, 429.0, None,2023-05-21 02:00:00, None,21
0.0,961.0, None, 9.7,10.4,79.0, None, None, 0.0, 428.0, None,2023-05-21 03:00:00, None,21
1.0,961.0, None, 9.4,9.2,79.0, None, None, 0.0, 427.0, None,2023-05-21 04:00:00, None,21
1.0,961.0, None, 10.7,10.1,79.0, None, None, 0.0, 425.0, None,2023-05-21 05:00:00, None,21
1.0,961.0, None, 10.0,10.8,79.0, None, None, 0.0, 424.0, None,2023-05-21 06:00:00, None,21
0.0,960.0, None, 10.7,11.6,79.0, None, None, None, 422.0, None,2023-05-21 07:00:00, None,21
0.0,957.0, None, 14.6,15.6,77.0, None, None, None, 421.0, None,2023-05-21 08:00:00, None,21
0.0,957.0, None, 15.1,15.8,78.0, None, None, 0.0, 421.0, None,2023-05-21 09:00:00, None,21
0.0,958.0, None, 14.9,15.0,78.0, None, None, 1.0, 421.0, None,2023-05-21 10:00:00, None,21
2.0,959.0, None, 14.7,14.9,76.0, None, None, 1.0, 421.0, None,2023-05-21 11:00:00, None,21
1.0,958.0, None, 15.2,15.3,77.0, None, None, None, 421.0, None,2023-05-21 12:00:00, None,21
2.0,959.0, None, 14.2,14.6,76.0, None, None, 1.0, 422.0, None,2023-05-21 13:00:00, None,21
0.0,959.0, None, 13.7,13.5,75.0, None, None, 0.0, 422.0, None,2023-05-21 14:00:00, None,21
2.0,960.0, None, 13.4,13.6,75.0, None, None, 1.0, 421.0, None,2023-05-21 15:00:00, None,21
2.0,959.0, None, 14.1,14.0,75.0, None, None, None, 421.0, None,2023-05-21 16:00:00, None,21
2.0,960.0, None, 13.6,13.4,74.0, None, None, 1.0, 421.0, None,2023-05-21 17:00:00, None,21
3.0,961.0, None, 11.3,11.2,73.0, None, None, 1.0, 420.0, None,2023-05-21 18:00:00, None,21
3.0,961.0, None, 11.5,11.3,73.0, None, None, 0.0, 418.0, None,2023-05-21 19:00:00, None,21
1.0,961.0, None, 9.5,9.4,73.0, None, None, 0.0, 417.0, None,2023-05-21 20:00:00, None,21
0.0,962.0, None, 7.0,6.9,73.0, None, None, 1.0, 415.0, None,2023-05-21 21:00:00, None,21
0.0,962.0, None, 5.5,5.4,73.0, None, None, 0.0, 413.0, None,2023-05-21 22:00:00, None,21
0.0,962.0, None, 4.8,4.7,73.0, None, None, 0.0, 412.0, None,2023-05-21 23:00:00, None,21
0.0,962.0, None, 4.6,4.6,73.0, None, None, 0.0, 409.0, None,2023-05-22 00:00:00, None,21
2.0,964.0, None, 4.3,4.3,73.0, None, None, 2.0, 407.0, None,2023-05-22 01:00:00, None,21
4.0,965.0, None, 4.2,4.2,73.0, None, None, 1.0, 406.0, None,2023-05-22 02:00:00, None,21
5.0,966.0, None, 4.0,4.0,73.0, None, None, 1.0, 404.0, None,2023-05-22 03:00:00, None,21
12.0,973.0, None, 2.8,2.8,74.0, None, None, 7.0, 403.0, None,2023-05-22 04:00:00, None,21
15.0,976.0, None, 1.9,1.9,74.0, None, None, 3.0, 402.0, None,2023-05-22 05:00:00, None,21
17.0,978.0, None, 1.2,1.2,75.0, None, None, 2.0, 401.0, None,2023-05-22 06:00:00, None,21
18.0,978.0, None, 1.2,1.2,74.0, None, None, 0.0, 399.0, None,2023-05-22 07:00:00, None,21
22.0,979.0, None, 1.5,1.6,74.0, None, None, 1.0, 398.0, None,2023-05-22 08:00:00, None,21
20.0,977.0, None, 1.9,1.9,74.0, None, None, None, 398.0, None,2023-05-22 09:00:00, None,21
19.0,977.0, None, 2.0,2.1,73.0, None, None, 0.0, 397.0, None,2023-05-22 10:00:00, None,21
18.0,977.0, None, 2.6,2.7,72.0, None, None, 0.0, 396.0, None,2023-05-22 11:00:00, None,21
19.0,977.0, None, 2.8,3.1,72.0, None, None, 0.0, 395.0, None,2023-05-22 12:00:00, None,21
18.0,977.0, None, 3.0,3.3,72.0, None, None, 0.0, 395.0, None,2023-05-22 13:00:00, None,21
18.0,977.0, None, 2.8,3.3,72.0, None, None, 0.0, 394.0, None,2023-05-22 14:00:00, None,21
18.0,978.0, None, 2.6,3.0,72.0, None, None, 1.0, 394.0, None,2023-05-22 15:00:00, None,21
19.0,978.0, None, 2.4,2.6,72.0, None, None, 0.0, 393.0, None,2023-05-22 16:00:00, None,21
18.0,978.0, None, 2.1,2.3,72.0, None, None, 0.0, 392.0, None,2023-05-22 17:00:00, None,21
17.0,978.0, None, 2.0,2.1,72.0, None, None, 0.0, 391.0, None,2023-05-22 18:00:00, None,21
18.0,979.0, None, 1.9,1.9,72.0, None, None, 1.0, 390.0, None,2023-05-22 19:00:00, None,21
18.0,979.0, None, 1.8,1.8,72.0, None, None, 0.0, 389.0, None,2023-05-22 20:00:00, None,21
18.0,980.0, None, 1.7,1.7,72.0, None, None, 1.0, 388.0, None,2023-05-22 21:00:00, None,21
19.0,981.0, None, 1.9,1.9,72.0, None, None, 1.0, 387.0, None,2023-05-22 22:00:00, None,21
19.0,981.0, None, 2.0,2.1,72.0, None, None, 0.0, 386.0, None,2023-05-22 23:00:00, None,21
21.0,983.0, None, 2.2,2.2,72.0, None, None, 2.0, 385.0, None,2023-05-23 00:00:00, None,21
22.0,986.0, None, 2.3,2.3,72.0, None, None, 3.0, 384.0, None,2023-05-23 01:00:00, None,21
23.0,988.0, None, 2.1,2.1,72.0, None, None, 2.0, 383.0, None,2023-05-23 02:00:00, None,21
23.0,989.0, None, 2.2,2.2,72.0, None, None, 1.0, 383.0, None,2023-05-23 03:00:00, None,21
16.0,989.0, None, 2.1,2.1,71.0, None, None, 0.0, 382.0, None,2023-05-23 04:00:00, None,21
14.0,990.0, None, 2.0,2.0,71.0, None, None, 1.0, 382.0, None,2023-05-23 05:00:00, None,21
12.0,990.0, None, 1.8,1.9,71.0, None, None, 0.0, 382.0, None,2023-05-23 06:00:00, None,21
12.0,990.0, None, 1.8,1.8,71.0, None, None, 0.0, 381.0, None,2023-05-23 07:00:00, None,21
11.0,990.0, None, 1.9,1.9,71.0, None, None, 0.0, 380.0, None,2023-05-23 08:00:00, None,21
14.0,991.0, None, 1.9,1.9,71.0, None, None, 1.0, 379.0, None,2023-05-23 09:00:00, None,21
14.0,991.0, None, 1.9,1.9,71.0, None, None, 0.0, 379.0, None,2023-05-23 10:00:00, None,21
15.0,992.0, None, 1.9,1.9,71.0, None, None, 1.0, 378.0, None,2023-05-23 11:00:00, None,21
15.0,992.0, None, 1.8,1.9,71.0, None, None, 0.0, 377.0, None,2023-05-23 12:00:00, None,21
15.0,992.0, None, 2.0,2.0,71.0, None, None, 0.0, 377.0, None,2023-05-23 13:00:00, None,21
16.0,993.0, None, 2.1,2.1,71.0, None, None, 1.0, 376.0, None,2023-05-23 14:00:00, None,21
14.0,992.0, None, 2.2,2.2,71.0, None, None, None, 376.0, None,2023-05-23 15:00:00, None,21
14.0,992.0, None, 1.9,2.0,71.0, None, None, 0.0, 375.0, None,2023-05-23 16:00:00, None,21
14.0,992.0, None, 1.7,1.8,71.0, None, None, 0.0, 375.0, None,2023-05-23 17:00:00, None,21
15.0,993.0, None, 1.2,1.2,71.0, None, None, 1.0, 374.0, None,2023-05-23 18:00:00, None,21
15.0,994.0, None, 0.8,0.9,71.0, None, None, 1.0, 373.0, None,2023-05-23 19:00:00, None,21
17.0,996.0, None, 0.2,0.3,70.0, None, None, 2.0, 373.0, None,2023-05-23 20:00:00, None,21
17.0,997.0, None, 0.3,0.4,70.0, None, None, 1.0, 373.0, None,2023-05-23 21:00:00, None,21
16.0,997.0, None, 0.3,0.3,71.0, None, None, 0.0, 372.0, None,2023-05-23 22:00:00, None,21
16.0,997.0, None, 0.3,0.4,69.0, None, None, 0.0, 372.0, None,2023-05-23 23:00:00, None,21
14.0,997.0, None, 0.5,0.5,70.0, None, None, 0.0, 371.0, None,2023-05-24 00:00:00, None,21
11.0,997.0, None, 0.5,0.5,70.0, None, None, 0.0, 371.0, None,2023-05-24 01:00:00, None,21
9.0,997.0, None, 0.4,0.5,71.0, None, None, 0.0, 370.0, None,2023-05-24 02:00:00, None,21
8.0,997.0, None, 0.3,0.3,73.0, None, None, 0.0, 370.0, None,2023-05-24 03:00:00, None,21
9.0,998.0, None, 0.3,0.4,72.0, None, None, 1.0, 369.0, None,2023-05-24 04:00:00, None,21
8.0,998.0, None, 0.5,0.6,72.0, None, None, 0.0, 369.0, None,2023-05-24 05:00:00, None,21
8.0,998.0, None, 0.6,0.8,71.0, None, None, 0.0, 368.0, None,2023-05-24 06:00:00, None,21
8.0,998.0, None, 1.0,1.2,72.0, None, None, 0.0, 368.0, None,2023-05-24 07:00:00, None,21
7.0,997.0, None, 1.5,1.8,71.0, None, None, None, 368.0, None,2023-05-24 08:00:00, None,21
5.0,996.0, None, 1.7,1.8,71.0, None, None, None, 368.0, None,2023-05-24 09:00:00, None,21
4.0,995.0, None, 3.1,3.0,69.0, None, None, None, 368.0, None,2023-05-24 10:00:00, None,21
