RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
79.52, None, None, None, 2.372, 123.2, None, None,0.0, 970.0, None, None, None, None, None, -0.624, None, None,2.703, None, None, None, None, 70.6, None, None, None, None, None, None,2018-03-19 00:00:00, None,12
80.7, None, None, None, 3.316, 119.2, None, None,-1.0, 971.0, None, None, None, None, None, -0.782, None, None,2.072, None, None, None, None, 62.95, None, None, None, None, None, None,2018-03-19 01:00:00, None,12
84.3, None, None, None, 1.548, 61.24, None, None,-1.0, 971.0, None, None, None, None, None, -0.602, None, None,1.63, None, None, None, None, 63.58, None, None, None, None, None, None,2018-03-19 02:00:00, None,12
86.0, None, None, None, 1.361, 66.15, None, None,-1.0, 971.0, None, None, None, None, None, -0.545, None, None,1.343, None, None, None, None, 42.25, None, None, None, None, None, None,2018-03-19 03:00:00, None,12
85.0, None, None, None, 0.686, 122.4, None, None,-1.0, 971.0, None, None, None, None, None, -0.599, None, None,1.544, None, None, None, None, 56.56, None, None, None, None, None, None,2018-03-19 04:00:00, None,12
87.8, None, None, None, 1.606, 92.0, None, None,-1.0, 971.0, None, None, None, None, None, -0.528, None, None,0.76, None, None, None, None, 61.21, None, None, None, None, None, None,2018-03-19 05:00:00, None,12
88.5, None, None, None, 0.915, 87.1, None, None,-1.0, 971.0, None, None, None, None, None, -0.596, None, None,0.925, None, None, None, None, 62.3, None, None, None, None, None, None,2018-03-19 06:00:00, None,12
88.5, None, None, None, 2.051, 114.7, None, None,-1.0, 972.0, None, None, None, None, None, -0.573, None, None,0.814, None, None, None, None, 62.52, None, None, None, None, None, None,2018-03-19 07:00:00, None,12
89.4, None, None, None, 1.966, 158.4, None, None,-1.0, 972.0, None, None, None, None, None, -0.534, None, None,0.76, None, None, None, None, 62.63, None, None, None, None, None, None,2018-03-19 08:00:00, None,12
89.3, None, None, None, 1.532, 35.72, None, None,-1.0, 972.0, None, None, None, None, None, -0.594, None, None,0.906, None, None, None, None, 54.58, None, None, None, None, None, None,2018-03-19 09:00:00, None,12
68.52, None, None, None, 5.001, 160.0, None, None,-1.0, 972.0, None, None, None, None, None, -0.508, None, None,4.04, None, None, None, None, 47.53, None, None, None, None, None, None,2018-03-19 10:00:00, None,12
66.04, None, None, None, 12.2, 184.0, None, None,-1.0, 972.0, None, None, None, None, None, -0.503, None, None,4.884, None, None, None, None, 12.11, None, None, None, None, None, None,2018-03-19 11:00:00, None,12
60.57, None, None, None, 15.65, 179.7, None, None,-1.0, 971.0, None, None, None, None, None, -0.459, None, None,5.975, None, None, None, None, 10.74, None, None, None, None, None, None,2018-03-19 12:00:00, None,12
54.83, None, None, None, 13.46, 173.1, None, None,-1.0, 971.0, None, None, None, None, None, -0.443, None, None,7.514, None, None, None, None, 12.77, None, None, None, None, None, None,2018-03-19 13:00:00, None,12
51.43, None, None, None, 11.77, 182.5, None, None,-1.0, 970.0, None, None, None, None, None, -0.446, None, None,8.23, None, None, None, None, 14.64, None, None, None, None, None, None,2018-03-19 14:00:00, None,12
46.72, None, None, None, 12.12, 176.5, None, None,-2.0, 969.0, None, None, None, None, None, -0.311, None, None,9.13, None, None, None, None, 15.24, None, None, None, None, None, None,2018-03-19 15:00:00, None,12
