wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
3.3,-3.7,82.0,46.0,2019-10-29 00:00:00, 0.0,44
2.4,-4.3,82.0,46.0,2019-10-29 01:00:00, 0.0,44
3.3,-4.9,85.0,50.0,2019-10-29 02:00:00, 0.0,44
3.1,-5.2,88.0,51.0,2019-10-29 03:00:00, 0.0,44
2.9,-5.5,87.0,54.0,2019-10-29 04:00:00, 0.0,44
3.8,-5.9,105.0,56.0,2019-10-29 05:00:00, 0.0,44
3.2,-6.3,86.0,58.0,2019-10-29 06:00:00, 0.0,44
2.3,-6.3,98.0,60.0,2019-10-29 07:00:00, 0.0,44
3.0,-6.0,100.0,58.0,2019-10-29 08:00:00, 0.0,44
1.4,-5.1,108.0,59.0,2019-10-29 09:00:00, 0.0,44
4.1,-0.7,241.0,37.0,2019-10-29 10:00:00, 0.0,44
3.2,0.8,235.0,27.0,2019-10-29 11:00:00, 0.0,44
4.9,1.1,245.0,29.0,2019-10-29 12:00:00, 0.0,44
4.6,1.2,176.0,23.0,2019-10-29 13:00:00, 0.0,44
3.4,2.5,201.0,23.0,2019-10-29 14:00:00, 0.0,44
2.8,2.0,226.0,35.0,2019-10-29 15:00:00, 0.0,44
1.5,-0.7,79.0,40.0,2019-10-29 16:00:00, 0.0,44
3.4,-2.0,128.0,45.0,2019-10-29 17:00:00, 0.0,44
2.1,-2.8,119.0,52.0,2019-10-29 18:00:00, 0.0,44
1.6,-3.1,111.0,50.0,2019-10-29 19:00:00, 0.0,44
1.1,-3.1,127.0,50.0,2019-10-29 20:00:00, 0.0,44
1.0,-2.7,92.0,56.0,2019-10-29 21:00:00, 0.0,44
2.4,-3.3,84.0,52.0,2019-10-29 22:00:00, 0.0,44
3.5,-3.7,86.0,55.0,2019-10-29 23:00:00, 0.0,44
0.9,-4.1,71.0,54.0,2019-10-30 00:00:00, 0.0,44
4.0,-4.4,89.0,59.0,2019-10-30 01:00:00, 0.0,44
3.5,-4.6,85.0,60.0,2019-10-30 02:00:00, 0.0,44
3.5,-4.8,84.0,60.0,2019-10-30 03:00:00, 0.0,44
1.8,-5.3,107.0,64.0,2019-10-30 04:00:00, 0.0,44
2.9,-5.3,114.0,65.0,2019-10-30 05:00:00, 0.0,44
2.4,-5.6,78.0,72.0,2019-10-30 06:00:00, 0.0,44
2.9,-5.6,100.0,67.0,2019-10-30 07:00:00, 0.0,44
0.0,-5.5,96.0,69.0,2019-10-30 08:00:00, 0.0,44
0.4,-4.2,50.0,64.0,2019-10-30 09:00:00, 0.0,44
3.5,-0.4,261.0,54.0,2019-10-30 10:00:00, 0.0,44
3.2,0.7,241.0,45.0,2019-10-30 11:00:00, 0.0,44
4.0,1.1,175.0,47.0,2019-10-30 12:00:00, 0.0,44
3.7,2.3,259.0,44.0,2019-10-30 13:00:00, 0.0,44
1.7,2.1,304.0,42.0,2019-10-30 14:00:00, 0.0,44
2.5,3.2,262.0,36.0,2019-10-30 15:00:00, 0.0,44
3.7,0.6,61.0,49.0,2019-10-30 16:00:00, 0.0,44
3.8,-0.3,74.0,54.0,2019-10-30 17:00:00, 0.0,44
4.6,-1.2,70.0,54.0,2019-10-30 18:00:00, 0.0,44
3.4,-1.3,85.0,59.0,2019-10-30 19:00:00, 0.0,44
4.2,-1.3,64.0,55.0,2019-10-30 20:00:00, 0.0,44
0.5,-1.3,122.0,57.0,2019-10-30 21:00:00, 0.0,44
0.8,-1.3,161.0,60.0,2019-10-30 22:00:00, 0.0,44
3.5,-1.3,100.0,60.0,2019-10-30 23:00:00, 0.0,44
1.8,-1.3,92.0,65.0,2019-10-31 00:00:00, 0.0,44
2.6,-1.2,70.0,62.0,2019-10-31 01:00:00, 0.0,44
2.6,-1.3,147.0,67.0,2019-10-31 02:00:00, 0.0,44
