wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
92.0, None, None,0.0, None,6.1, None,-10.5, None, None, None,68.0,2017-12-24 00:00:00, None,52
95.0, None, None,0.0, None,4.9, None,-11.1, None, None, None,73.0,2017-12-24 01:00:00, None,52
90.0, None, None,0.0, None,3.8, None,-11.0, None, None, None,76.0,2017-12-24 02:00:00, None,52
73.0, None, None,0.0, None,2.0, None,-11.0, None, None, None,77.0,2017-12-24 03:00:00, None,52
87.0, None, None,0.0, None,2.7, None,-10.9, None, None, None,76.0,2017-12-24 04:00:00, None,52
76.0, None, None,0.0, None,3.2, None,-10.9, None, None, None,74.0,2017-12-24 05:00:00, None,52
60.0, None, None,0.0, None,1.7, None,-10.9, None, None, None,73.0,2017-12-24 06:00:00, None,52
75.0, None, None,0.0, None,3.0, None,-11.0, None, None, None,78.0,2017-12-24 07:00:00, None,52
89.0, None, None,0.0, None,3.4, None,-11.2, None, None, None,77.0,2017-12-24 08:00:00, None,52
82.0, None, None,0.0, None,4.7, None,-11.0, None, None, None,71.0,2017-12-24 09:00:00, None,52
88.0, None, None,0.0, None,4.1, None,-10.4, None, None, None,70.0,2017-12-24 10:00:00, None,52
217.0, None, None,0.0, None,2.4, None,-9.7, None, None, None,72.0,2017-12-24 11:00:00, None,52
22.0, None, None,0.0, None,6.1, None,-9.5, None, None, None,73.0,2017-12-24 12:00:00, None,52
358.0, None, None,0.0, None,4.9, None,-9.3, None, None, None,73.0,2017-12-24 13:00:00, None,52
323.0, None, None,0.0, None,2.4, None,-9.1, None, None, None,74.0,2017-12-24 14:00:00, None,52
35.0, None, None,0.0, None,2.9, None,-9.2, None, None, None,73.0,2017-12-24 15:00:00, None,52
40.0, None, None,0.0, None,4.2, None,-9.5, None, None, None,74.0,2017-12-24 16:00:00, None,52
29.0, None, None,0.0, None,4.4, None,-9.5, None, None, None,74.0,2017-12-24 17:00:00, None,52
42.0, None, None,0.0, None,4.5, None,-9.4, None, None, None,74.0,2017-12-24 18:00:00, None,52
28.0, None, None,0.0, None,4.4, None,-9.3, None, None, None,74.0,2017-12-24 19:00:00, None,52
38.0, None, None,0.0, None,4.5, None,-9.4, None, None, None,75.0,2017-12-24 20:00:00, None,52
37.0, None, None,0.0, None,3.8, None,-9.3, None, None, None,77.0,2017-12-24 21:00:00, None,52
52.0, None, None,0.0, None,4.9, None,-9.2, None, None, None,76.0,2017-12-24 22:00:00, None,52
43.0, None, None,0.0, None,4.0, None,-9.1, None, None, None,77.0,2017-12-24 23:00:00, None,52
49.0, None, None,0.0, None,3.8, None,-9.1, None, None, None,77.0,2017-12-25 00:00:00, None,52
49.0, None, None,0.0, None,4.7, None,-9.0, None, None, None,76.0,2017-12-25 01:00:00, None,52
39.0, None, None,0.0, None,5.1, None,-8.9, None, None, None,77.0,2017-12-25 02:00:00, None,52
60.0, None, None,0.0, None,3.8, None,-8.9, None, None, None,77.0,2017-12-25 03:00:00, None,52
27.0, None, None,0.0, None,4.9, None,-8.9, None, None, None,76.0,2017-12-25 04:00:00, None,52
16.0, None, None,0.0, None,7.5, None,-8.8, None, None, None,77.0,2017-12-25 05:00:00, None,52
0.0, None, None,0.0, None,7.2, None,-8.8, None, None, None,77.0,2017-12-25 06:00:00, None,52
6.0, None, None,0.0, None,5.4, None,-8.8, None, None, None,75.0,2017-12-25 07:00:00, None,52
358.0, None, None,0.0, None,6.3, None,-8.8, None, None, None,76.0,2017-12-25 08:00:00, None,52
293.0, None, None,0.0, None,8.7, None,-8.8, None, None, None,76.0,2017-12-25 09:00:00, None,52
318.0, None, None,0.0, None,7.6, None,-8.4, None, None, None,72.0,2017-12-25 10:00:00, None,52
345.0, None, None,0.0, None,8.6, None,-8.4, None, None, None,70.0,2017-12-25 11:00:00, None,52
307.0, None, None,0.0, None,7.8, None,-8.0, None, None, None,68.0,2017-12-25 12:00:00, None,52
348.0, None, None,0.0, None,9.2, None,-8.2, None, None, None,68.0,2017-12-25 13:00:00, None,52
349.0, None, None,0.0, None,7.5, None,-8.0, None, None, None,67.0,2017-12-25 14:00:00, None,52
11.0, None, None,0.0, None,7.1, None,-8.5, None, None, None,69.0,2017-12-25 15:00:00, None,52
2.0, None, None,0.0, None,7.4, None,-8.8, None, None, None,70.0,2017-12-25 16:00:00, None,52
45.0, None, None,0.0, None,4.7, None,-9.0, None, None, None,70.0,2017-12-25 17:00:00, None,52
351.0, None, None,0.0, None,6.0, None,-9.1, None, None, None,72.0,2017-12-25 18:00:00, None,52
19.0, None, None,0.0, None,3.2, None,-9.2, None, None, None,73.0,2017-12-25 19:00:00, None,52
112.0, None, None,0.0, None,5.1, None,-10.1, None, None, None,70.0,2017-12-25 20:00:00, None,52
96.0, None, None,0.0, None,6.9, None,-10.3, None, None, None,65.0,2017-12-25 21:00:00, None,52
92.0, None, None,0.0, None,6.2, None,-10.5, None, None, None,68.0,2017-12-25 22:00:00, None,52
96.0, None, None,0.0, None,7.2, None,-11.0, None, None, None,64.0,2017-12-25 23:00:00, None,52
99.0, None, None,0.0, None,8.9, None,-11.2, None, None, None,63.0,2017-12-26 00:00:00, None,52
101.0, None, None,0.0, None,7.7, None,-11.4, None, None, None,63.0,2017-12-26 01:00:00, None,52
93.0, None, None,0.0, None,7.1, None,-11.7, None, None, None,64.0,2017-12-26 02:00:00, None,52
98.0, None, None,0.0, None,8.2, None,-11.8, None, None, None,63.0,2017-12-26 03:00:00, None,52
93.0, None, None,0.0, None,8.0, None,-11.9, None, None, None,62.0,2017-12-26 04:00:00, None,52
97.0, None, None,0.0, None,7.1, None,-12.0, None, None, None,62.0,2017-12-26 05:00:00, None,52
98.0, None, None,0.0, None,7.0, None,-11.9, None, None, None,62.0,2017-12-26 06:00:00, None,52
102.0, None, None,0.0, None,6.9, None,-11.9, None, None, None,63.0,2017-12-26 07:00:00, None,52
102.0, None, None,0.0, None,6.0, None,-11.8, None, None, None,64.0,2017-12-26 08:00:00, None,52
108.0, None, None,0.0, None,6.8, None,-11.4, None, None, None,62.0,2017-12-26 09:00:00, None,52
52.0, None, None,0.0, None,4.0, None,-10.5, None, None, None,60.0,2017-12-26 10:00:00, None,52
44.0, None, None,0.0, None,4.6, None,-9.7, None, None, None,59.0,2017-12-26 11:00:00, None,52
215.0, None, None,0.0, None,6.4, None,-9.1, None, None, None,60.0,2017-12-26 12:00:00, None,52
236.0, None, None,0.0, None,3.0, None,-8.8, None, None, None,58.0,2017-12-26 13:00:00, None,52
232.0, None, None,0.0, None,4.3, None,-9.4, None, None, None,66.0,2017-12-26 14:00:00, None,52
237.0, None, None,0.0, None,1.6, None,-9.6, None, None, None,67.0,2017-12-26 15:00:00, None,52
22.0, None, None,0.0, None,3.7, None,-9.8, None, None, None,70.0,2017-12-26 16:00:00, None,52
282.0, None, None,0.0, None,2.6, None,-10.0, None, None, None,75.0,2017-12-26 17:00:00, None,52
204.0, None, None,0.0, None,3.3, None,-10.3, None, None, None,76.0,2017-12-26 18:00:00, None,52
65.0, None, None,0.0, None,0.0, None,-10.2, None, None, None,79.0,2017-12-26 19:00:00, None,52
209.0, None, None,0.0, None,2.6, None,-10.1, None, None, None,79.0,2017-12-26 20:00:00, None,52
60.0, None, None,0.0, None,0.0, None,-10.1, None, None, None,80.0,2017-12-26 21:00:00, None,52
140.0, None, None,0.0, None,0.0, None,-10.0, None, None, None,80.0,2017-12-26 22:00:00, None,52
93.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,78.0,2017-12-26 23:00:00, None,52
49.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,79.0,2017-12-27 00:00:00, None,52
78.0, None, None,0.0, None,0.0, None,-9.9, None, None, None,82.0,2017-12-27 01:00:00, None,52
99.0, None, None,0.0, None,0.0, None,-9.9, None, None, None,81.0,2017-12-27 02:00:00, None,52
174.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,83.0,2017-12-27 03:00:00, None,52
114.0, None, None,0.0, None,0.0, None,-9.8, None, None, None,85.0,2017-12-27 04:00:00, None,52
110.0, None, None,0.0, None,0.0, None,-9.7, None, None, None,84.0,2017-12-27 05:00:00, None,52
98.0, None, None,0.0, None,0.0, None,-10.5, None, None, None,85.0,2017-12-27 06:00:00, None,52
107.0, None, None,0.0, None,0.0, None,-9.9, None, None, None,86.0,2017-12-27 07:00:00, None,52
61.0, None, None,0.0, None,0.0, None,-9.5, None, None, None,86.0,2017-12-27 08:00:00, None,52
346.0, None, None,0.0, None,0.0, None,-9.1, None, None, None,86.0,2017-12-27 09:00:00, None,52
15.0, None, None,0.0, None,2.0, None,-8.4, None, None, None,83.0,2017-12-27 10:00:00, None,52
277.0, None, None,0.0, None,2.5, None,-8.2, None, None, None,82.0,2017-12-27 11:00:00, None,52
311.0, None, None,0.0, None,3.6, None,-7.8, None, None, None,82.0,2017-12-27 12:00:00, None,52
307.0, None, None,0.0, None,4.3, None,-7.5, None, None, None,78.0,2017-12-27 13:00:00, None,52
340.0, None, None,0.0, None,2.7, None,-7.2, None, None, None,79.0,2017-12-27 14:00:00, None,52
