air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
17.7,17.7, 999.1, None,18.8,57.0, None,2022-07-16 00:00:00, None,9.0, 992.0,29
17.7,17.6, 998.1, None,18.8,57.0, None,2022-07-16 01:00:00, None,9.0, 991.0,29
17.4,17.4, 998.1, None,18.8,59.0, None,2022-07-16 02:00:00, None,9.0, 991.0,29
17.4,17.3, 998.1, None,18.8,59.0, None,2022-07-16 03:00:00, None,9.0, 991.0,29
17.2,17.2, 999.1, None,18.8,60.0, None,2022-07-16 04:00:00, None,9.0, 992.0,29
16.1,16.1, 999.1, None,18.8,74.0, None,2022-07-16 05:00:00, None,11.0, 992.0,29
16.1,15.7, 999.1, None,18.8,78.0, None,2022-07-16 06:00:00, None,12.0, 992.0,29
16.7,16.1, 998.1, None,16.8,77.0, None,2022-07-16 07:00:00, None,13.0, 991.0,29
16.9,16.1, 999.1, None,16.9,79.0, None,2022-07-16 08:00:00, None,13.0, 992.0,29
17.4,16.1, 999.1, None,17.4,73.0, None,2022-07-16 09:00:00, None,13.0, 992.0,29
15.9,16.0, 999.1, None,17.6,79.0, None,2022-07-16 10:00:00, None,12.0, 992.0,29
16.4,15.7, 999.1, None,17.6,84.0, None,2022-07-16 11:00:00, None,14.0, 992.0,29
16.6,15.4, 999.1, None,17.6,83.0, None,2022-07-16 12:00:00, None,14.0, 992.0,29
18.0,15.4, 1000.1, None,17.8,70.0, None,2022-07-16 13:00:00, None,12.0, 993.0,29
18.1,15.4, 999.1, None,18.8,63.0, None,2022-07-16 14:00:00, None,11.0, 992.0,29
19.5,15.4, 999.1, None,20.3,54.0, None,2022-07-16 15:00:00, None,10.0, 992.0,29
20.2,15.4, 999.1, None,21.7,56.0, None,2022-07-16 16:00:00, None,11.0, 992.0,29
19.8,15.4, 998.1, None,21.7,54.0, None,2022-07-16 17:00:00, None,10.0, 991.0,29
19.0,15.4, 998.1, None,21.7,54.0, None,2022-07-16 18:00:00, None,9.0, 991.0,29
18.3,18.2, 998.1, None,19.5,58.0, None,2022-07-16 19:00:00, None,10.0, 991.0,29
17.6,17.6, 998.1, None,19.5,60.0, None,2022-07-16 20:00:00, None,10.0, 991.0,29
17.1,17.1, 998.1, None,19.5,56.0, None,2022-07-16 21:00:00, None,8.0, 991.0,29
16.6,16.5, 998.1, None,19.5,55.0, None,2022-07-16 22:00:00, None,7.0, 991.0,29
16.7,16.5, 998.1, None,19.5,53.0, None,2022-07-16 23:00:00, None,7.0, 991.0,29
16.3,16.1, 998.1, None,19.5,57.0, None,2022-07-17 00:00:00, None,8.0, 991.0,29
15.1,15.2, 998.1, None,19.5,62.0, None,2022-07-17 01:00:00, None,8.0, 991.0,29
15.1,15.1, 998.1, None,19.5,62.0, None,2022-07-17 02:00:00, None,8.0, 991.0,29
14.9,14.9, 998.1, None,19.5,63.0, None,2022-07-17 03:00:00, None,8.0, 991.0,29
14.8,14.8, 998.1, None,19.5,64.0, None,2022-07-17 04:00:00, None,8.0, 991.0,29
14.5,14.5, 997.1, None,19.5,67.0, None,2022-07-17 05:00:00, None,8.0, 990.0,29
14.5,14.4, 997.1, None,19.5,75.0, None,2022-07-17 06:00:00, None,10.0, 990.0,29
14.7,14.3, 998.1, None,14.8,76.0, None,2022-07-17 07:00:00, None,11.0, 991.0,29
14.8,14.2, 998.1, None,14.9,75.0, None,2022-07-17 08:00:00, None,10.0, 991.0,29
15.1,14.2, 998.1, None,15.1,73.0, None,2022-07-17 09:00:00, None,10.0, 991.0,29
15.9,14.2, 998.1, None,16.2,69.0, None,2022-07-17 10:00:00, None,10.0, 991.0,29
15.7,14.2, 998.1, None,16.4,76.0, None,2022-07-17 11:00:00, None,11.0, 991.0,29
15.1,14.2, 998.1, None,16.4,83.0, None,2022-07-17 12:00:00, None,12.0, 991.0,29
15.2,14.2, 999.1, None,16.4,82.0, None,2022-07-17 13:00:00, None,12.0, 992.0,29
15.7,14.2, 999.1, None,16.4,77.0, None,2022-07-17 14:00:00, None,12.0, 992.0,29
16.4,14.2, 999.1, None,16.4,70.0, None,2022-07-17 15:00:00, None,11.0, 992.0,29
17.6,14.2, 998.1, None,17.6,63.0, None,2022-07-17 16:00:00, None,10.0, 991.0,29
17.9,14.2, 998.1, None,18.0,61.0, None,2022-07-17 17:00:00, None,10.0, 991.0,29
17.4,14.2, 998.1, None,18.0,65.0, None,2022-07-17 18:00:00, None,11.0, 991.0,29
17.5,17.4, 997.1, None,17.6,64.0, None,2022-07-17 19:00:00, None,11.0, 990.0,29
17.0,17.0, 998.1, None,17.6,65.0, None,2022-07-17 20:00:00, None,10.0, 991.0,29
16.3,16.2, 997.1, None,17.6,69.0, None,2022-07-17 21:00:00, None,11.0, 990.0,29
16.5,16.2, 997.1, None,17.6,69.0, None,2022-07-17 22:00:00, None,11.0, 990.0,29
16.0,16.0, 997.1, None,17.6,73.0, None,2022-07-17 23:00:00, None,11.0, 990.0,29
15.4,15.3, 998.1, None,17.6,69.0, None,2022-07-18 00:00:00, None,10.0, 991.0,29
15.5,15.3, 997.1, None,17.6,72.0, None,2022-07-18 01:00:00, None,11.0, 990.0,29
15.1,15.1, 997.1, None,17.6,75.0, None,2022-07-18 02:00:00, None,11.0, 990.0,29
14.5,14.4, 998.1, None,17.6,76.0, None,2022-07-18 03:00:00, None,10.0, 991.0,29
14.9,14.4, 998.1, None,17.6,75.0, None,2022-07-18 04:00:00, None,11.0, 991.0,29
14.4,14.2, 998.1, None,17.6,79.0, None,2022-07-18 05:00:00, None,11.0, 991.0,29
13.8,13.9, 998.1, None,17.6,80.0, None,2022-07-18 06:00:00, None,10.0, 991.0,29
13.3,13.2, 999.1, None,14.5,84.0, None,2022-07-18 07:00:00, None,11.0, 992.0,29
13.7,13.2, 999.1, None,14.5,83.0, None,2022-07-18 08:00:00, None,11.0, 992.0,29
14.5,13.2, 1000.1, None,14.5,80.0, None,2022-07-18 09:00:00, None,11.0, 993.0,29
15.4,13.2, 1000.1, None,15.7,75.0, None,2022-07-18 10:00:00, None,11.0, 993.0,29
15.7,13.2, 1001.1, None,15.8,71.0, None,2022-07-18 11:00:00, None,11.0, 994.0,29
15.8,13.2, 1002.1, None,16.1,70.0, None,2022-07-18 12:00:00, None,10.0, 995.0,29
16.2,13.2, 1002.1, None,16.2,68.0, None,2022-07-18 13:00:00, None,10.0, 995.0,29
16.7,13.2, 1002.1, None,16.5,66.0, None,2022-07-18 14:00:00, None,10.0, 995.0,29
17.7,13.2, 1002.1, None,17.7,61.0, None,2022-07-18 15:00:00, None,10.0, 995.0,29
18.5,13.2, 1002.1, None,18.7,59.0, None,2022-07-18 16:00:00, None,10.0, 995.0,29
18.8,13.2, 1002.1, None,19.3,57.0, None,2022-07-18 17:00:00, None,10.0, 995.0,29
19.5,13.2, 1002.1, None,19.8,54.0, None,2022-07-18 18:00:00, None,10.0, 995.0,29
19.0,18.8, 1001.1, None,19.8,56.0, None,2022-07-18 19:00:00, None,10.0, 994.0,29
18.7,18.7, 1001.1, None,19.8,57.0, None,2022-07-18 20:00:00, None,10.0, 994.0,29
18.3,18.1, 1001.1, None,19.8,58.0, None,2022-07-18 21:00:00, None,10.0, 994.0,29
17.5,17.5, 1000.1, None,19.8,63.0, None,2022-07-18 22:00:00, None,10.0, 993.0,29
17.2,17.0, 1001.1, None,19.8,64.0, None,2022-07-18 23:00:00, None,10.0, 994.0,29
16.6,16.5, 1001.1, None,19.8,68.0, None,2022-07-19 00:00:00, None,11.0, 994.0,29
15.8,15.8, 1001.1, None,19.8,74.0, None,2022-07-19 01:00:00, None,11.0, 994.0,29
15.6,15.5, 1000.1, None,19.8,76.0, None,2022-07-19 02:00:00, None,11.0, 993.0,29
15.5,15.4, 1000.1, None,19.8,77.0, None,2022-07-19 03:00:00, None,11.0, 993.0,29
15.0,15.0, 1000.1, None,19.8,79.0, None,2022-07-19 04:00:00, None,11.0, 993.0,29
14.6,14.6, 1000.1, None,19.8,80.0, None,2022-07-19 05:00:00, None,11.0, 993.0,29
14.9,14.6, 1000.1, None,19.8,78.0, None,2022-07-19 06:00:00, None,11.0, 993.0,29
15.1,14.7, 1000.1, None,15.1,78.0, None,2022-07-19 07:00:00, None,11.0, 993.0,29
17.4,14.7, 1000.1, None,17.3,69.0, None,2022-07-19 08:00:00, None,12.0, 993.0,29
18.9,14.7, 1000.1, None,19.3,61.0, None,2022-07-19 09:00:00, None,11.0, 993.0,29
19.7,14.7, 1000.1, None,19.9,58.0, None,2022-07-19 10:00:00, None,11.0, 993.0,29
20.4,14.7, 1000.1, None,20.4,55.0, None,2022-07-19 11:00:00, None,11.0, 993.0,29
21.2,14.7, 999.1, None,21.4,52.0, None,2022-07-19 12:00:00, None,11.0, 992.0,29
21.6,14.7, 999.1, None,21.7,51.0, None,2022-07-19 13:00:00, None,11.0, 992.0,29
22.5,14.7, 999.1, None,22.6,46.0, None,2022-07-19 14:00:00, None,10.0, 992.0,29
23.5,14.7, 998.0, None,23.7,44.0, None,2022-07-19 15:00:00, None,10.0, 991.0,29
23.5,14.7, 998.0, None,23.9,45.0, None,2022-07-19 16:00:00, None,11.0, 991.0,29
22.9,14.7, 998.1, None,23.9,49.0, None,2022-07-19 17:00:00, None,12.0, 991.0,29
23.2,14.7, 998.1, None,23.9,48.0, None,2022-07-19 18:00:00, None,12.0, 991.0,29
22.9,23.0, 997.0, None,23.2,50.0, None,2022-07-19 19:00:00, None,12.0, 990.0,29
22.8,22.7, 997.0, None,23.2,50.0, None,2022-07-19 20:00:00, None,12.0, 990.0,29
22.3,22.2, 997.0, None,23.2,50.0, None,2022-07-19 21:00:00, None,11.0, 990.0,29
21.8,21.9, 998.0, None,23.2,52.0, None,2022-07-19 22:00:00, None,12.0, 991.0,29
20.7,20.7, 998.0, None,23.2,61.0, None,2022-07-19 23:00:00, None,13.0, 991.0,29
19.6,19.5, 998.0, None,23.2,63.0, None,2022-07-20 00:00:00, None,12.0, 991.0,29
18.8,18.6, 998.0, None,23.2,67.0, None,2022-07-20 01:00:00, None,13.0, 991.0,29
18.3,18.3, 998.0, None,23.2,67.0, None,2022-07-20 02:00:00, None,12.0, 991.0,29
18.3,17.6, 998.0, None,23.2,67.0, None,2022-07-20 03:00:00, None,12.0, 991.0,29
17.2,17.1, 998.0, None,23.2,74.0, None,2022-07-20 04:00:00, None,13.0, 991.0,29
16.7,16.5, 999.1, None,23.2,77.0, None,2022-07-20 05:00:00, None,13.0, 992.0,29
17.0,16.5, 999.0, None,23.2,73.0, None,2022-07-20 06:00:00, None,12.0, 992.0,29
17.8,17.0, 999.0, None,18.1,70.0, None,2022-07-20 07:00:00, None,12.0, 992.0,29
19.4,17.0, 999.0, None,19.4,63.0, None,2022-07-20 08:00:00, None,12.0, 992.0,29
20.7,17.0, 999.0, None,20.6,57.0, None,2022-07-20 09:00:00, None,12.0, 992.0,29
22.4,17.0, 1000.0, None,22.9,51.0, None,2022-07-20 10:00:00, None,12.0, 993.0,29
23.1,17.0, 1000.0, None,23.2,53.0, None,2022-07-20 11:00:00, None,13.0, 993.0,29
23.9,17.0, 1000.0, None,24.1,51.0, None,2022-07-20 12:00:00, None,13.0, 993.0,29
24.1,17.0, 1000.0, None,24.4,52.0, None,2022-07-20 13:00:00, None,14.0, 993.0,29
24.4,17.0, 1000.0, None,24.4,49.0, None,2022-07-20 14:00:00, None,13.0, 993.0,29
25.4,17.0, 999.0, None,25.7,42.0, None,2022-07-20 15:00:00, None,11.0, 992.0,29
26.8,17.0, 999.0, None,26.8,37.0, None,2022-07-20 16:00:00, None,11.0, 992.0,29
26.8,17.0, 999.0, None,26.9,35.0, None,2022-07-20 17:00:00, None,10.0, 992.0,29
26.3,17.0, 998.0, None,26.9,33.0, None,2022-07-20 18:00:00, None,8.0, 991.0,29
25.7,25.7, 998.0, None,26.5,36.0, None,2022-07-20 19:00:00, None,10.0, 991.0,29
25.1,25.2, 998.0, None,26.5,39.0, None,2022-07-20 20:00:00, None,10.0, 991.0,29
24.3,24.3, 998.0, None,26.5,43.0, None,2022-07-20 21:00:00, None,11.0, 991.0,29
23.4,23.3, 998.0, None,26.5,48.0, None,2022-07-20 22:00:00, None,12.0, 991.0,29
22.7,22.4, 998.0, None,26.5,52.0, None,2022-07-20 23:00:00, None,12.0, 991.0,29
20.5,20.3, 998.0, None,26.5,65.0, None,2022-07-21 00:00:00, None,14.0, 991.0,29
19.3,19.3, 998.0, None,26.5,72.0, None,2022-07-21 01:00:00, None,14.0, 991.0,29
19.0,18.4, 998.0, None,26.5,71.0, None,2022-07-21 02:00:00, None,14.0, 991.0,29
18.5,18.3, 998.0, None,26.5,70.0, None,2022-07-21 03:00:00, None,13.0, 991.0,29
18.3,18.3, 997.0, None,26.5,72.0, None,2022-07-21 04:00:00, None,13.0, 990.0,29
17.7,17.7, 998.0, None,26.5,77.0, None,2022-07-21 05:00:00, None,14.0, 991.0,29
17.8,17.3, 998.0, None,26.5,77.0, None,2022-07-21 06:00:00, None,14.0, 991.0,29
18.2,17.4, 998.0, None,18.1,74.0, None,2022-07-21 07:00:00, None,13.0, 991.0,29
19.7,17.4, 998.0, None,19.7,64.0, None,2022-07-21 08:00:00, None,13.0, 991.0,29
21.0,17.4, 998.0, None,20.9,60.0, None,2022-07-21 09:00:00, None,13.0, 991.0,29
20.5,17.4, 998.0, None,21.5,59.0, None,2022-07-21 10:00:00, None,12.0, 991.0,29
22.0,17.4, 998.0, None,21.8,55.0, None,2022-07-21 11:00:00, None,12.0, 991.0,29
22.5,17.4, 998.0, None,23.2,52.0, None,2022-07-21 12:00:00, None,12.0, 991.0,29
23.3,17.4, 998.0, None,23.5,52.0, None,2022-07-21 13:00:00, None,13.0, 991.0,29
23.3,17.4, 998.0, None,23.7,51.0, None,2022-07-21 14:00:00, None,13.0, 991.0,29
24.2,17.4, 997.0, None,24.2,53.0, None,2022-07-21 15:00:00, None,14.0, 990.0,29
25.4,17.4, 997.0, None,25.8,47.0, None,2022-07-21 16:00:00, None,13.0, 990.0,29
24.2,17.4, 997.0, None,25.8,48.0, None,2022-07-21 17:00:00, None,13.0, 990.0,29
23.7,17.4, 996.0, None,25.8,48.0, None,2022-07-21 18:00:00, None,12.0, 989.0,29
25.1,23.7, 996.0, None,25.1,44.0, None,2022-07-21 19:00:00, None,12.0, 989.0,29
24.0,23.7, 995.0, None,25.1,49.0, None,2022-07-21 20:00:00, None,13.0, 988.0,29
22.1,21.9, 996.0, None,25.1,54.0, None,2022-07-21 21:00:00, None,12.0, 989.0,29
21.2,21.2, 996.0, None,25.1,58.0, None,2022-07-21 22:00:00, None,13.0, 989.0,29
20.3,20.2, 995.0, None,25.1,63.0, None,2022-07-21 23:00:00, None,13.0, 988.0,29
19.0,18.9, 996.0, None,25.1,73.0, None,2022-07-22 00:00:00, None,14.0, 989.0,29
18.2,18.2, 996.0, None,25.1,76.0, None,2022-07-22 01:00:00, None,14.0, 989.0,29
16.7,16.7, 996.0, None,25.1,80.0, None,2022-07-22 02:00:00, None,13.0, 989.0,29
16.1,16.0, 996.0, None,25.1,80.0, None,2022-07-22 03:00:00, None,13.0, 989.0,29
15.5,15.4, 996.0, None,25.1,79.0, None,2022-07-22 04:00:00, None,12.0, 989.0,29
15.0,15.0, 997.0, None,25.1,75.0, None,2022-07-22 05:00:00, None,11.0, 990.0,29
14.4,14.5, 997.0, None,25.1,76.0, None,2022-07-22 06:00:00, None,10.0, 990.0,29
14.7,14.4, 998.0, None,14.7,75.0, None,2022-07-22 07:00:00, None,10.0, 991.0,29
14.8,14.4, 999.1, None,15.3,75.0, None,2022-07-22 08:00:00, None,10.0, 992.0,29
15.2,14.4, 999.1, None,15.7,73.0, None,2022-07-22 09:00:00, None,10.0, 992.0,29
16.1,14.4, 999.1, None,16.1,70.0, None,2022-07-22 10:00:00, None,10.0, 992.0,29
16.3,14.4, 999.1, None,16.4,69.0, None,2022-07-22 11:00:00, None,11.0, 992.0,29
17.1,14.4, 1000.1, None,17.3,66.0, None,2022-07-22 12:00:00, None,11.0, 993.0,29
17.0,14.4, 1000.1, None,17.4,67.0, None,2022-07-22 13:00:00, None,11.0, 993.0,29
18.1,14.4, 1000.1, None,18.4,61.0, None,2022-07-22 14:00:00, None,11.0, 993.0,29
19.6,14.4, 999.1, None,19.7,57.0, None,2022-07-22 15:00:00, None,11.0, 992.0,29
19.9,14.4, 999.1, None,20.2,55.0, None,2022-07-22 16:00:00, None,10.0, 992.0,29
19.5,14.4, 999.1, None,20.3,57.0, None,2022-07-22 17:00:00, None,11.0, 992.0,29
19.9,14.4, 999.1, None,20.4,57.0, None,2022-07-22 18:00:00, None,11.0, 992.0,29
19.5,19.4, 998.1, None,20.1,58.0, None,2022-07-22 19:00:00, None,11.0, 991.0,29
18.3,18.4, 998.1, None,20.1,62.0, None,2022-07-22 20:00:00, None,11.0, 991.0,29
19.2,18.3, 998.1, None,20.1,58.0, None,2022-07-22 21:00:00, None,11.0, 991.0,29
18.1,18.1, 998.1, None,20.1,62.0, None,2022-07-22 22:00:00, None,11.0, 991.0,29
17.6,17.6, 999.1, None,20.1,63.0, None,2022-07-22 23:00:00, None,10.0, 992.0,29
