pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
0.0, 14.14, 69.26, 21.8, None, 22.94, 3.077, 160.5, 8.0, None, 14.1, 13.6, 8.0, 0.0, None, None, 69.0,2022-07-16 00:00:00, None,29
0.0, 13.35, 74.68, 21.8, None, 31.92, 1.755, 211.3, 9.0, None, 13.4, 13.3, 9.0, 0.0, None, None, 75.0,2022-07-16 01:00:00, None,29
0.0, 12.0, 80.8, 21.8, None, 37.22, 1.716, 151.5, 10.0, None, 12.0, 11.7, 10.0, 0.0, None, None, 81.0,2022-07-16 02:00:00, None,29
0.0, 11.19, 84.2, 21.8, None, 51.44, 1.682, 164.4, 8.0, None, 11.2, 10.6, 8.0, 0.0, None, None, 84.0,2022-07-16 03:00:00, None,29
0.0, 10.01, 87.2, 21.8, None, 72.69, 1.435, 206.1, 8.0, None, 10.0, 10.1, 8.0, 0.0, None, None, 87.0,2022-07-16 04:00:00, None,29
0.0, 9.62, 89.7, 21.8, None, 71.34, 1.207, 118.1, 8.0, None, 9.6, 9.6, 8.0, 0.0, None, None, 90.0,2022-07-16 05:00:00, None,29
0.0, 9.65, 88.4, 21.8, None, 62.73, 1.162, 125.6, 7.0, None, 9.7, 8.9, 7.0, 0.0, None, None, 88.0,2022-07-16 06:00:00, None,29
0.0, 11.19, 83.0, 11.4, None, 62.9, 1.137, 8.3, 8.0, None, 11.2, 9.4, 8.0, 0.0, None, None, 83.0,2022-07-16 07:00:00, None,29
0.0, 13.51, 77.36, 13.4, None, 29.61, 1.66, 49.28, 10.0, None, 13.5, 9.4, 10.0, 0.0, None, None, 77.0,2022-07-16 08:00:00, None,29
0.0, 16.91, 62.37, 16.9, None, 54.27, 4.269, 328.5, 10.0, None, 16.9, 9.4, 10.0, 0.0, None, None, 62.0,2022-07-16 09:00:00, None,29
