pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,15.0,15.0, 0.0, None,26.5,51.0,2022-07-16 00:00:00,5.0,29
None,13.3,13.4, 0.0, None,26.5,59.0,2022-07-16 01:00:00,6.0,29
None,12.0,12.0, 0.0, None,26.5,65.0,2022-07-16 02:00:00,6.0,29
None,10.8,10.8, 0.0, None,26.5,71.0,2022-07-16 03:00:00,6.0,29
None,10.2,10.1, 0.0, None,26.5,73.0,2022-07-16 04:00:00,6.0,29
None,9.4,9.2, 0.0, None,26.5,78.0,2022-07-16 05:00:00,6.0,29
None,8.7,8.7, 0.0, None,26.5,81.0,2022-07-16 06:00:00,6.0,29
None,9.6,8.7, 0.0, None,9.6,79.0,2022-07-16 07:00:00,6.0,29
None,11.7,8.7, 0.0, None,11.6,77.0,2022-07-16 08:00:00,8.0,29
None,15.9,8.7, 0.0, None,15.9,60.0,2022-07-16 09:00:00,8.0,29
None,20.4,8.7, 0.0, None,20.6,41.0,2022-07-16 10:00:00,7.0,29
None,22.1,8.7, 0.0, None,22.0,37.0,2022-07-16 11:00:00,6.0,29
None,23.5,8.7, 0.0, None,23.6,31.0,2022-07-16 12:00:00,6.0,29
None,24.7,8.7, 0.0, None,24.7,30.0,2022-07-16 13:00:00,5.0,29
None,24.9,8.7, 0.0, None,25.5,24.0,2022-07-16 14:00:00,3.0,29
None,25.5,8.7, 0.0, None,26.0,24.0,2022-07-16 15:00:00,3.0,29
None,25.9,8.7, 0.0, None,26.4,21.0,2022-07-16 16:00:00,2.0,29
None,25.6,8.7, 0.0, None,26.4,22.0,2022-07-16 17:00:00,2.0,29
None,24.6,8.7, 0.0, None,26.4,24.0,2022-07-16 18:00:00,3.0,29
None,23.4,23.4, 0.0, None,24.8,31.0,2022-07-16 19:00:00,6.0,29
None,20.3,20.1, 0.0, None,24.8,50.0,2022-07-16 20:00:00,9.0,29
None,18.6,18.7, 0.0, None,24.8,55.0,2022-07-16 21:00:00,9.0,29
None,16.9,16.9, 0.0, None,24.8,61.0,2022-07-16 22:00:00,9.0,29
None,15.0,14.9, 0.0, None,24.8,68.0,2022-07-16 23:00:00,9.0,29
None,13.9,13.7, 0.0, None,24.8,73.0,2022-07-17 00:00:00,9.0,29
None,12.7,12.7, 0.0, None,24.8,77.0,2022-07-17 01:00:00,9.0,29
None,12.5,12.5, 0.0, None,24.8,77.0,2022-07-17 02:00:00,9.0,29
None,12.4,12.4, 0.0, None,24.8,76.0,2022-07-17 03:00:00,8.0,29
None,12.8,12.4, 0.0, None,24.8,77.0,2022-07-17 04:00:00,9.0,29
None,12.7,12.4, 0.0, None,24.8,78.0,2022-07-17 05:00:00,9.0,29
None,13.0,12.4, 0.0, None,24.8,76.0,2022-07-17 06:00:00,9.0,29
None,13.1,12.9, 0.0, None,13.2,76.0,2022-07-17 07:00:00,9.0,29
None,14.0,12.9, 0.0, None,14.1,67.0,2022-07-17 08:00:00,8.0,29
None,14.8,12.9, 0.0, None,15.0,63.0,2022-07-17 09:00:00,8.0,29
None,15.3,12.9, 0.0, None,15.5,55.0,2022-07-17 10:00:00,7.0,29
None,15.9,12.9, 0.0, None,16.1,52.0,2022-07-17 11:00:00,6.0,29
None,16.9,12.9, 0.0, None,17.0,50.0,2022-07-17 12:00:00,7.0,29
None,17.4,12.9, 0.0, None,17.6,47.0,2022-07-17 13:00:00,6.0,29
None,18.3,12.9, 0.0, None,18.4,43.0,2022-07-17 14:00:00,6.0,29
None,19.3,12.9, 0.0, None,19.6,41.0,2022-07-17 15:00:00,5.0,29
None,19.1,12.9, 0.0, None,20.4,42.0,2022-07-17 16:00:00,6.0,29
None,18.6,12.9, 0.0, None,20.4,44.0,2022-07-17 17:00:00,6.0,29
None,17.0,12.9, 0.0, None,20.4,49.0,2022-07-17 18:00:00,6.0,29
None,16.2,16.1, 0.0, None,17.2,53.0,2022-07-17 19:00:00,6.0,29
None,15.2,15.2, 0.0, None,17.2,60.0,2022-07-17 20:00:00,7.0,29
None,13.9,13.9, 0.0, None,17.2,70.0,2022-07-17 21:00:00,9.0,29
None,13.5,13.5, 0.0, None,17.2,70.0,2022-07-17 22:00:00,8.0,29
None,13.4,13.3, 0.0, None,17.2,68.0,2022-07-17 23:00:00,8.0,29
None,12.5,12.5, 0.0, None,17.2,72.0,2022-07-18 00:00:00,8.0,29
None,11.4,11.4, 0.0, None,17.2,75.0,2022-07-18 01:00:00,8.0,29
None,11.0,10.8, 0.0, None,17.2,80.0,2022-07-18 02:00:00,8.0,29
None,9.5,9.7, 3.3, None,17.2,95.0,2022-07-18 03:00:00,9.0,29
None,9.2,8.9, 1.7, None,17.2,97.0,2022-07-18 04:00:00,9.0,29
None,9.2,8.9, 0.0, None,17.2,98.0,2022-07-18 05:00:00,9.0,29
None,9.4,8.9, 0.0, None,17.2,98.0,2022-07-18 06:00:00,9.0,29
None,9.6,9.3, 0.0, None,9.7,97.0,2022-07-18 07:00:00,9.0,29
None,10.4,9.3, 0.0, None,10.4,97.0,2022-07-18 08:00:00,10.0,29
None,10.8,9.3, 0.4, None,10.9,97.0,2022-07-18 09:00:00,11.0,29
None,13.2,9.3, 0.0, None,13.3,82.0,2022-07-18 10:00:00,10.0,29
None,15.5,9.3, 0.0, None,15.6,68.0,2022-07-18 11:00:00,10.0,29
None,17.3,9.3, 0.0, None,17.2,60.0,2022-07-18 12:00:00,9.0,29
None,18.2,9.3, 0.0, None,18.4,57.0,2022-07-18 13:00:00,10.0,29
None,18.6,9.3, 0.0, None,19.1,55.0,2022-07-18 14:00:00,9.0,29
None,19.4,9.3, 0.0, None,20.0,49.0,2022-07-18 15:00:00,9.0,29
None,19.8,9.3, 0.0, None,20.4,46.0,2022-07-18 16:00:00,8.0,29
