RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
27.34, None, None, None, 10.99, 214.7, -1.0, 18.8, None, None, None, None, None, None, None, None, None, None, 18.75, None, 22.0, 27.0, None, 17.65, None, 18.8, 0.0, None,2022-07-16 00:00:00,29
29.32, None, None, None, 9.4, 216.9, 0.0, 17.7, None, None, None, None, None, None, None, None, None, None, 18.35, None, 22.0, 29.0, None, 16.0, None, 18.4, -0.1, None,2022-07-16 01:00:00,29
32.14, None, None, None, 11.43, 217.6, 1.0, 17.7, None, None, None, None, None, None, None, None, None, None, 17.79, None, 22.0, 32.0, None, 12.11, None, 17.8, 0.0, None,2022-07-16 02:00:00,29
35.44, None, None, None, 9.82, 217.1, 2.0, 16.9, None, None, None, None, None, None, None, None, None, None, 17.04, None, 22.0, 35.0, None, 10.78, None, 17.0, 0.0, None,2022-07-16 03:00:00,29
37.67, None, None, None, 11.12, 217.0, 2.0, 16.5, None, None, None, None, None, None, None, None, None, None, 16.57, None, 22.0, 38.0, None, 10.04, None, 16.6, -0.1, None,2022-07-16 04:00:00,29
39.01, None, None, None, 7.884, 219.0, 2.0, 15.6, None, None, None, None, None, None, None, None, None, None, 15.96, None, 22.0, 39.0, None, 10.71, None, 16.0, 0.0, None,2022-07-16 05:00:00,29
40.87, None, None, None, 7.469, 208.6, 3.0, 14.7, None, None, None, None, None, None, None, None, None, None, 16.17, None, 22.0, 41.0, None, 17.32, None, 16.2, 0.0, None,2022-07-16 06:00:00,29
38.33, None, None, None, 6.587, 204.7, 4.0, 16.1, None, None, None, None, None, None, None, None, None, None, 17.88, None, 18.1, 38.0, None, 12.08, None, 17.9, 0.3, None,2022-07-16 07:00:00,29
36.87, None, None, None, 3.551, 186.0, 4.0, 16.1, None, None, None, None, None, None, None, None, None, None, 18.21, None, 18.7, 37.0, None, 26.1, None, 18.2, 0.1, None,2022-07-16 08:00:00,29
39.49, None, None, None, 4.715, 185.1, 7.0, 16.1, None, None, None, None, None, None, None, None, None, None, 19.87, None, 19.8, 39.0, None, 24.04, None, 19.9, 0.0, None,2022-07-16 09:00:00,29
44.34, None, None, None, 4.959, 185.8, 7.0, 16.1, None, None, None, None, None, None, None, None, None, None, 20.04, None, 20.3, 44.0, None, 30.38, None, 20.0, 0.1, None,2022-07-16 10:00:00,29
45.66, None, None, None, 3.616, 178.6, 9.0, 16.1, None, None, None, None, None, None, None, None, None, None, 20.77, None, 20.9, 46.0, None, 38.71, None, 20.8, 0.1, None,2022-07-16 11:00:00,29
40.65, None, None, None, 8.35, 203.3, 8.0, 16.1, None, None, None, None, None, None, None, None, None, None, 21.62, None, 22.3, 41.0, None, 22.72, None, 21.6, 0.1, None,2022-07-16 12:00:00,29
40.86, None, None, None, 11.13, 204.2, 8.0, 16.1, None, None, None, None, None, None, None, None, None, None, 23.03, None, 23.6, 41.0, None, 24.11, None, 23.0, 0.3, None,2022-07-16 13:00:00,29
39.61, None, None, None, 12.18, 202.5, 9.0, 16.1, None, None, None, None, None, None, None, None, None, None, 23.15, None, 23.8, 40.0, None, 32.39, None, 23.2, 0.1, None,2022-07-16 14:00:00,29
40.43, None, None, None, 14.25, 210.2, 10.0, 16.1, None, None, None, None, None, None, None, None, None, None, 23.77, None, 24.0, 40.0, None, 24.28, None, 23.8, 0.1, None,2022-07-16 15:00:00,29
38.91, None, None, None, 17.51, 207.7, 9.0, 16.1, None, None, None, None, None, None, None, None, None, None, 23.32, None, 24.0, 39.0, None, 15.36, None, 23.3, -0.2, None,2022-07-16 16:00:00,29
36.66, None, None, None, 18.35, 208.0, 8.0, 16.1, None, None, None, None, None, None, None, None, None, None, 22.68, None, 24.0, 37.0, None, 18.72, None, 22.7, -0.5, None,2022-07-16 17:00:00,29
39.94, None, None, None, 17.56, 210.7, 8.0, 16.1, None, None, None, None, None, None, None, None, None, None, 21.87, None, 24.0, 40.0, None, 15.0, None, 21.9, -0.2, None,2022-07-16 18:00:00,29
