BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 4.616, None, 49.14,2017-02-12 00:00:00, 4.584,7
None, None, 10.0, None, 53.46,2017-02-12 01:00:00, 3.965,7
None, None, 10.06, None, 53.96,2017-02-12 02:00:00, 3.861,7
None, None, 7.36, None, 51.2,2017-02-12 03:00:00, 4.085,7
None, None, 5.611, None, 47.93,2017-02-12 04:00:00, 4.586,7
None, None, 3.497, None, 45.03,2017-02-12 05:00:00, 4.972,7
None, None, 4.146, None, 45.65,2017-02-12 06:00:00, 4.776,7
None, None, 6.242, None, 44.18,2017-02-12 07:00:00, 5.025,7
None, None, 10.44, None, 50.12,2017-02-12 08:00:00, 4.427,7
None, None, 9.97, None, 49.52,2017-02-12 09:00:00, 4.427,7
None, None, 6.863, None, 46.0,2017-02-12 10:00:00, 5.125,7
None, None, 10.61, None, 48.64,2017-02-12 11:00:00, 5.281,7
None, None, 12.23, None, 50.78,2017-02-12 12:00:00, 5.173,7
None, None, 11.41, None, 49.31,2017-02-12 13:00:00, 5.389,7
None, None, 11.41, None, 50.05,2017-02-12 14:00:00, 5.293,7
None, None, 11.23, None, 49.9,2017-02-12 15:00:00, 5.538,7
None, None, 9.44, None, 51.87,2017-02-12 16:00:00, 5.317,7
None, None, 8.1, None, 56.22,2017-02-12 17:00:00, 4.569,7
None, None, 6.233, None, 58.12,2017-02-12 18:00:00, 4.233,7
None, None, 4.541, None, 64.86,2017-02-12 19:00:00, 2.932,7
None, None, 3.674, None, 64.18,2017-02-12 20:00:00, 2.911,7
None, None, 3.366, None, 67.56,2017-02-12 21:00:00, 2.094,7
None, None, 2.94, None, 63.44,2017-02-12 22:00:00, 2.827,7
None, None, 4.084, None, 62.34,2017-02-12 23:00:00, 3.81,7
None, None, 3.395, None, 59.64,2017-02-13 00:00:00, 4.477,7
None, None, 4.896, None, 60.53,2017-02-13 01:00:00, 4.606,7
None, None, 4.798, None, 60.83,2017-02-13 02:00:00, 4.66,7
None, None, 2.757, None, 60.6,2017-02-13 03:00:00, 4.661,7
None, None, 3.229, None, 62.43,2017-02-13 04:00:00, 4.131,7
None, None, 5.236, None, 62.04,2017-02-13 05:00:00, 4.641,7
None, None, 4.301, None, 63.4,2017-02-13 06:00:00, 4.543,7
None, None, 3.315, None, 65.82,2017-02-13 07:00:00, 4.18,7
None, None, 3.35, None, 68.51,2017-02-13 08:00:00, 4.002,7
None, None, 3.236, None, 68.61,2017-02-13 09:00:00, 4.426,7
None, None, 2.944, None, 66.79,2017-02-13 10:00:00, 4.919,7
None, None, 2.192, None, 63.37,2017-02-13 11:00:00, 5.59,7
None, None, 2.603, None, 64.34,2017-02-13 12:00:00, 5.341,7
None, None, 1.954, None, 62.23,2017-02-13 13:00:00, 5.895,7
None, None, 3.765, None, 62.83,2017-02-13 14:00:00, 6.043,7
None, None, 4.161, None, 61.85,2017-02-13 15:00:00, 6.419,7
None, None, 6.381, None, 61.62,2017-02-13 16:00:00, 6.634,7
None, None, 4.709, None, 62.37,2017-02-13 17:00:00, 6.597,7
None, None, 2.614, None, 61.84,2017-02-13 18:00:00, 6.81,7
None, None, 3.745, None, 66.98,2017-02-13 19:00:00, 5.556,7
None, None, 0.921, None, 69.96,2017-02-13 20:00:00, 4.8,7
None, None, 1.627, None, 62.07,2017-02-13 21:00:00, 7.041,7
None, None, 2.12, None, 65.94,2017-02-13 22:00:00, 5.839,7
None, None, 1.812, None, 72.5,2017-02-13 23:00:00, 3.954,7
None, None, 2.519, None, 79.12,2017-02-14 00:00:00, 2.15,7
None, None, 1.05, None, 77.31,2017-02-14 01:00:00, 2.26,7
None, None, 2.242, None, 86.7,2017-02-14 02:00:00, -0.075,7
None, None, 2.097, None, 88.7,2017-02-14 03:00:00, -0.427,7
None, None, 2.133, None, 91.1,2017-02-14 04:00:00, -0.972,7
None, None, 1.137, None, 90.7,2017-02-14 05:00:00, -1.152,7
None, None, 0.741, None, 92.2,2017-02-14 06:00:00, -2.04,7
None, None, 1.624, None, 92.9,2017-02-14 07:00:00, -1.327,7
None, None, 0.893, None, 92.5,2017-02-14 08:00:00, -1.453,7
None, None, 1.527, None, 92.5,2017-02-14 09:00:00, -1.077,7
None, None, 1.895, None, 90.1,2017-02-14 10:00:00, -0.025,7
None, None, 2.116, None, 87.0,2017-02-14 11:00:00, 0.892,7
None, None, 2.105, None, 83.3,2017-02-14 12:00:00, 1.93,7
None, None, 2.094, None, 79.68,2017-02-14 13:00:00, 2.649,7
None, None, 2.38, None, 62.04,2017-02-14 14:00:00, 5.907,7
None, None, 2.03, None, 60.4,2017-02-14 15:00:00, 6.594,7
None, None, 3.981, None, 52.12,2017-02-14 16:00:00, 7.747,7
None, None, 1.282, None, 49.92,2017-02-14 17:00:00, 7.781,7
None, None, 1.297, None, 54.32,2017-02-14 18:00:00, 6.381,7
None, None, 1.898, None, 63.09,2017-02-14 19:00:00, 4.639,7
None, None, 2.532, None, 67.83,2017-02-14 20:00:00, 3.383,7
None, None, 1.507, None, 73.64,2017-02-14 21:00:00, 2.157,7
None, None, 1.535, None, 74.94,2017-02-14 22:00:00, 1.925,7
None, None, 2.311, None, 78.67,2017-02-14 23:00:00, 1.504,7
None, None, 2.074, None, 78.4,2017-02-15 00:00:00, 1.37,7
None, None, 1.347, None, 81.3,2017-02-15 01:00:00, 0.449,7
None, None, 1.318, None, 81.9,2017-02-15 02:00:00, 0.055,7
None, None, 2.658, None, 85.5,2017-02-15 03:00:00, -0.749,7
None, None, 2.606, None, 88.6,2017-02-15 04:00:00, -1.263,7
None, None, 3.014, None, 87.8,2017-02-15 05:00:00, -0.689,7
None, None, 2.426, None, 87.9,2017-02-15 06:00:00, -0.102,7
None, None, 1.755, None, 87.4,2017-02-15 07:00:00, 0.158,7
None, None, 1.696, None, 88.0,2017-02-15 08:00:00, 0.116,7
None, None, 2.02, None, 87.6,2017-02-15 09:00:00, 0.035,7
None, None, 2.945, None, 86.2,2017-02-15 10:00:00, 0.525,7
None, None, 3.17, None, 83.1,2017-02-15 11:00:00, 1.38,7
None, None, 1.96, None, 78.24,2017-02-15 12:00:00, 2.626,7
None, None, 6.368, None, 60.75,2017-02-15 13:00:00, 7.724,7
None, None, 9.37, None, 50.92,2017-02-15 14:00:00, 9.58,7
None, None, 10.38, None, 46.62,2017-02-15 15:00:00, 9.5,7
None, None, 8.91, None, 49.38,2017-02-15 16:00:00, 8.86,7
None, None, 6.768, None, 54.28,2017-02-15 17:00:00, 7.717,7
None, None, 5.624, None, 56.53,2017-02-15 18:00:00, 6.789,7
