WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.266,2017-02-12 00:00:00, -2.535,7
None, None, 0.238998,2017-02-12 01:00:00, -3.238,7
None, None, 0.703,2017-02-12 02:00:00, -3.662,7
None, None, 0.592,2017-02-12 03:00:00, -3.713,7
None, None, 0.986998,2017-02-12 04:00:00, -3.843,7
None, None, 1.04,2017-02-12 05:00:00, -3.985,7
None, None, 2.082,2017-02-12 06:00:00, -3.686,7
None, None, 1.845,2017-02-12 07:00:00, -3.776,7
None, None, 2.094,2017-02-12 08:00:00, -4.294,7
None, None, 2.569,2017-02-12 09:00:00, -2.236,7
None, None, 2.835,2017-02-12 10:00:00, 0.155,7
None, None, 3.562,2017-02-12 11:00:00, 1.94,7
None, None, 2.26,2017-02-12 12:00:00, 2.38,7
None, None, 2.019,2017-02-12 13:00:00, 4.379,7
None, None, 1.942,2017-02-12 14:00:00, 4.875,7
None, None, 1.238,2017-02-12 15:00:00, 4.724,7
None, None, 0.958,2017-02-12 16:00:00, 3.519,7
None, None, 1.221,2017-02-12 17:00:00, 0.996999,7
None, None, 0.998,2017-02-12 18:00:00, -0.123,7
None, None, 0.312,2017-02-12 19:00:00, -1.576,7
None, None, 0.726,2017-02-12 20:00:00, -2.656,7
None, None, 1.546,2017-02-12 21:00:00, -2.329,7
None, None, 1.495,2017-02-12 22:00:00, -2.031,7
None, None, 1.482,2017-02-12 23:00:00, -2.438,7
None, None, 0.326999,2017-02-13 00:00:00, -3.166,7
None, None, 0.605,2017-02-13 01:00:00, -4.741,7
None, None, 0.458999,2017-02-13 02:00:00, -4.997,7
None, None, 0.958,2017-02-13 03:00:00, -5.362,7
None, None, 0.797999,2017-02-13 04:00:00, -4.855,7
None, None, 0.963998,2017-02-13 05:00:00, -5.3,7
None, None, 0.568,2017-02-13 06:00:00, -5.617,7
None, None, 0.933,2017-02-13 07:00:00, -5.034,7
None, None, 0.558,2017-02-13 08:00:00, -5.282,7
None, None, 0.760999,2017-02-13 09:00:00, -3.831,7
None, None, 0.81,2017-02-13 10:00:00, -1.233,7
None, None, 2.692,2017-02-13 11:00:00, 0.639998,7
None, None, 4.286,2017-02-13 12:00:00, 1.809,7
None, None, 3.098,2017-02-13 13:00:00, 3.523,7
None, None, 0.893998,2017-02-13 14:00:00, 2.186,7
None, None, 1.459,2017-02-13 15:00:00, 1.68,7
None, None, 3.17,2017-02-13 16:00:00, 2.242,7
None, None, 1.71,2017-02-13 17:00:00, 2.292,7
None, None, 1.004,2017-02-13 18:00:00, 1.298,7
None, None, 1.591,2017-02-13 19:00:00, 0.680998,7
None, None, 0.296,2017-02-13 20:00:00, -0.702,7
None, None, 0.246,2017-02-13 21:00:00, -2.083,7
None, None, 0.575999,2017-02-13 22:00:00, -2.378,7
None, None, 0.342,2017-02-13 23:00:00, -2.763,7
None, None, 0.523998,2017-02-14 00:00:00, -3.294,7
None, None, 0.312,2017-02-14 01:00:00, -4.019,7
None, None, 0.725,2017-02-14 02:00:00, -3.995,7
None, None, 0.079998,2017-02-14 03:00:00, -4.558,7
None, None, 0.582,2017-02-14 04:00:00, -4.304,7
None, None, 1.255,2017-02-14 05:00:00, -4.105,7
None, None, 1.005,2017-02-14 06:00:00, -4.046,7
None, None, 1.08,2017-02-14 07:00:00, -4.411,7
None, None, 0.379999,2017-02-14 08:00:00, -3.921,7
None, None, 0.291,2017-02-14 09:00:00, -2.776,7
None, None, 0.589999,2017-02-14 10:00:00, -1.056,7
None, None, 0.875,2017-02-14 11:00:00, 1.659,7
None, None, 1.254,2017-02-14 12:00:00, 2.891,7
None, None, 0.995998,2017-02-14 13:00:00, 5.209,7
None, None, 1.691,2017-02-14 14:00:00, 2.564,7
None, None, 2.136,2017-02-14 15:00:00, 1.239,7
None, None, 0.878,2017-02-14 16:00:00, 0.925,7
None, None, 0.089,2017-02-14 17:00:00, 0.014,7
None, None, 0.196998,2017-02-14 18:00:00, -0.771,7
None, None, 0.206,2017-02-14 19:00:00, -0.957,7
None, None, 2.358,2017-02-14 20:00:00, 0.433999,7
None, None, 2.958,2017-02-14 21:00:00, 3.275,7
None, None, 0.848999,2017-02-14 22:00:00, 1.572,7
None, None, 1.101,2017-02-14 23:00:00, 1.101,7
None, None, 4.292,2017-02-15 00:00:00, 3.743,7
None, None, 5.61,2017-02-15 01:00:00, 4.266,7
None, None, 6.524,2017-02-15 02:00:00, 3.763,7
None, None, 6.167,2017-02-15 03:00:00, 3.762,7
None, None, 5.123,2017-02-15 04:00:00, 3.622,7
None, None, 5.216,2017-02-15 05:00:00, 3.689,7
None, None, 3.939,2017-02-15 06:00:00, 3.562,7
None, None, 3.899,2017-02-15 07:00:00, 3.929,7
None, None, 3.75,2017-02-15 08:00:00, 3.325,7
None, None, 4.162,2017-02-15 09:00:00, 3.356,7
None, None, 3.455,2017-02-15 10:00:00, 2.85,7
None, None, 3.522,2017-02-15 11:00:00, 3.7,7
None, None, 2.835,2017-02-15 12:00:00, 3.885,7
None, None, 2.486,2017-02-15 13:00:00, 3.915,7
None, None, 2.854,2017-02-15 14:00:00, 4.092,7
None, None, 2.818,2017-02-15 15:00:00, 4.638,7
None, None, 3.948,2017-02-15 16:00:00, 4.604,7
None, None, 3.793,2017-02-15 17:00:00, 4.616,7
None, None, 3.284,2017-02-15 18:00:00, 4.377,7
None, None, 3.582,2017-02-15 19:00:00, 4.464,7
None, None, 2.919,2017-02-15 20:00:00, 4.25,7
None, None, 2.812,2017-02-15 21:00:00, 4.075,7
None, None, 3.982,2017-02-15 22:00:00, 4.23,7
None, None, 4.058,2017-02-15 23:00:00, 4.377,7
None, None, 4.858,2017-02-16 00:00:00, 4.754,7
None, None, 3.788,2017-02-16 01:00:00, 4.424,7
None, None, 4.505,2017-02-16 02:00:00, 4.496,7
None, None, 3.941,2017-02-16 03:00:00, 4.539,7
None, None, 3.856,2017-02-16 04:00:00, 4.315,7
None, None, 4.226,2017-02-16 05:00:00, 4.469,7
None, None, 3.759,2017-02-16 06:00:00, 4.268,7
None, None, 4.377,2017-02-16 07:00:00, 4.492,7
None, None, 3.304,2017-02-16 08:00:00, 4.585,7
None, None, 3.74,2017-02-16 09:00:00, 4.353,7
None, None, 4.862,2017-02-16 10:00:00, 4.877,7
None, None, 4.531,2017-02-16 11:00:00, 5.242,7
