WDIR_VECT,time,TEMP_MEAN,week_of_year
None,2018-05-28 00:00:00,16.3,22
None,2018-05-28 01:00:00,15.2,22
None,2018-05-28 02:00:00,14.2,22
None,2018-05-28 03:00:00,13.5,22
None,2018-05-28 04:00:00,13.3,22
None,2018-05-28 05:00:00,12.6,22
None,2018-05-28 06:00:00,11.9,22
None,2018-05-28 07:00:00,11.8,22
None,2018-05-28 08:00:00,12.5,22
None,2018-05-28 09:00:00,13.6,22
None,2018-05-28 10:00:00,14.4,22
None,2018-05-28 11:00:00,15.2,22
None,2018-05-28 12:00:00,15.9,22
None,2018-05-28 13:00:00,16.7,22
None,2018-05-28 14:00:00,17.1,22
None,2018-05-28 15:00:00,17.6,22
None,2018-05-28 16:00:00,18.5,22
None,2018-05-28 17:00:00,18.6,22
None,2018-05-28 18:00:00,18.5,22
None,2018-05-28 19:00:00,19.0,22
None,2018-05-28 20:00:00,18.0,22
None,2018-05-28 21:00:00,16.0,22
None,2018-05-28 22:00:00,15.5,22
None,2018-05-28 23:00:00,14.5,22
None,2018-05-29 00:00:00,14.2,22
None,2018-05-29 01:00:00,13.6,22
None,2018-05-29 02:00:00,12.7,22
None,2018-05-29 03:00:00,12.1,22
None,2018-05-29 04:00:00,11.4,22
None,2018-05-29 05:00:00,10.4,22
None,2018-05-29 06:00:00,10.4,22
None,2018-05-29 07:00:00,10.3,22
None,2018-05-29 08:00:00,10.7,22
None,2018-05-29 09:00:00,11.9,22
None,2018-05-29 10:00:00,12.5,22
None,2018-05-29 11:00:00,13.0,22
None,2018-05-29 12:00:00,14.1,22
None,2018-05-29 13:00:00,14.6,22
None,2018-05-29 14:00:00,15.1,22
None,2018-05-29 15:00:00,15.7,22
None,2018-05-29 16:00:00,15.9,22
None,2018-05-29 17:00:00,16.2,22
None,2018-05-29 18:00:00,16.2,22
None,2018-05-29 19:00:00,15.1,22
None,2018-05-29 20:00:00,14.5,22
None,2018-05-29 21:00:00,13.7,22
None,2018-05-29 22:00:00,13.5,22
None,2018-05-29 23:00:00,13.4,22
None,2018-05-30 00:00:00,13.1,22
None,2018-05-30 01:00:00,12.0,22
None,2018-05-30 02:00:00,10.9,22
None,2018-05-30 03:00:00,10.1,22
None,2018-05-30 04:00:00,9.9,22
None,2018-05-30 05:00:00,9.3,22
None,2018-05-30 06:00:00,9.2,22
None,2018-05-30 07:00:00,9.5,22
None,2018-05-30 08:00:00,10.5,22
None,2018-05-30 09:00:00,11.6,22
None,2018-05-30 10:00:00,12.6,22
None,2018-05-30 11:00:00,13.3,22
None,2018-05-30 12:00:00,14.0,22
None,2018-05-30 13:00:00,14.3,22
None,2018-05-30 14:00:00,15.1,22
None,2018-05-30 15:00:00,15.3,22
None,2018-05-30 16:00:00,15.9,22
None,2018-05-30 17:00:00,16.3,22
None,2018-05-30 18:00:00,16.5,22
None,2018-05-30 19:00:00,16.5,22
None,2018-05-30 20:00:00,15.7,22
None,2018-05-30 21:00:00,15.1,22
None,2018-05-30 22:00:00,13.7,22
None,2018-05-30 23:00:00,13.4,22
None,2018-05-31 00:00:00,12.6,22
None,2018-05-31 01:00:00,11.8,22
None,2018-05-31 02:00:00,10.9,22
None,2018-05-31 03:00:00,10.8,22
None,2018-05-31 04:00:00,10.3,22
None,2018-05-31 05:00:00,10.2,22
None,2018-05-31 06:00:00,9.6,22
None,2018-05-31 07:00:00,10.2,22
None,2018-05-31 08:00:00,10.5,22
None,2018-05-31 09:00:00,11.1,22
None,2018-05-31 10:00:00,11.6,22
None,2018-05-31 11:00:00,12.5,22
None,2018-05-31 12:00:00,13.5,22
None,2018-05-31 13:00:00,14.6,22
None,2018-05-31 14:00:00,15.5,22
None,2018-05-31 15:00:00,16.1,22
None,2018-05-31 16:00:00,16.3,22
None,2018-05-31 17:00:00,16.3,22
None,2018-05-31 18:00:00,16.2,22
None,2018-05-31 19:00:00,16.2,22
None,2018-05-31 20:00:00,14.9,22
None,2018-05-31 21:00:00,13.0,22
None,2018-05-31 22:00:00,12.4,22
None,2018-05-31 23:00:00,11.7,22
None,2018-06-01 00:00:00,11.6,22
None,2018-06-01 01:00:00,11.6,22
None,2018-06-01 02:00:00,11.4,22
None,2018-06-01 03:00:00,11.0,22
None,2018-06-01 04:00:00,10.7,22
None,2018-06-01 05:00:00,10.3,22
None,2018-06-01 06:00:00,10.2,22
None,2018-06-01 07:00:00,10.2,22
None,2018-06-01 08:00:00,10.7,22
None,2018-06-01 09:00:00,11.6,22
None,2018-06-01 10:00:00,12.5,22
None,2018-06-01 11:00:00,12.4,22
None,2018-06-01 12:00:00,12.4,22
None,2018-06-01 13:00:00,13.4,22
None,2018-06-01 14:00:00,14.1,22
None,2018-06-01 15:00:00,14.2,22
None,2018-06-01 16:00:00,14.3,22
None,2018-06-01 17:00:00,14.6,22
None,2018-06-01 18:00:00,15.0,22
None,2018-06-01 19:00:00,14.4,22
None,2018-06-01 20:00:00,14.2,22
None,2018-06-01 21:00:00,13.6,22
None,2018-06-01 22:00:00,12.3,22
None,2018-06-01 23:00:00,11.9,22
None,2018-06-02 00:00:00,11.6,22
None,2018-06-02 01:00:00,11.4,22
None,2018-06-02 02:00:00,11.3,22
None,2018-06-02 03:00:00,11.5,22
None,2018-06-02 04:00:00,11.2,22
None,2018-06-02 05:00:00,11.3,22
None,2018-06-02 06:00:00,11.4,22
None,2018-06-02 07:00:00,11.6,22
None,2018-06-02 08:00:00,12.0,22
None,2018-06-02 09:00:00,12.8,22
None,2018-06-02 10:00:00,13.4,22
None,2018-06-02 11:00:00,14.1,22
None,2018-06-02 12:00:00,16.0,22
None,2018-06-02 13:00:00,17.4,22
None,2018-06-02 14:00:00,18.3,22
None,2018-06-02 15:00:00,19.3,22
None,2018-06-02 16:00:00,19.9,22
None,2018-06-02 17:00:00,20.0,22
None,2018-06-02 18:00:00,20.4,22
None,2018-06-02 19:00:00,20.1,22
None,2018-06-02 20:00:00,19.0,22
None,2018-06-02 21:00:00,18.5,22
None,2018-06-02 22:00:00,17.1,22
None,2018-06-02 23:00:00,16.0,22
None,2018-06-03 00:00:00,15.0,22
None,2018-06-03 01:00:00,14.3,22
None,2018-06-03 02:00:00,13.9,22
None,2018-06-03 03:00:00,13.7,22
None,2018-06-03 04:00:00,13.8,22
None,2018-06-03 05:00:00,13.6,22
None,2018-06-03 06:00:00,13.4,22
None,2018-06-03 07:00:00,13.3,22
None,2018-06-03 08:00:00,13.4,22
None,2018-06-03 09:00:00,13.4,22
None,2018-06-03 10:00:00,13.4,22
None,2018-06-03 11:00:00,14.9,22
None,2018-06-03 12:00:00,14.7,22
None,2018-06-03 13:00:00,14.3,22
None,2018-06-03 14:00:00,13.2,22
