WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,15.1, None,54.2,2018-05-28 00:00:00,22
None,14.8, None,54.5,2018-05-28 01:00:00,22
None,14.9, None,53.7,2018-05-28 02:00:00,22
None,14.3, None,55.7,2018-05-28 03:00:00,22
None,13.6, None,59.2,2018-05-28 04:00:00,22
None,13.1, None,61.7,2018-05-28 05:00:00,22
None,12.1, None,65.9,2018-05-28 06:00:00,22
None,13.7, None,61.8,2018-05-28 07:00:00,22
None,14.4, None,60.2,2018-05-28 08:00:00,22
None,15.2, None,56.3,2018-05-28 09:00:00,22
None,16.8, None,50.5,2018-05-28 10:00:00,22
None,18.7, None,36.5,2018-05-28 11:00:00,22
None,19.7, None,30.0,2018-05-28 12:00:00,22
None,17.4, None,46.1,2018-05-28 13:00:00,22
None,18.5, None,41.5,2018-05-28 14:00:00,22
None,20.1, None,31.7,2018-05-28 15:00:00,22
None,19.8, None,34.1,2018-05-28 16:00:00,22
None,16.0, None,47.7,2018-05-28 17:00:00,22
None,11.2, None,61.5,2018-05-28 18:00:00,22
None,10.1, None,60.9,2018-05-28 19:00:00,22
None,9.0, None,66.3,2018-05-28 20:00:00,22
None,8.2, None,75.7,2018-05-28 21:00:00,22
None,7.7, None,82.6,2018-05-28 22:00:00,22
None,7.4, None,85.5,2018-05-28 23:00:00,22
None,6.4, None,89.4,2018-05-29 00:00:00,22
None,4.8, None,93.6,2018-05-29 01:00:00,22
None,4.2, None,94.9,2018-05-29 02:00:00,22
None,4.3, None,94.5,2018-05-29 03:00:00,22
None,4.6, None,92.7,2018-05-29 04:00:00,22
None,4.3, None,93.7,2018-05-29 05:00:00,22
None,4.2, None,94.2,2018-05-29 06:00:00,22
None,4.6, None,91.9,2018-05-29 07:00:00,22
None,5.7, None,84.4,2018-05-29 08:00:00,22
None,7.2, None,74.6,2018-05-29 09:00:00,22
None,8.9, None,62.8,2018-05-29 10:00:00,22
None,10.8, None,50.9,2018-05-29 11:00:00,22
None,12.4, None,46.7,2018-05-29 12:00:00,22
None,13.5, None,39.0,2018-05-29 13:00:00,22
None,15.0, None,27.1,2018-05-29 14:00:00,22
None,15.3, None,24.9,2018-05-29 15:00:00,22
None,16.0, None,25.6,2018-05-29 16:00:00,22
None,15.5, None,28.0,2018-05-29 17:00:00,22
None,14.3, None,31.6,2018-05-29 18:00:00,22
None,13.6, None,35.5,2018-05-29 19:00:00,22
None,12.5, None,39.3,2018-05-29 20:00:00,22
None,11.5, None,43.8,2018-05-29 21:00:00,22
None,11.1, None,46.3,2018-05-29 22:00:00,22
None,10.5, None,50.0,2018-05-29 23:00:00,22
None,9.4, None,55.4,2018-05-30 00:00:00,22
None,8.0, None,62.3,2018-05-30 01:00:00,22
None,7.8, None,63.5,2018-05-30 02:00:00,22
None,8.2, None,60.9,2018-05-30 03:00:00,22
None,8.3, None,57.8,2018-05-30 04:00:00,22
None,7.5, None,63.9,2018-05-30 05:00:00,22
None,5.9, None,79.5,2018-05-30 06:00:00,22
None,4.7, None,86.9,2018-05-30 07:00:00,22
None,4.2, None,92.7,2018-05-30 08:00:00,22
None,4.3, None,91.3,2018-05-30 09:00:00,22
None,4.5, None,89.3,2018-05-30 10:00:00,22
None,5.1, None,86.1,2018-05-30 11:00:00,22
None,5.7, None,82.5,2018-05-30 12:00:00,22
None,6.3, None,81.4,2018-05-30 13:00:00,22
None,7.7, None,75.6,2018-05-30 14:00:00,22
None,9.0, None,69.7,2018-05-30 15:00:00,22
