ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
,291.0, 4.0, None, None,2020-09-23 00:00:00,12.0, None, 0.0, None,39
,292.0, 5.0, None, None,2020-09-23 01:00:00,9.9, None, None, None,39
,293.0, 5.0, None, None,2020-09-23 02:00:00,9.3, None, None, None,39
,293.0, 5.0, None, None,2020-09-23 03:00:00,9.6, None, None, None,39
,294.0, 5.0, None, None,2020-09-23 04:00:00,8.4, None, None, None,39
,295.0, 5.0, None, None,2020-09-23 05:00:00,7.9, None, None, None,39
,295.0, 4.0, None, None,2020-09-23 06:00:00,8.2, None, 0.0, None,39
,294.0, 4.0, None, None,2020-09-23 07:00:00,9.1, None, 0.0, None,39
,295.0, 4.0, None, None,2020-09-23 08:00:00,7.3, None, 0.0, None,39
,296.0, 3.0, None, None,2020-09-23 09:00:00,6.7, None, 1.0, None,39
,296.0, 3.0, None, None,2020-09-23 10:00:00,7.2, None, 0.0, None,39
,296.0, 3.0, None, None,2020-09-23 11:00:00,7.4, None, 0.0, None,39
,296.0, 3.0, None, None,2020-09-23 12:00:00,7.2, None, 0.0, None,39
,296.0, 2.0, None, None,2020-09-23 13:00:00,7.8, None, 0.0, None,39
,296.0, 2.0, None, None,2020-09-23 16:00:00,6.7, None, 1.0, None,39
,296.0, 2.0, None, None,2020-09-23 17:00:00,7.1, None, 1.0, None,39
,295.0, 2.0, None, None,2020-09-23 18:00:00,7.8, None, 0.0, None,39
,296.0, 2.0, None, None,2020-09-23 19:00:00,6.3, None, 0.0, None,39
,297.0, 2.0, None, None,2020-09-23 20:00:00,5.5, None, 1.0, None,39
,299.0, 2.0, None, None,2020-09-23 21:00:00,5.0, None, 1.0, None,39
,300.0, 1.0, None, None,2020-09-23 22:00:00,5.3, None, 0.0, None,39
,301.0, 1.0, None, None,2020-09-23 23:00:00,5.1, None, 0.0, None,39
,302.0, 1.0, None, None,2020-09-24 00:00:00,5.6, None, 0.0, None,39
,302.0, 1.0, None, None,2020-09-24 01:00:00,6.1, None, 0.0, None,39
,303.0, 1.0, None, None,2020-09-24 02:00:00,6.4, None, 0.0, None,39
,305.0, 1.0, None, None,2020-09-24 03:00:00,5.8, None, 1.0, None,39
,308.0, 1.0, None, None,2020-09-24 04:00:00,5.5, None, 1.0, None,39
,310.0, 0.0, None, None,2020-09-24 05:00:00,5.3, None, 0.0, None,39
,310.0, 0.0, None, None,2020-09-24 06:00:00,5.4, None, 0.0, None,39
