wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,snw_dpth
223.0, 75.0, 4.1,0.2, 3.7,3.0, 7.9,7.7, 242.0, 0.0, 0.0,87.0,2020-09-23 00:00:00,39,
40.0, None, None,0.2, None,2.3, None,6.4, None, None, None,97.0,2020-09-23 01:00:00,39,
24.0, 87.0, 3.0,0.0, 5.7,3.6, 7.7,5.8, 223.0, 0.2, 0.2,98.0,2020-09-23 02:00:00,39,
75.0, 97.0, 2.3,0.0, 6.0,3.6, 6.4,6.3, 40.0, 0.2, 0.4,98.0,2020-09-23 03:00:00,39,
38.0, 98.0, 3.6,0.0, 5.5,3.0, 5.8,6.2, 24.0, 0.0, 0.4,98.0,2020-09-23 04:00:00,39,
125.0, 98.0, 3.6,0.0, 6.0,4.6, 6.3,7.1, 75.0, 0.0, 0.4,94.0,2020-09-23 05:00:00,39,
129.0, 98.0, 3.0,1.6, 5.9,4.5, 6.2,7.3, 38.0, 0.0, 0.4,96.0,2020-09-23 06:00:00,39,
100.0, 94.0, 4.6,0.6, 6.2,4.5, 7.1,7.5, 125.0, 0.0, 0.4,97.0,2020-09-23 07:00:00,39,
123.0, 96.0, 4.5,1.6, 6.7,5.9, 7.3,8.1, 129.0, 1.6, 2.0,98.0,2020-09-23 08:00:00,39,
124.0, 97.0, 4.5,0.0, 7.1,6.6, 7.5,8.7, 100.0, 0.6, 2.6,94.0,2020-09-23 09:00:00,39,
72.0, 98.0, 5.9,0.0, 7.8,6.2, 8.1,8.1, 123.0, 1.6, 4.2,96.0,2020-09-23 10:00:00,39,
97.0, 94.0, 6.6,0.6, 7.8,5.4, 8.7,8.0, 124.0, 0.0, 4.2,97.0,2020-09-23 11:00:00,39,
103.0, 96.0, 6.2,0.6, 7.5,4.4, 8.1,8.3, 72.0, 0.0, 4.2,96.0,2020-09-23 12:00:00,39,
106.0, 97.0, 5.4,0.4, 7.6,5.5, 8.0,8.3, 97.0, 0.6, 4.8,95.0,2020-09-23 13:00:00,39,
108.0, 96.0, 4.4,0.4, 7.7,5.1, 8.3,7.8, 103.0, 0.6, 5.4,99.0,2020-09-23 14:00:00,39,
144.0, 95.0, 5.5,3.4, 7.5,6.3, 8.3,7.3, 106.0, 0.4, 5.8,99.0,2020-09-23 15:00:00,39,
131.0, 99.0, 5.1,1.0, 7.7,7.5, 7.8,7.2, 108.0, 0.4, 6.2,99.0,2020-09-23 16:00:00,39,
