RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,time,stn_pres,week_of_year
None, None, None, None,9.47,289.7, None, None, None, None, None, None, None, None, None, None, None,6.732, None, None, None, None,16.41, None, None, None, None, None,2018-07-02 09:00:00, None,27
None, None, None, None,5.889,282.6, None, None, None, None, None, None, None, None, None, None, None,7.59, None, None, None, None,23.2, None, None, None, None, None,2018-07-02 10:00:00, None,27
None, None, None, None,4.634,276.0, None, None, None, None, None, None, None, None, None, None, None,8.87, None, None, None, None,28.21, None, None, None, None, None,2018-07-02 11:00:00, None,27
None, None, None, None,6.115,276.9, None, None, None, None, None, None, None, None, None, None, None,9.34, None, None, None, None,28.89, None, None, None, None, None,2018-07-02 12:00:00, None,27
None, None, None, None,6.48,286.2, None, None, None, None, None, None, None, None, None, None, None,10.27, None, None, None, None,26.04, None, None, None, None, None,2018-07-02 13:00:00, None,27
None, None, None, None,4.528,304.6, None, None, None, None, None, None, None, None, None, None, None,11.72, None, None, None, None,33.13, None, None, None, None, None,2018-07-02 14:00:00, None,27
None, None, None, None,4.99,311.5, None, None, None, None, None, None, None, None, None, None, None,11.3, None, None, None, None,37.88, None, None, None, None, None,2018-07-02 15:00:00, None,27
None, None, None, None,8.37,313.0, None, None, None, None, None, None, None, None, None, None, None,10.74, None, None, None, None,28.75, None, None, None, None, None,2018-07-02 16:00:00, None,27
None, None, None, None,11.58,317.3, None, None, None, None, None, None, None, None, None, None, None,9.14, None, None, None, None,19.93, None, None, None, None, None,2018-07-02 20:00:00, None,27
None, None, None, None,13.53,316.3, None, None, None, None, None, None, None, None, None, None, None,8.6, None, None, None, None,16.9, None, None, None, None, None,2018-07-02 21:00:00, None,27
None, None, None, None,13.08,316.3, None, None, None, None, None, None, None, None, None, None, None,8.46, None, None, None, None,13.53, None, None, None, None, None,2018-07-02 22:00:00, None,27
None, None, None, None,10.21,297.0, None, None, None, None, None, None, None, None, None, None, None,8.17, None, None, None, None,17.93, None, None, None, None, None,2018-07-02 23:00:00, None,27
None, None, None, None,11.83,309.6, None, None, None, None, None, None, None, None, None, None, None,7.96, None, None, None, None,14.02, None, None, None, None, None,2018-07-03 00:00:00, None,27
None, None, None, None,13.55,320.4, None, None, None, None, None, None, None, None, None, None, None,7.66, None, None, None, None,12.06, None, None, None, None, None,2018-07-03 01:00:00, None,27
None, None, None, None,12.72,315.9, None, None, None, None, None, None, None, None, None, None, None,7.84, None, None, None, None,11.26, None, None, None, None, None,2018-07-03 02:00:00, None,27
None, None, None, None,11.16,311.2, None, None, None, None, None, None, None, None, None, None, None,7.45, None, None, None, None,10.85, None, None, None, None, None,2018-07-03 03:00:00, None,27
None, None, None, None,8.68,304.1, None, None, None, None, None, None, None, None, None, None, None,7.31, None, None, None, None,8.35, None, None, None, None, None,2018-07-03 04:00:00, None,27
None, None, None, None,7.21,311.5, None, None, None, None, None, None, None, None, None, None, None,7.5, None, None, None, None,10.58, None, None, None, None, None,2018-07-03 05:00:00, None,27
None, None, None, None,1.86,195.0, None, None, None, None, None, None, None, None, None, None, None,7.36, None, None, None, None,48.66, None, None, None, None, None,2018-07-03 06:00:00, None,27
None, None, None, None,4.332,129.5, None, None, None, None, None, None, None, None, None, None, None,7.68, None, None, None, None,24.65, None, None, None, None, None,2018-07-03 07:00:00, None,27
None, None, None, None,4.225,134.3, None, None, None, None, None, None, None, None, None, None, None,9.43, None, None, None, None,21.23, None, None, None, None, None,2018-07-03 08:00:00, None,27
None, None, None, None,3.355,81.5, None, None, None, None, None, None, None, None, None, None, None,10.36, None, None, None, None,40.33, None, None, None, None, None,2018-07-03 09:00:00, None,27
None, None, None, None,6.209,87.0, None, None, None, None, None, None, None, None, None, None, None,13.49, None, None, None, None,33.5, None, None, None, None, None,2018-07-03 10:00:00, None,27
None, None, None, None,3.776,102.3, None, None, None, None, None, None, None, None, None, None, None,14.8, None, None, None, None,44.12, None, None, None, None, None,2018-07-03 11:00:00, None,27
None, None, None, None,3.996,70.2, None, None, None, None, None, None, None, None, None, None, None,16.55, None, None, None, None,39.79, None, None, None, None, None,2018-07-03 12:00:00, None,27
None, None, None, None,1.644,70.2, None, None, None, None, None, None, None, None, None, None, None,18.14, None, None, None, None,60.75, None, None, None, None, None,2018-07-03 13:00:00, None,27
None, None, None, None,1.844,186.3, None, None, None, None, None, None, None, None, None, None, None,17.27, None, None, None, None,57.02, None, None, None, None, None,2018-07-03 14:00:00, None,27
None, None, None, None,8.64,156.1, None, None, None, None, None, None, None, None, None, None, None,19.03, None, None, None, None,26.89, None, None, None, None, None,2018-07-03 15:00:00, None,27
None, None, None, None,1.211,235.4, None, None, None, None, None, None, None, None, None, None, None,21.18, None, None, None, None,64.32, None, None, None, None, None,2018-07-03 16:00:00, None,27
None, None, None, None,4.396,191.9, None, None, None, None, None, None, None, None, None, None, None,20.84, None, None, None, None,30.53, None, None, None, None, None,2018-07-03 17:00:00, None,27
None, None, None, None,14.95,163.9, None, None, None, None, None, None, None, None, None, None, None,15.38, None, None, None, None,17.55, None, None, None, None, None,2018-07-03 18:00:00, None,27
None, None, None, None,22.02,148.1, None, None, None, None, None, None, None, None, None, None, None,17.22, None, None, None, None,9.8, None, None, None, None, None,2018-07-03 19:00:00, None,27
None, None, None, None,9.85,85.8, None, None, None, None, None, None, None, None, None, None, None,14.16, None, None, None, None,46.84, None, None, None, None, None,2018-07-03 20:00:00, None,27
None, None, None, None,5.689,54.65, None, None, None, None, None, None, None, None, None, None, None,14.04, None, None, None, None,48.14, None, None, None, None, None,2018-07-03 21:00:00, None,27
None, None, None, None,5.984,90.1, None, None, None, None, None, None, None, None, None, None, None,14.49, None, None, None, None,40.34, None, None, None, None, None,2018-07-03 22:00:00, None,27
None, None, None, None,7.02,58.54, None, None, None, None, None, None, None, None, None, None, None,13.35, None, None, None, None,36.45, None, None, None, None, None,2018-07-03 23:00:00, None,27
None, None, None, None,9.39,110.0, None, None, None, None, None, None, None, None, None, None, None,13.98, None, None, None, None,43.79, None, None, None, None, None,2018-07-04 00:00:00, None,27
