CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 0.354, 98.2, None, None, None, None, 14.08, None, 0.449, 219.7, None, None, None, None, None, None, None, None, None,2018-07-02 09:00:00, None, None,27
None, 0.711, 98.1, None, None, None, None, 7.138, None, 0.0, 222.7, None, None, None, None, None, None, None, None, None,2018-07-02 10:00:00, None, None,27
None, 0.86, 97.8, None, None, None, None, 9.96, None, 0.274, 231.3, None, None, None, None, None, None, None, None, None,2018-07-02 11:00:00, None, None,27
None, 2.657, 93.7, None, None, None, None, 17.3, None, 0.933, 235.7, None, None, None, None, None, None, None, None, None,2018-07-02 12:00:00, None, None,27
None, 4.432, 89.7, None, None, None, None, 17.72, None, 1.452, 236.2, None, None, None, None, None, None, None, None, None,2018-07-02 13:00:00, None, None,27
None, 3.741, 92.7, None, None, None, None, 19.52, None, 1.486, 239.2, None, None, None, None, None, None, None, None, None,2018-07-02 14:00:00, None, None,27
None, 5.042, 93.9, None, None, None, None, 17.36, None, 2.262, 229.9, None, None, None, None, None, None, None, None, None,2018-07-02 15:00:00, None, None,27
None, 4.843, 95.3, None, None, None, None, 16.89, None, 2.504, 229.6, None, None, None, None, None, None, None, None, None,2018-07-02 16:00:00, None, None,27
None, 2.902, 96.9, None, None, None, None, 14.8, None, 1.706, 235.7, None, None, None, None, None, None, None, None, None,2018-07-02 20:00:00, None, None,27
None, 2.867, 97.1, None, None, None, None, 8.66, None, 1.267, 237.9, None, None, None, None, None, None, None, None, None,2018-07-02 21:00:00, None, None,27
None, 2.866, 97.2, None, None, None, None, 6.723, None, 0.924, 235.3, None, None, None, None, None, None, None, None, None,2018-07-02 22:00:00, None, None,27
None, 3.058, 97.2, None, None, None, None, 11.92, None, 0.929, 233.2, None, None, None, None, None, None, None, None, None,2018-07-02 23:00:00, None, None,27
None, 3.096, 97.2, None, None, None, None, 26.75, None, 1.889, 233.2, None, None, None, None, None, None, None, None, None,2018-07-03 00:00:00, None, None,27
None, 3.061, 97.3, None, None, None, None, 21.34, None, 1.253, 231.9, None, None, None, None, None, None, None, None, None,2018-07-03 01:00:00, None, None,27
None, 3.086, 97.3, None, None, None, None, 10.3, None, 1.164, 220.7, None, None, None, None, None, None, None, None, None,2018-07-03 02:00:00, None, None,27
None, 3.158, 97.3, None, None, None, None, 11.98, None, 1.451, 221.8, None, None, None, None, None, None, None, None, None,2018-07-03 03:00:00, None, None,27
None, 3.061, 97.4, None, None, None, None, 7.426, None, 1.151, 225.7, None, None, None, None, None, None, None, None, None,2018-07-03 04:00:00, None, None,27
None, 2.908, 97.4, None, None, None, None, 12.91, None, 1.129, 227.9, None, None, None, None, None, None, None, None, None,2018-07-03 05:00:00, None, None,27
None, 2.964, 97.4, None, None, None, None, 10.53, None, 1.41, 222.4, None, None, None, None, None, None, None, None, None,2018-07-03 06:00:00, None, None,27
None, 3.206, 97.3, None, None, None, None, 8.03, None, 1.295, 226.3, None, None, None, None, None, None, None, None, None,2018-07-03 07:00:00, None, None,27
None, 3.981, 97.3, None, None, None, None, 14.76, None, 1.359, 235.8, None, None, None, None, None, None, None, None, None,2018-07-03 08:00:00, None, None,27
None, 5.033, 97.2, None, None, None, None, 16.8, None, 0.852, 236.0, None, None, None, None, None, None, None, None, None,2018-07-03 09:00:00, None, None,27
None, 5.343, 97.1, None, None, None, None, 19.56, None, 1.721, 235.1, None, None, None, None, None, None, None, None, None,2018-07-03 10:00:00, None, None,27
None, 7.191, 95.7, None, None, None, None, 27.32, None, 2.018, 245.4, None, None, None, None, None, None, None, None, None,2018-07-03 11:00:00, None, None,27
None, 6.956, 93.9, None, None, None, None, 28.51, None, 2.212, 236.7, None, None, None, None, None, None, None, None, None,2018-07-03 12:00:00, None, None,27
None, 8.53, 90.0, None, None, None, None, 26.44, None, 2.561, 236.3, None, None, None, None, None, None, None, None, None,2018-07-03 13:00:00, None, None,27
None, 8.08, 90.5, None, None, None, None, 21.16, None, 2.66, 229.6, None, None, None, None, None, None, None, None, None,2018-07-03 14:00:00, None, None,27
None, 8.9, 86.8, None, None, None, None, 48.05, None, 2.145, 260.6, None, None, None, None, None, None, None, None, None,2018-07-03 15:00:00, None, None,27
None, 8.06, 88.0, None, None, None, None, 30.95, None, 2.425, 229.9, None, None, None, None, None, None, None, None, None,2018-07-03 16:00:00, None, None,27
None, 10.92, 65.03, None, None, None, None, 72.06, None, 2.284, 247.5, None, None, None, None, None, None, None, None, None,2018-07-03 17:00:00, None, None,27
None, 10.92, 77.25, None, None, None, None, 45.5, None, 1.618, 237.7, None, None, None, None, None, None, None, None, None,2018-07-03 18:00:00, None, None,27
None, 10.67, 77.05, None, None, None, None, 36.71, None, 1.734, 233.4, None, None, None, None, None, None, None, None, None,2018-07-03 19:00:00, None, None,27
None, 9.54, 81.5, None, None, None, None, 60.26, None, 1.037, 234.2, None, None, None, None, None, None, None, None, None,2018-07-03 20:00:00, None, None,27
None, 6.516, 89.3, None, None, None, None, 54.97, None, 3.733, 27.79, None, None, None, None, None, None, None, None, None,2018-07-03 21:00:00, None, None,27
None, 7.327, 81.9, None, None, None, None, 39.52, None, 4.109, 35.85, None, None, None, None, None, None, None, None, None,2018-07-03 22:00:00, None, None,27
None, 7.807, 82.7, None, None, None, None, 39.5, None, 2.535, 281.0, None, None, None, None, None, None, None, None, None,2018-07-03 23:00:00, None, None,27
None, 7.812, 78.98, None, None, None, None, 33.89, None, 2.38, 56.62, None, None, None, None, None, None, None, None, None,2018-07-04 00:00:00, None, None,27
None, 7.589, 77.49, None, None, None, None, 22.64, None, 2.141, 64.25, None, None, None, None, None, None, None, None, None,2018-07-04 01:00:00, None, None,27
