CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
11.69,61.33, None, None, 54.14, 0.336, 358.5, None, None, None, None, None, None, 4.0,826.0, None, None,2018-07-02 09:00:00, None,27
11.95,56.73, None, None, 64.22, 2.128, 352.8, None, None, None, None, None, None, 4.0,828.0, None, None,2018-07-02 10:00:00, None,27
13.09,49.33, None, None, 49.23, 2.731, 55.73, None, None, None, None, None, None, 3.0,825.0, None, None,2018-07-02 11:00:00, None,27
13.02,60.46, None, None, 45.36, 5.92, 236.6, None, None, None, None, None, None, 6.0,826.0, None, None,2018-07-02 12:00:00, None,27
13.47,52.45, None, None, 31.74, 7.466, 239.8, None, None, None, None, None, None, 3.0,828.0, None, None,2018-07-02 13:00:00, None,27
11.79,61.83, None, None, 23.2, 11.2, 234.9, None, None, None, None, None, None, 5.0,832.0, None, None,2018-07-02 14:00:00, None,27
13.6,50.46, None, None, 28.84, 9.27, 236.0, None, None, None, None, None, None, 3.0,830.0, None, None,2018-07-02 15:00:00, None,27
12.11,64.59, None, None, 33.72, 8.29, 237.8, None, None, None, None, None, None, 5.0,831.0, None, None,2018-07-02 16:00:00, None,27
10.38,66.17, None, None, 49.04, 3.569, 199.8, None, None, None, None, None, None, 4.0,830.0, None, None,2018-07-02 20:00:00, None,27
9.42,74.16, None, None, 47.68, 2.14, 181.6, None, None, None, None, None, None, 5.0,828.0, None, None,2018-07-02 21:00:00, None,27
8.78,79.4, None, None, 36.31, 1.703, 122.0, None, None, None, None, None, None, 6.0,833.0, None, None,2018-07-02 22:00:00, None,27
8.16,88.3, None, None, 30.31, 0.644, 101.3, None, None, None, None, None, None, 6.0,835.0, None, None,2018-07-02 23:00:00, None,27
7.697,89.9, None, None, 16.04, 1.103, 103.3, None, None, None, None, None, None, 6.0,834.0, None, None,2018-07-03 00:00:00, None,27
7.375,90.1, None, None, 16.92, 0.637, 97.8, None, None, None, None, None, None, 6.0,832.0, None, None,2018-07-03 01:00:00, None,27
7.133,90.2, None, None, 10.44, 0.891, 95.9, None, None, None, None, None, None, 6.0,829.0, None, None,2018-07-03 02:00:00, None,27
6.988,89.9, None, None, 11.71, 0.286, 93.8, None, None, None, None, None, None, 5.0,832.0, None, None,2018-07-03 03:00:00, None,27
6.795,90.4, None, None, 10.52, 0.553, 87.2, None, None, None, None, None, None, 5.0,833.0, None, None,2018-07-03 04:00:00, None,27
6.846,90.4, None, None, 47.1, 0.606, 119.6, None, None, None, None, None, None, 5.0,831.0, None, None,2018-07-03 05:00:00, None,27
7.115,91.3, None, None, 15.37, 0.439, 82.7, None, None, None, None, None, None, 6.0,831.0, None, None,2018-07-03 06:00:00, None,27
8.46,87.7, None, None, 62.14, 0.315, 117.5, None, None, None, None, None, None, 7.0,827.0, None, None,2018-07-03 07:00:00, None,27
9.18,81.7, None, None, 70.19, 0.186, 59.08, None, None, None, None, None, None, 6.0,830.0, None, None,2018-07-03 08:00:00, None,27
9.83,80.6, None, None, 66.64, 0.113, 63.96, None, None, None, None, None, None, 7.0,833.0, None, None,2018-07-03 09:00:00, None,27
11.3,67.62, None, None, 35.73, 0.202, 4.261, None, None, None, None, None, None, 6.0,830.0, None, None,2018-07-03 10:00:00, None,27
12.55,64.29, None, None, 69.65, 1.633, 298.3, None, None, None, None, None, None, 6.0,831.0, None, None,2018-07-03 11:00:00, None,27
13.81,60.22, None, None, 41.33, 4.145, 242.2, None, None, None, None, None, None, 6.0,828.0, None, None,2018-07-03 12:00:00, None,27
13.0,63.95, None, None, 51.31, 0.947, 299.1, None, None, None, None, None, None, 7.0,829.0, None, None,2018-07-03 13:00:00, None,27
12.21,75.83, None, None, 55.62, 0.557, 70.79, None, None, None, None, None, None, 8.0,831.0, None, None,2018-07-03 14:00:00, None,27
12.5,69.33, None, None, 23.43, 0.024, 327.4, None, None, None, None, None, None, 7.0,833.0, None, None,2018-07-03 15:00:00, None,27
