ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None,438.0, 583.0, None, None,2019-01-15 00:00:00,5.1, None, 186.0, None,3
None,437.0, 583.0, None, None,2019-01-15 01:00:00,4.8, None, 186.0, None,3
None,437.0, 582.0, None, None,2019-01-15 02:00:00,4.3, None, 187.0, None,3
None,437.0, 582.0, None, None,2019-01-15 03:00:00,5.0, None, 185.0, None,3
None,437.0, 582.0, None, None,2019-01-15 04:00:00,4.1, None, 186.0, None,3
None,437.0, 581.0, None, None,2019-01-15 05:00:00,3.8, None, 186.0, None,3
None,437.0, 581.0, None, None,2019-01-15 06:00:00,3.7, None, 186.0, None,3
None,437.0, 581.0, None, None,2019-01-15 07:00:00,2.6, None, 186.0, None,3
None,437.0, 581.0, None, None,2019-01-15 08:00:00,1.9, None, 185.0, None,3
None,437.0, 580.0, None, None,2019-01-15 09:00:00,3.1, None, 186.0, None,3
None,436.0, 580.0, None, None,2019-01-15 10:00:00,3.5, None, 186.0, None,3
None,436.0, 580.0, None, None,2019-01-15 11:00:00,1.3, None, 185.0, None,3
None,436.0, 580.0, None, None,2019-01-15 12:00:00,1.5, None, 185.0, None,3
None,436.0, 580.0, None, None,2019-01-15 13:00:00,0.5, None, 184.0, None,3
None,436.0, 579.0, None, None,2019-01-15 14:00:00,2.1, None, 186.0, None,3
None,436.0, 579.0, None, None,2019-01-15 15:00:00,1.2, None, 186.0, None,3
None,436.0, 579.0, None, None,2019-01-15 16:00:00,0.8, None, 186.0, None,3
None,436.0, 579.0, None, None,2019-01-15 17:00:00,0.5, None, 187.0, None,3
None,436.0, 579.0, None, None,2019-01-15 18:00:00,1.6, None, 185.0, None,3
None,436.0, 580.0, None, None,2019-01-15 19:00:00,6.0, None, 182.0, None,3
None,436.0, 582.0, None, None,2019-01-15 20:00:00,6.6, None, 182.0, None,3
None,437.0, 582.0, None, None,2019-01-15 21:00:00,7.9, None, 183.0, None,3
None,437.0, 582.0, None, None,2019-01-15 22:00:00,7.8, None, 182.0, None,3
None,437.0, 582.0, None, None,2019-01-15 23:00:00,2.5, None, 185.0, None,3
None,436.0, 582.0, None, None,2019-01-16 00:00:00,1.8, None, 186.0, None,3
None,436.0, 581.0, None, None,2019-01-16 01:00:00,1.2, None, 186.0, None,3
None,436.0, 580.0, None, None,2019-01-16 02:00:00,0.9, None, 185.0, None,3
None,436.0, 580.0, None, None,2019-01-16 03:00:00,1.2, None, 185.0, None,3
None,435.0, 579.0, None, None,2019-01-16 04:00:00,0.8, None, 186.0, None,3
None,436.0, 579.0, None, None,2019-01-16 05:00:00,0.9, None, 185.0, None,3
None,435.0, 579.0, None, None,2019-01-16 06:00:00,0.4, None, 186.0, None,3
None,435.0, 580.0, None, None,2019-01-16 07:00:00,0.1, None, 185.0, None,3
None,435.0, 579.0, None, None,2019-01-16 08:00:00,0.7, None, 186.0, None,3
None,435.0, 580.0, None, None,2019-01-16 09:00:00,0.9, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 10:00:00,0.0, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 11:00:00,-0.8, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 12:00:00,-0.5, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 13:00:00,-0.2, None, 186.0, None,3
None,435.0, 581.0, None, None,2019-01-16 14:00:00,-0.5, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 15:00:00,-0.7, None, 185.0, None,3
None,435.0, 580.0, None, None,2019-01-16 16:00:00,-1.0, None, 185.0, None,3
None,434.0, 580.0, None, None,2019-01-16 17:00:00,-0.3, None, 185.0, None,3
None,435.0, 581.0, None, None,2019-01-16 18:00:00,1.9, None, 185.0, None,3
None,435.0, 582.0, None, None,2019-01-16 19:00:00,4.5, None, 183.0, None,3
None,435.0, 584.0, None, None,2019-01-16 20:00:00,5.9, None, 184.0, None,3
None,435.0, 585.0, None, None,2019-01-16 21:00:00,6.0, None, 184.0, None,3
None,435.0, 586.0, None, None,2019-01-16 22:00:00,6.4, None, 184.0, None,3
None,435.0, 586.0, None, None,2019-01-16 23:00:00,5.6, None, 184.0, None,3
None,435.0, 586.0, None, None,2019-01-17 00:00:00,3.7, None, 184.0, None,3
None,435.0, 585.0, None, None,2019-01-17 01:00:00,4.5, None, 185.0, None,3
None,435.0, 585.0, None, None,2019-01-17 02:00:00,3.9, None, 184.0, None,3
None,435.0, 584.0, None, None,2019-01-17 03:00:00,4.4, None, 185.0, None,3
None,435.0, 584.0, None, None,2019-01-17 04:00:00,4.4, None, 185.0, None,3
None,435.0, 584.0, None, None,2019-01-17 05:00:00,3.2, None, 186.0, None,3
None,435.0, 584.0, None, None,2019-01-17 06:00:00,3.7, None, 184.0, None,3
None,434.0, 584.0, None, None,2019-01-17 07:00:00,2.5, None, 185.0, None,3
None,435.0, 584.0, None, None,2019-01-17 08:00:00,3.5, None, 185.0, None,3
None,434.0, 584.0, None, None,2019-01-17 09:00:00,3.6, None, 185.0, None,3
None,434.0, 585.0, None, None,2019-01-17 10:00:00,3.4, None, 185.0, None,3
None,434.0, 586.0, None, None,2019-01-17 11:00:00,3.7, None, 185.0, None,3
None,434.0, 587.0, None, None,2019-01-17 12:00:00,3.9, None, 184.0, None,3
None,434.0, 587.0, None, None,2019-01-17 13:00:00,3.5, None, 185.0, None,3
None,435.0, 587.0, None, None,2019-01-17 14:00:00,0.6, None, 184.0, None,3
None,435.0, 587.0, None, None,2019-01-17 15:00:00,0.8, None, 186.0, None,3
None,436.0, 588.0, None, None,2019-01-17 16:00:00,0.8, None, 187.0, None,3
None,435.0, 588.0, None, None,2019-01-17 17:00:00,1.8, None, 187.0, None,3
None,436.0, 588.0, None, None,2019-01-17 18:00:00,2.7, None, 186.0, None,3
None,435.0, 589.0, None, None,2019-01-17 19:00:00,3.2, None, 186.0, None,3
None,436.0, 589.0, None, None,2019-01-17 20:00:00,3.8, None, 185.0, None,3
None,436.0, 591.0, None, None,2019-01-17 21:00:00,2.9, None, 184.0, None,3
None,438.0, 592.0, None, None,2019-01-17 22:00:00,2.7, None, 184.0, None,3
None,438.0, 592.0, None, None,2019-01-17 23:00:00,3.0, None, 185.0, None,3
None,440.0, 592.0, None, None,2019-01-18 00:00:00,2.1, None, 185.0, None,3
None,446.0, 595.0, None, None,2019-01-18 02:00:00,1.5, None, 185.0, None,3
None,448.0, 596.0, None, None,2019-01-18 03:00:00,1.2, None, 185.0, None,3
None,451.0, 597.0, None, None,2019-01-18 04:00:00,1.7, None, 186.0, None,3
None,456.0, 599.0, None, None,2019-01-18 05:00:00,0.7, None, 185.0, None,3
None,462.0, 602.0, None, None,2019-01-18 06:00:00,0.5, None, 185.0, None,3
None,467.0, 606.0, None, None,2019-01-18 07:00:00,0.3, None, 186.0, None,3
None,471.0, 610.0, None, None,2019-01-18 08:00:00,0.4, None, 189.0, None,3
None,476.0, 613.0, None, None,2019-01-18 09:00:00,0.9, None, 190.0, None,3
None,481.0, 616.0, None, None,2019-01-18 10:00:00,0.7, None, 189.0, None,3
None,487.0, 619.0, None, None,2019-01-18 11:00:00,1.4, None, 190.0, None,3
None,493.0, 623.0, None, None,2019-01-18 12:00:00,1.0, None, 190.0, None,3
None,498.0, 626.0, None, None,2019-01-18 13:00:00,1.3, None, 190.0, None,3
None,504.0, 630.0, None, None,2019-01-18 14:00:00,1.3, None, 192.0, None,3
None,508.0, 632.0, None, None,2019-01-18 15:00:00,1.2, None, 192.0, None,3
None,512.0, 635.0, None, None,2019-01-18 16:00:00,0.8, None, 195.0, None,3
None,516.0, 636.0, None, None,2019-01-18 17:00:00,1.2, None, 194.0, None,3
None,518.0, 637.0, None, None,2019-01-18 18:00:00,1.4, None, 194.0, None,3
None,521.0, 639.0, None, None,2019-01-18 19:00:00,1.2, None, 195.0, None,3
None,523.0, 640.0, None, None,2019-01-18 20:00:00,1.2, None, 196.0, None,3
None,526.0, 641.0, None, None,2019-01-18 21:00:00,1.4, None, 196.0, None,3
None,527.0, 642.0, None, None,2019-01-18 22:00:00,1.1, None, 197.0, None,3
None,528.0, 642.0, None, None,2019-01-18 23:00:00,1.6, None, 196.0, None,3
None,529.0, 642.0, None, None,2019-01-19 00:00:00,1.5, None, 196.0, None,3
None,530.0, 642.0, None, None,2019-01-19 01:00:00,0.7, None, 196.0, None,3
None,530.0, 641.0, None, None,2019-01-19 02:00:00,0.6, None, 196.0, None,3
None,530.0, 641.0, None, None,2019-01-19 03:00:00,0.6, None, 196.0, None,3
None,531.0, 641.0, None, None,2019-01-19 04:00:00,0.2, None, 196.0, None,3
None,532.0, 641.0, None, None,2019-01-19 05:00:00,0.5, None, 197.0, None,3
None,533.0, 641.0, None, None,2019-01-19 06:00:00,0.2, None, 198.0, None,3
None,535.0, 643.0, None, None,2019-01-19 07:00:00,0.2, None, 200.0, None,3
None,538.0, 643.0, None, None,2019-01-19 08:00:00,1.1, None, 199.0, None,3
None,542.0, 645.0, None, None,2019-01-19 09:00:00,2.3, None, 199.0, None,3
None,549.0, 647.0, None, None,2019-01-19 10:00:00,2.6, None, 198.0, None,3
None,555.0, 648.0, None, None,2019-01-19 11:00:00,3.1, None, 200.0, None,3
None,557.0, 648.0, None, None,2019-01-19 12:00:00,2.5, None, 199.0, None,3
None,559.0, 649.0, None, None,2019-01-19 13:00:00,1.8, None, 197.0, None,3
None,559.0, 648.0, None, None,2019-01-19 14:00:00,1.9, None, 198.0, None,3
None,559.0, 648.0, None, None,2019-01-19 15:00:00,1.7, None, 198.0, None,3
None,559.0, 647.0, None, None,2019-01-19 16:00:00,1.6, None, 198.0, None,3
None,559.0, 647.0, None, None,2019-01-19 17:00:00,1.6, None, 198.0, None,3
None,560.0, 647.0, None, None,2019-01-19 18:00:00,1.2, None, 197.0, None,3
None,562.0, 647.0, None, None,2019-01-19 19:00:00,0.7, None, 197.0, None,3
None,564.0, 647.0, None, None,2019-01-19 20:00:00,0.8, None, 198.0, None,3
None,564.0, 647.0, None, None,2019-01-19 21:00:00,0.5, None, 200.0, None,3
None,568.0, 647.0, None, None,2019-01-19 22:00:00,0.4, None, 199.0, None,3
None,568.0, 647.0, None, None,2019-01-19 23:00:00,0.9, None, 200.0, None,3
None,569.0, 647.0, None, None,2019-01-20 00:00:00,0.2, None, 201.0, None,3
None,572.0, 648.0, None, None,2019-01-20 01:00:00,-0.1, None, 203.0, None,3
None,573.0, 649.0, None, None,2019-01-20 02:00:00,-0.2, None, 203.0, None,3
None,573.0, 648.0, None, None,2019-01-20 03:00:00,-0.3, None, 204.0, None,3
None,573.0, 648.0, None, None,2019-01-20 04:00:00,-0.5, None, 204.0, None,3
None,574.0, 648.0, None, None,2019-01-20 05:00:00,-0.4, None, 204.0, None,3
None,574.0, 648.0, None, None,2019-01-20 06:00:00,-0.9, None, 205.0, None,3
None,574.0, 647.0, None, None,2019-01-20 07:00:00,-0.9, None, 205.0, None,3
None,574.0, 647.0, None, None,2019-01-20 08:00:00,-1.8, None, 205.0, None,3
None,574.0, 647.0, None, None,2019-01-20 09:00:00,-2.3, None, 204.0, None,3
None,574.0, 646.0, None, None,2019-01-20 10:00:00,-2.5, None, 205.0, None,3
None,574.0, 646.0, None, None,2019-01-20 11:00:00,-3.4, None, 204.0, None,3
None,574.0, 645.0, None, None,2019-01-20 12:00:00,-3.8, None, 204.0, None,3
None,574.0, 644.0, None, None,2019-01-20 13:00:00,-3.6, None, 203.0, None,3
None,574.0, 644.0, None, None,2019-01-20 14:00:00,-4.2, None, 205.0, None,3
None,574.0, 643.0, None, None,2019-01-20 15:00:00,-3.8, None, 205.0, None,3
None,574.0, 643.0, None, None,2019-01-20 16:00:00,-2.9, None, 205.0, None,3
