CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, None, None, None, None, None,14.08, None, 5.837,354.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 00:00:00, None, None,26
None, None, None, None, None, None, None,33.24, None, 4.609,17.81, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 01:00:00, None, None,26
None, None, None, None, None, None, None,20.08, None, 3.753,56.08, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 02:00:00, None, None,26
None, None, None, None, None, None, None,22.51, None, 3.192,76.77, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 03:00:00, None, None,26
None, None, None, None, None, None, None,22.78, None, 4.274,103.0, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 04:00:00, None, None,26
None, None, None, None, None, None, None,16.53, None, 8.16,178.3, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 05:00:00, None, None,26
None, None, None, None, None, None, None,5.316, None, 9.84,203.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 06:00:00, None, None,26
None, None, None, None, None, None, None,8.02, None, 9.66,222.2, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 07:00:00, None, None,26
None, None, None, None, None, None, None,10.29, None, 13.54,213.5, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 08:00:00, None, None,26
None, None, None, None, None, None, None,10.11, None, 18.42,223.1, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 09:00:00, None, None,26
None, None, None, None, None, None, None,20.99, None, 19.99,242.4, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 10:00:00, None, None,26
None, None, None, None, None, None, None,15.36, None, 17.03,264.9, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 11:00:00, None, None,26
None, None, None, None, None, None, None,21.71, None, 17.15,257.7, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 12:00:00, None, None,26
None, None, None, None, None, None, None,53.37, None, 8.42,264.6, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-06-25 13:00:00, None, None,26
