ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.8,0.8,0.0,0.0,2018-09-17,5.0,4.0,38
0.0,0.0,-1.5,0.0,2018-09-18,0.0,4.0,38
0.0,0.0,-5.0,0.0,2018-09-19,0.0,6.0,38
3.0,0.0,-3.5,3.0,2018-09-20,0.0,5.0,38
16.6,16.6,0.0,0.0,2018-09-21,5.0,4.0,38
7.0,7.0,0.0,0.0,2018-09-22,0.0,5.0,38
5.2,5.2,0.0,0.0,2018-09-23,0.0,5.0,38
