CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
1.104, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 00:00:00, None, None, None,42
0.944, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 01:00:00, None, None, None,42
0.699, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 02:00:00, None, None, None,42
0.736, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 03:00:00, None, None, None,42
1.161, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 04:00:00, None, None, None,42
0.935, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 05:00:00, None, None, None,42
0.444, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 06:00:00, None, None, None,42
-0.327, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 07:00:00, None, None, None,42
-0.967, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 08:00:00, None, None, None,42
-0.494, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 09:00:00, None, None, None,42
0.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 10:00:00, None, None, None,42
1.727, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 11:00:00, None, None, None,42
4.585, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 12:00:00, None, None, None,42
7.25, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 13:00:00, None, None, None,42
8.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 14:00:00, None, None, None,42
10.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 15:00:00, None, None, None,42
10.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 16:00:00, None, None, None,42
9.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 17:00:00, None, None, None,42
8.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 18:00:00, None, None, None,42
5.493, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 19:00:00, None, None, None,42
5.048, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 20:00:00, None, None, None,42
5.273, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 21:00:00, None, None, None,42
4.523, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 22:00:00, None, None, None,42
3.664, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-15 23:00:00, None, None, None,42
3.239, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 00:00:00, None, None, None,42
3.134, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 01:00:00, None, None, None,42
3.314, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 02:00:00, None, None, None,42
3.276, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 03:00:00, None, None, None,42
2.643, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 04:00:00, None, None, None,42
2.388, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 05:00:00, None, None, None,42
1.764, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 06:00:00, None, None, None,42
1.548, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 07:00:00, None, None, None,42
1.425, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 08:00:00, None, None, None,42
1.349, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 09:00:00, None, None, None,42
2.529, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 10:00:00, None, None, None,42
3.608, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 11:00:00, None, None, None,42
6.358, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 12:00:00, None, None, None,42
7.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 13:00:00, None, None, None,42
9.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 14:00:00, None, None, None,42
12.79, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 15:00:00, None, None, None,42
13.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 16:00:00, None, None, None,42
12.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 17:00:00, None, None, None,42
10.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 18:00:00, None, None, None,42
7.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 19:00:00, None, None, None,42
6.631, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 20:00:00, None, None, None,42
6.253, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 21:00:00, None, None, None,42
5.757, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 22:00:00, None, None, None,42
5.416, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-16 23:00:00, None, None, None,42
5.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 00:00:00, None, None, None,42
4.593, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 01:00:00, None, None, None,42
4.821, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 02:00:00, None, None, None,42
4.452, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 03:00:00, None, None, None,42
3.778, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 04:00:00, None, None, None,42
3.864, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 05:00:00, None, None, None,42
3.002, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 06:00:00, None, None, None,42
3.059, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 07:00:00, None, None, None,42
2.303, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 08:00:00, None, None, None,42
2.189, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 09:00:00, None, None, None,42
1.802, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 10:00:00, None, None, None,42
3.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 11:00:00, None, None, None,42
5.946, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 12:00:00, None, None, None,42
6.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 13:00:00, None, None, None,42
9.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 14:00:00, None, None, None,42
10.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 15:00:00, None, None, None,42
12.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 16:00:00, None, None, None,42
12.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 17:00:00, None, None, None,42
11.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 18:00:00, None, None, None,42
6.971, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 19:00:00, None, None, None,42
6.049, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 20:00:00, None, None, None,42
5.659, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 21:00:00, None, None, None,42
5.054, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 22:00:00, None, None, None,42
5.154, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-17 23:00:00, None, None, None,42
5.078, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-18 00:00:00, None, None, None,42
4.471, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2018-10-18 01:00:00, None, None, None,42
