pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,9.76,95.4, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-24 00:00:00, None,-0.549, None,39
None,9.85,95.8, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-24 01:00:00, None,-0.462, None,39
None,9.85,95.8, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-24 02:00:00, None,-0.513, None,39
None,10.09,96.2, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 03:00:00, None,-0.519, None,39
None,9.95,96.3, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-24 04:00:00, None,-0.488, None,39
None,10.09,96.3, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 05:00:00, None,-0.52, None,39
None,9.9,96.4, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-24 06:00:00, None,-0.478, None,39
None,10.09,96.6, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 07:00:00, None,-0.519, None,39
None,10.19,96.7, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 08:00:00, None,-0.54, None,39
None,10.38,96.6, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 09:00:00, None,-0.478, None,39
None,10.72,96.8, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 10:00:00, None,-0.541, None,39
None,11.2,96.6, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 11:00:00, None,-0.45, None,39
None,12.24,91.9, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 12:00:00, None,-0.503, None,39
None,13.01,87.2, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 13:00:00, None,-0.531, None,39
None,14.16,86.2, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-24 14:00:00, None,-0.643, None,39
None,14.42,81.4, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 15:00:00, None,-0.515, None,39
None,14.76,80.4, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 16:00:00, None,-0.479, None,39
None,15.16,80.0, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-24 17:00:00, None,-0.545, None,39
None,15.31,80.1, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-24 18:00:00, None,-0.511, None,39
None,14.89,82.1, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-24 19:00:00, None,-0.598, None,39
None,14.16,84.9, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-24 20:00:00, None,-0.439, None,39
None,12.48,92.0, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 21:00:00, None,-0.515, None,39
None,12.45,89.2, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-24 22:00:00, None,-0.529, None,39
None,12.26,88.3, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-24 23:00:00, None,-0.374, None,39
None,11.73,91.5, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 00:00:00, None,-0.572, None,39
None,12.02,89.9, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 01:00:00, None,-0.427, None,39
None,11.01,90.1, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-25 02:00:00, None,-0.51, None,39
None,11.25,90.4, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 03:00:00, None,-0.559, None,39
None,11.2,90.5, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 04:00:00, None,-0.561, None,39
None,11.06,91.0, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 05:00:00, None,-0.52, None,39
None,11.01,91.7, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 06:00:00, None,-0.512, None,39
None,10.87,91.8, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 07:00:00, None,-0.48, None,39
None,10.87,91.8, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 08:00:00, None,-0.58, None,39
None,10.67,92.1, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-25 09:00:00, None,-0.532, None,39
None,11.59,92.2, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-25 10:00:00, None,-0.519, None,39
None,12.78,87.0, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 11:00:00, None,-0.563, None,39
None,13.58,85.2, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 12:00:00, None,-0.408, None,39
None,14.68,77.3, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 13:00:00, None,-0.605, None,39
None,15.19,75.6, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 14:00:00, None,-0.57, None,39
None,16.03,72.4, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 15:00:00, None,-0.659, None,39
None,15.08,77.9, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 16:00:00, None,-0.675, None,39
None,13.42,87.9, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 17:00:00, None,-0.506, None,39
None,14.79,85.6, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-25 18:00:00, None,-0.591, None,39
None,14.74,86.9, None, None, None, None, None, None, None, 13.0, None, None, None,2018-09-25 19:00:00, None,-0.582, None,39
None,13.63,88.9, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-25 20:00:00, None,-0.563, None,39
None,12.91,89.3, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 21:00:00, None,-0.516, None,39
None,13.16,86.1, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 22:00:00, None,-0.656, None,39
None,12.07,90.8, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-25 23:00:00, None,-0.633, None,39
None,11.49,92.3, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 00:00:00, None,-0.535, None,39
None,11.25,93.2, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 01:00:00, None,-0.563, None,39
None,11.25,91.3, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 02:00:00, None,-0.563, None,39
None,10.87,92.2, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 03:00:00, None,-0.48, None,39
None,10.62,92.1, None, None, None, None, None, None, None, 9.0, None, None, None,2018-09-26 04:00:00, None,-0.53, None,39
None,11.11,92.6, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 05:00:00, None,-0.541, None,39
None,11.2,92.9, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 06:00:00, None,-0.561, None,39
None,11.2,93.7, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 07:00:00, None,-0.56, None,39
None,10.96,93.5, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 08:00:00, None,-0.5, None,39
None,10.87,93.8, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 09:00:00, None,-0.585, None,39
None,11.93,92.2, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-26 10:00:00, None,-0.5, None,39
None,12.49,85.8, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 11:00:00, None,-0.504, None,39
None,12.92,84.0, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 12:00:00, None,-0.485, None,39
None,14.74,75.6, None, None, None, None, None, None, None, 10.0, None, None, None,2018-09-26 13:00:00, None,-0.745, None,39
None,15.49,74.6, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-26 14:00:00, None,-0.595, None,39
None,17.14,65.98, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-26 15:00:00, None,-0.704, None,39
None,17.73,68.75, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 16:00:00, None,-0.945, None,39
None,14.13,86.5, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 17:00:00, None,-0.471, None,39
None,13.87,88.1, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 18:00:00, None,-0.511, None,39
None,13.49,89.1, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 19:00:00, None,-0.52, None,39
None,13.98,86.2, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 20:00:00, None,-0.624, None,39
None,13.5,88.3, None, None, None, None, None, None, None, 12.0, None, None, None,2018-09-26 21:00:00, None,-0.59, None,39
None,13.26,88.1, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-26 22:00:00, None,-0.579, None,39
None,12.69,90.6, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-26 23:00:00, None,-0.557, None,39
None,12.68,90.6, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-27 00:00:00, None,-0.568, None,39
None,12.4,92.0, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-27 01:00:00, None,-0.538, None,39
None,12.07,92.2, None, None, None, None, None, None, None, 11.0, None, None, None,2018-09-27 02:00:00, None,-0.541, None,39
