AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
6.0, 2.0,0.51,3.4, 0.0,2016-01-22 00:00:00,287.0,97.0,4
5.8, None,0.25,1.1, None,2016-01-22 00:15:00,94.0,97.0,4
5.8, None,0.51,2.9, None,2016-01-22 00:30:00,83.0,97.0,4
6.0, None,0.25,3.9, None,2016-01-22 00:45:00,9.0,97.0,4
5.9, 1.0,0.26,7.0, 0.001,2016-01-22 01:00:00,245.0,97.0,4
6.7, None,0.25,3.1, None,2016-01-22 01:15:00,325.0,97.0,4
6.2, None,0.25,4.0, None,2016-01-22 01:30:00,246.0,97.0,4
6.1, None,0.0,3.1, None,2016-01-22 01:45:00,3.0,97.0,4
6.7, 1.0,0.26,3.1, 0.002,2016-01-22 02:00:00,75.0,97.0,4
6.8, None,0.0,2.9, None,2016-01-22 02:15:00,82.0,97.0,4
6.4, None,0.25,0.9, None,2016-01-22 02:30:00,223.0,97.0,4
6.1, None,0.0,0.1, None,2016-01-22 02:45:00,222.0,97.0,4
5.6, 0.0,0.0,3.2, 0.0,2016-01-22 03:00:00,81.0,97.0,4
5.6, None,0.26,3.1, None,2016-01-22 03:15:00,315.0,97.0,4
5.6, None,0.5,4.5, None,2016-01-22 03:30:00,39.0,97.0,4
5.4, None,0.51,3.5, None,2016-01-22 03:45:00,301.0,97.0,4
5.4, 2.0,0.76,1.7, 0.0,2016-01-22 04:00:00,85.0,97.0,4
5.3, None,1.02,2.8, None,2016-01-22 04:15:00,37.0,97.0,4
5.9, None,0.51,5.4, None,2016-01-22 04:30:00,59.0,97.0,4
5.5, None,1.01,3.9, None,2016-01-22 04:45:00,186.0,97.0,4
6.6, 3.0,0.51,4.7, 0.0,2016-01-22 05:00:00,60.0,97.0,4
6.1, None,1.02,4.2, None,2016-01-22 05:15:00,258.0,97.0,4
6.0, None,0.51,3.4, None,2016-01-22 05:30:00,181.0,97.0,4
6.2, None,0.25,3.0, None,2016-01-22 05:45:00,130.0,97.0,4
6.4, 2.0,0.25,2.7, 0.0,2016-01-22 06:00:00,220.0,97.0,4
6.6, None,0.0,4.9, None,2016-01-22 06:15:00,209.0,97.0,4
6.6, None,0.26,5.7, None,2016-01-22 06:30:00,224.0,97.0,4
6.5, None,0.0,4.5, None,2016-01-22 06:45:00,186.0,97.0,4
6.2, 0.0,0.0,6.4, 0.002,2016-01-22 07:00:00,206.0,96.0,4
6.3, None,0.25,3.7, None,2016-01-22 07:15:00,230.0,95.0,4
6.3, None,0.0,10.1, None,2016-01-22 07:30:00,214.0,92.0,4
6.3, None,0.26,11.6, None,2016-01-22 07:45:00,216.0,91.0,4
6.1, 0.0,0.25,13.6, 0.0,2016-01-22 08:00:00,220.0,89.0,4
5.7, None,0.0,10.7, None,2016-01-22 08:15:00,221.0,91.0,4
5.6, None,0.0,10.1, None,2016-01-22 08:30:00,223.0,92.0,4
5.6, None,0.0,8.4, None,2016-01-22 08:45:00,225.0,92.0,4
5.7, 1.0,0.0,8.8, 0.0,2016-01-22 09:00:00,224.0,93.0,4
5.9, None,0.0,11.0, None,2016-01-22 09:15:00,216.0,91.0,4
5.9, None,0.25,10.6, None,2016-01-22 09:30:00,225.0,92.0,4
5.9, None,0.51,11.0, None,2016-01-22 09:45:00,221.0,91.0,4
6.0, 0.0,0.0,14.9, 0.001,2016-01-22 10:00:00,220.0,90.0,4
5.9, None,0.0,17.1, None,2016-01-22 10:15:00,232.0,90.0,4
6.0, None,0.0,18.6, None,2016-01-22 10:30:00,222.0,91.0,4
5.9, None,0.26,13.6, None,2016-01-22 10:45:00,224.0,93.0,4
6.1, -1.0,0.0,16.3, 0.001,2016-01-22 11:00:00,228.0,92.0,4
6.4, None,0.0,14.2, None,2016-01-22 11:15:00,231.0,90.0,4
6.8, None,0.0,19.5, None,2016-01-22 11:30:00,228.0,88.0,4
6.6, None,0.0,19.1, None,2016-01-22 11:45:00,217.0,83.0,4
6.5, 0.0,0.0,21.1, 0.0,2016-01-22 12:00:00,222.0,86.0,4
6.7, None,0.0,20.2, None,2016-01-22 12:15:00,222.0,86.0,4
6.7, None,0.0,16.1, None,2016-01-22 12:30:00,231.0,85.0,4
6.7, None,0.0,16.5, None,2016-01-22 12:45:00,218.0,83.0,4
6.7, 1.0,0.0,12.7, 0.0,2016-01-22 13:00:00,231.0,85.0,4
6.6, None,0.0,14.4, None,2016-01-22 13:15:00,227.0,88.0,4
6.3, None,0.0,17.9, None,2016-01-22 13:30:00,226.0,89.0,4
6.2, None,0.25,19.5, None,2016-01-22 13:45:00,218.0,89.0,4
6.2, 1.0,0.25,13.4, 0.001,2016-01-22 14:00:00,213.0,90.0,4
6.8, None,0.26,20.8, None,2016-01-22 14:15:00,222.0,86.0,4
6.5, None,0.0,14.6, None,2016-01-22 14:30:00,225.0,87.0,4
6.3, None,0.0,19.6, None,2016-01-22 14:45:00,229.0,84.0,4
6.1, 1.0,0.0,15.4, 0.0,2016-01-22 15:00:00,227.0,88.0,4
6.0, None,0.0,16.0, None,2016-01-22 15:15:00,227.0,89.0,4
5.8, None,0.25,15.6, None,2016-01-22 15:30:00,226.0,87.0,4
5.7, None,0.0,18.9, None,2016-01-22 15:45:00,224.0,86.0,4
5.4, 0.0,0.0,9.8, 0.0,2016-01-22 16:00:00,238.0,90.0,4
5.3, None,0.0,13.5, None,2016-01-22 16:15:00,224.0,86.0,4
5.3, None,0.0,14.4, None,2016-01-22 16:30:00,226.0,88.0,4
5.2, None,0.0,10.1, None,2016-01-22 16:45:00,185.0,90.0,4
4.9, 0.0,0.0,6.0, 0.0,2016-01-22 17:00:00,157.0,92.0,4
4.8, None,0.0,9.2, None,2016-01-22 17:15:00,167.0,93.0,4
4.9, None,0.0,9.6, None,2016-01-22 17:30:00,182.0,92.0,4
5.0, None,0.0,7.6, None,2016-01-22 17:45:00,173.0,92.0,4
4.9, 0.0,0.0,4.3, 0.0,2016-01-22 18:00:00,164.0,93.0,4
4.6, None,0.0,1.9, None,2016-01-22 18:15:00,191.0,93.0,4
4.2, None,0.0,5.3, None,2016-01-22 18:30:00,47.0,94.0,4
3.4, None,0.0,4.1, None,2016-01-22 18:45:00,37.0,94.0,4
2.8, 0.0,0.0,4.2, 0.0,2016-01-22 19:00:00,41.0,94.0,4
2.2, None,0.0,6.9, None,2016-01-22 19:15:00,43.0,94.0,4
2.0, None,0.0,2.6, None,2016-01-22 19:30:00,69.0,95.0,4
1.6, None,0.0,2.5, None,2016-01-22 19:45:00,58.0,95.0,4
1.4, 0.0,0.0,2.2, 0.0,2016-01-22 20:00:00,26.0,95.0,4
1.4, None,0.0,2.1, None,2016-01-22 20:15:00,23.0,95.0,4
1.6, None,0.0,1.7, None,2016-01-22 20:30:00,96.0,95.0,4
2.1, None,0.0,2.6, None,2016-01-22 20:45:00,325.0,96.0,4
1.9, 0.0,0.0,1.3, 0.0,2016-01-22 21:00:00,170.0,96.0,4
2.0, None,0.0,0.8, None,2016-01-22 21:15:00,132.0,96.0,4
2.3, None,0.0,2.3, None,2016-01-22 21:30:00,27.0,96.0,4
2.1, None,0.0,1.0, None,2016-01-22 21:45:00,356.0,96.0,4
2.4, 0.0,0.0,1.2, 0.0,2016-01-22 22:00:00,248.0,96.0,4
2.3, None,0.0,3.3, None,2016-01-22 22:15:00,249.0,96.0,4
2.3, None,0.26,3.8, None,2016-01-22 22:30:00,6.0,96.0,4
2.5, None,0.0,1.4, None,2016-01-22 22:45:00,153.0,96.0,4
2.5, 0.0,0.0,4.0, 0.0,2016-01-22 23:00:00,286.0,97.0,4
2.4, None,0.0,4.2, None,2016-01-22 23:15:00,38.0,96.0,4
2.3, None,0.0,1.6, None,2016-01-22 23:30:00,314.0,97.0,4
2.2, None,0.0,2.6, None,2016-01-22 23:45:00,190.0,97.0,4
2.3, 0.0,0.0,3.2, 0.0,2016-01-23 00:00:00,27.0,97.0,4
2.5, None,0.0,1.9, None,2016-01-23 00:15:00,141.0,97.0,4
2.7, None,0.0,2.2, None,2016-01-23 00:30:00,188.0,97.0,4
3.1, None,0.0,3.9, None,2016-01-23 00:45:00,227.0,97.0,4
3.4, 1.0,0.0,3.9, 0.002,2016-01-23 01:00:00,297.0,97.0,4
3.6, None,0.0,5.6, None,2016-01-23 01:15:00,250.0,97.0,4
4.0, None,0.0,5.6, None,2016-01-23 01:30:00,302.0,97.0,4
4.0, None,0.0,6.7, None,2016-01-23 01:45:00,304.0,97.0,4
3.8, -1.0,0.0,3.8, 0.001,2016-01-23 02:00:00,192.0,97.0,4
4.3, None,0.0,6.2, None,2016-01-23 02:15:00,33.0,97.0,4
4.3, None,0.0,3.6, None,2016-01-23 02:30:00,70.0,97.0,4
4.4, None,0.0,7.3, None,2016-01-23 02:45:00,15.0,97.0,4
4.3, 0.0,0.0,4.9, 0.001,2016-01-23 03:00:00,342.0,96.0,4
4.3, None,0.0,5.1, None,2016-01-23 03:15:00,13.0,95.0,4
4.2, None,0.0,6.2, None,2016-01-23 03:30:00,256.0,95.0,4
4.1, None,0.0,3.9, None,2016-01-23 03:45:00,319.0,95.0,4
4.1, 0.0,0.0,4.1, 0.0,2016-01-23 04:00:00,277.0,95.0,4
4.0, None,0.0,9.2, None,2016-01-23 04:15:00,293.0,95.0,4
3.8, None,0.0,4.5, None,2016-01-23 04:30:00,294.0,96.0,4
3.5, None,0.0,2.6, None,2016-01-23 04:45:00,317.0,96.0,4
3.6, 0.0,0.0,6.6, 0.0,2016-01-23 05:00:00,277.0,96.0,4
3.5, None,0.0,5.5, None,2016-01-23 05:15:00,300.0,96.0,4
3.1, None,0.0,3.0, None,2016-01-23 05:30:00,11.0,96.0,4
3.1, None,0.0,2.4, None,2016-01-23 05:45:00,329.0,97.0,4
3.1, 0.0,0.0,6.3, 0.0,2016-01-23 06:00:00,324.0,97.0,4
2.6, None,0.0,2.7, None,2016-01-23 06:15:00,18.0,96.0,4
