wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
23.8,13.1, 157.0,97.0,2021-08-27 00:00:00,35
6.5,13.1, 248.0,97.0,2021-08-27 01:00:00,35
7.9,13.1, 191.0,98.0,2021-08-27 02:00:00,35
10.8,13.0, 169.0,97.0,2021-08-27 03:00:00,35
14.0,13.2, 193.0,97.0,2021-08-27 04:00:00,35
9.7,13.1, 207.0,98.0,2021-08-27 05:00:00,35
6.8,13.3, 158.0,97.0,2021-08-27 06:00:00,35
10.4,13.7, 186.0,95.0,2021-08-27 07:00:00,35
14.8,14.7, 184.0,91.0,2021-08-27 08:00:00,35
12.6,15.7, 176.0,86.0,2021-08-27 09:00:00,35
10.1,16.0, 225.0,84.0,2021-08-27 10:00:00,35
11.2,16.5, 180.0,82.0,2021-08-27 11:00:00,35
15.8,17.1, 171.0,78.0,2021-08-27 12:00:00,35
18.7,17.6, 187.0,72.0,2021-08-27 13:00:00,35
19.1,17.4, 186.0,72.0,2021-08-27 14:00:00,35
25.6,17.9, 179.0,73.0,2021-08-27 15:00:00,35
34.9,16.7, 176.0,76.0,2021-08-27 16:00:00,35
25.2,15.9, 168.0,79.0,2021-08-27 17:00:00,35
27.7,15.1, 163.0,81.0,2021-08-27 18:00:00,35
29.5,14.1, 171.0,87.0,2021-08-27 19:00:00,35
33.5,14.1, 164.0,84.0,2021-08-27 20:00:00,35
34.9,14.2, 162.0,79.0,2021-08-27 21:00:00,35
34.2,14.2, 166.0,80.0,2021-08-27 22:00:00,35
32.0,13.9, 158.0,82.0,2021-08-28 00:00:00,35
40.3,14.0, 159.0,80.0,2021-08-28 01:00:00,35
25.2,13.1, 148.0,88.0,2021-08-28 02:00:00,35
28.1,12.6, 154.0,92.0,2021-08-28 03:00:00,35
26.3,12.3, 141.0,96.0,2021-08-28 04:00:00,35
27.0,12.1, 165.0,96.0,2021-08-28 05:00:00,35
34.9,12.7, 159.0,93.0,2021-08-28 07:00:00,35
33.5,14.6, 157.0,84.0,2021-08-28 08:00:00,35
30.6,13.9, 166.0,89.0,2021-08-28 09:00:00,35
39.2,15.2, 168.0,81.0,2021-08-28 10:00:00,35
30.6,15.4, 175.0,83.0,2021-08-28 11:00:00,35
21.2,15.9, 222.0,82.0,2021-08-28 12:00:00,35
24.5,15.0, 198.0,92.0,2021-08-28 13:00:00,35
25.9,15.5, 207.0,90.0,2021-08-28 14:00:00,35
19.4,14.9, 217.0,93.0,2021-08-28 15:00:00,35
41.8,14.5, 173.0,82.0,2021-08-28 16:00:00,35
18.7,14.6, 190.0,91.0,2021-08-28 17:00:00,35
18.0,13.6, 177.0,91.0,2021-08-28 18:00:00,35
27.0,13.2, 169.0,91.0,2021-08-28 19:00:00,35
28.4,13.1, 183.0,93.0,2021-08-28 20:00:00,35
24.1,12.9, 166.0,91.0,2021-08-28 21:00:00,35
30.6,12.4, 175.0,93.0,2021-08-28 22:00:00,35
33.8,12.1, 175.0,90.0,2021-08-28 23:00:00,35
26.3,11.7, 175.0,90.0,2021-08-29 00:00:00,35
27.4,11.5, 175.0,89.0,2021-08-29 01:00:00,35
14.8,11.5, 223.0,87.0,2021-08-29 02:00:00,35
14.8,10.9, 182.0,93.0,2021-08-29 03:00:00,35
7.6,10.7, 264.0,95.0,2021-08-29 04:00:00,35
6.5,10.2, 294.0,96.0,2021-08-29 05:00:00,35
10.8,10.2, 312.0,97.0,2021-08-29 06:00:00,35
10.4,10.5, 287.0,97.0,2021-08-29 07:00:00,35
5.0,11.3, 245.0,88.0,2021-08-29 08:00:00,35
4.3,13.5, 168.0,84.0,2021-08-29 09:00:00,35
4.7,12.7, 254.0,70.0,2021-08-29 10:00:00,35
8.6,12.6, 171.0,81.0,2021-08-29 11:00:00,35
20.9,14.9, 171.0,75.0,2021-08-29 12:00:00,35
17.3,15.2, 183.0,70.0,2021-08-29 13:00:00,35
11.9,14.3, 212.0,76.0,2021-08-29 14:00:00,35
13.3,15.0, 205.0,76.0,2021-08-29 15:00:00,35
15.8,14.1, 186.0,69.0,2021-08-29 16:00:00,35
16.9,12.7, 146.0,82.0,2021-08-29 17:00:00,35
21.6,11.7, 150.0,84.0,2021-08-29 18:00:00,35
15.1,11.1, 153.0,86.0,2021-08-29 19:00:00,35
8.3,10.2, 208.0,90.0,2021-08-29 20:00:00,35
9.0,10.0, 185.0,95.0,2021-08-29 21:00:00,35
