wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
80.0, 90.0, 7.3, 0.0, -2.3, 4.7, -0.9, -1.0, 91.0, 0.0, 0.0, 95.0,2020-12-02 00:00:00, None,49
100.0, 95.0, 4.7, 0.0, -1.7, 5.9, -1.0, -0.7, 80.0, 0.0, 0.0, 92.0,2020-12-02 01:00:00, None,49
93.0, 92.0, 5.9, 0.0, -1.8, 5.2, -0.7, -1.6, 100.0, 0.0, 0.0, 94.0,2020-12-02 02:00:00, None,49
72.0, 94.0, 5.2, 0.0, -2.4, 7.7, -1.6, -2.4, 93.0, 0.0, 0.0, 96.0,2020-12-02 03:00:00, None,49
329.0, 96.0, 7.7, 0.0, -2.9, 4.6, -2.4, -3.2, 72.0, 0.0, 0.0, 96.0,2020-12-02 04:00:00, None,49
275.0, 96.0, 4.6, 0.0, -3.7, 2.3, -3.2, -3.9, 329.0, 0.0, 0.0, 96.0,2020-12-02 05:00:00, None,49
61.0, 96.0, 2.3, 0.0, -4.4, 1.6, -3.9, -4.9, 275.0, 0.0, 0.0, 95.0,2020-12-02 06:00:00, None,49
15.0, 95.0, 1.6, 0.0, -5.6, 3.2, -4.9, -5.6, 61.0, 0.0, 0.0, 95.0,2020-12-02 07:00:00, None,49
82.0, 95.0, 3.2, 0.0, -6.3, 1.9, -5.6, -6.2, 15.0, 0.0, 0.0, 93.0,2020-12-02 08:00:00, None,49
70.0, 93.0, 1.9, 0.0, -7.1, 1.6, -6.2, -6.2, 82.0, 0.0, 0.0, 93.0,2020-12-02 09:00:00, None,49
246.0, 93.0, 1.6, 0.0, -7.1, 2.1, -6.2, -5.0, 70.0, 0.0, 0.0, 92.0,2020-12-02 10:00:00, None,49
249.0, 92.0, 2.1, 0.0, -6.1, 2.9, -5.0, -3.4, 246.0, 0.0, 0.0, 88.0,2020-12-02 11:00:00, None,49
203.0, 88.0, 2.9, 0.0, -5.1, 3.5, -3.4, -2.8, 249.0, 0.0, 0.0, 86.0,2020-12-02 12:00:00, None,49
200.0, 86.0, 3.5, 0.0, -4.8, 3.8, -2.8, -2.8, 203.0, 0.0, 0.0, 84.0,2020-12-02 13:00:00, None,49
188.0, 84.0, 3.8, 0.0, -5.1, 1.9, -2.8, -3.7, 200.0, 0.0, 0.0, 90.0,2020-12-02 14:00:00, None,49
