pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,snw_dpth,dwpt_temp,week_of_year
0.0, 18.6, 18.64, 36.84, 0.0, None, 26.4, 37.0, 17.5,2022-09-03 00:00:00, None, 4.0,36
0.0, 17.4, 17.44, 41.59, 0.0, None, 26.4, 42.0, 17.5,2022-09-03 01:00:00, None, 4.0,36
0.0, 18.2, 18.19, 38.67, 0.0, None, 26.4, 39.0, 17.3,2022-09-03 02:00:00, None, 4.0,36
0.0, 17.2, 17.22, 43.73, 0.0, None, 26.4, 44.0, 17.2,2022-09-03 03:00:00, None, 5.0,36
0.0, 17.0, 16.95, 44.99, 0.0, None, 26.4, 45.0, 16.9,2022-09-03 04:00:00, None, 5.0,36
0.0, 17.0, 17.03, 42.53, 0.0, None, 26.4, 43.0, 16.6,2022-09-03 05:00:00, None, 4.0,36
0.0, 15.6, 15.63, 48.35, 0.0, None, 26.4, 48.0, 15.8,2022-09-03 06:00:00, None, 5.0,36
0.0, 16.5, 16.52, 45.29, 0.0, None, 17.5, 45.0, 15.4,2022-09-03 07:00:00, None, 4.0,36
0.0, 18.8, 18.77, 41.01, 0.0, None, 18.9, 41.0, 15.4,2022-09-03 08:00:00, None, 5.0,36
0.0, 20.4, 20.36, 41.28, 0.0, None, 20.4, 41.0, 15.4,2022-09-03 09:00:00, None, 7.0,36
0.0, 21.9, 21.89, 40.69, 0.0, None, 21.9, 41.0, 15.4,2022-09-03 10:00:00, None, 8.0,36
0.0, 23.1, 23.07, 38.71, 0.0, None, 23.3, 39.0, 15.4,2022-09-03 11:00:00, None, 9.0,36
0.0, 24.3, 24.27, 33.91, 0.0, None, 24.5, 34.0, 15.4,2022-09-03 12:00:00, None, 7.0,36
0.0, 23.9, 23.85, 35.78, 0.0, None, 24.5, 36.0, 15.4,2022-09-03 13:00:00, None, 8.0,36
0.0, 24.2, 24.21, 33.06, 0.0, None, 24.5, 33.0, 15.4,2022-09-03 14:00:00, None, 7.0,36
0.0, 23.4, 23.38, 38.12, 0.0, None, 25.1, 38.0, 15.4,2022-09-03 15:00:00, None, 8.0,36
0.0, 23.8, 23.75, 37.56, 0.0, None, 25.1, 38.0, 15.4,2022-09-03 16:00:00, None, 8.0,36
0.0, 23.2, 23.22, 38.04, 0.0, None, 25.1, 38.0, 15.4,2022-09-03 17:00:00, None, 8.0,36
0.0, 22.5, 22.53, 38.53, 0.0, None, 25.1, 39.0, 15.4,2022-09-03 18:00:00, None, 8.0,36
0.0, 20.7, 20.68, 42.31, 0.0, None, 22.6, 42.0, 20.8,2022-09-03 19:00:00, None, 8.0,36
0.0, 18.2, 18.24, 49.51, 0.0, None, 22.6, 50.0, 17.3,2022-09-03 20:00:00, None, 7.0,36
0.0, 16.4, 16.35, 61.21, 0.0, None, 22.6, 61.0, 16.4,2022-09-03 21:00:00, None, 9.0,36
0.0, 16.8, 16.83, 61.14, 0.0, None, 22.6, 61.0, 16.3,2022-09-03 22:00:00, None, 9.0,36
0.0, 15.7, 15.66, 65.45, 0.0, None, 22.6, 65.0, 15.6,2022-09-03 23:00:00, None, 9.0,36
0.0, 14.9, 14.88, 69.58, 0.0, None, 22.6, 70.0, 14.9,2022-09-04 00:00:00, None, 10.0,36
0.0, 13.7, 13.7, 70.83, 0.0, None, 22.6, 71.0, 13.7,2022-09-04 01:00:00, None, 8.0,36
0.0, 13.1, 13.11, 72.39, 0.0, None, 22.6, 72.0, 13.0,2022-09-04 02:00:00, None, 8.0,36
0.0, 11.9, 11.89, 78.93, 0.0, None, 22.6, 79.0, 11.9,2022-09-04 03:00:00, None, 8.0,36
0.0, 11.6, 11.64, 79.69, 0.0, None, 22.6, 80.0, 11.5,2022-09-04 04:00:00, None, 8.0,36
0.0, 11.4, 11.36, 80.2, 0.0, None, 22.6, 80.0, 11.3,2022-09-04 05:00:00, None, 8.0,36
0.0, 11.0, 11.0, 83.2, 0.0, None, 22.6, 83.0, 11.1,2022-09-04 06:00:00, None, 8.0,36
0.0, 11.3, 11.3, 80.4, 0.0, None, 11.4, 80.0, 10.8,2022-09-04 07:00:00, None, 8.0,36
0.0, 13.5, 13.47, 69.79, 0.0, None, 13.4, 70.0, 10.8,2022-09-04 08:00:00, None, 8.0,36
0.0, 15.4, 15.44, 60.97, 0.0, None, 15.6, 61.0, 10.8,2022-09-04 09:00:00, None, 8.0,36
0.0, 16.2, 16.22, 50.74, 0.0, None, 17.3, 51.0, 10.8,2022-09-04 10:00:00, None, 6.0,36
0.0, 18.4, 18.35, 43.84, 0.0, None, 18.2, 44.0, 10.8,2022-09-04 11:00:00, None, 5.0,36
0.0, 20.1, 20.08, 38.65, 0.0, None, 20.1, 39.0, 10.8,2022-09-04 12:00:00, None, 6.0,36
0.0, 19.1, 19.11, 48.81, 0.0, None, 20.5, 49.0, 10.8,2022-09-04 13:00:00, None, 8.0,36
0.0, 18.9, 18.9, 40.73, 0.0, None, 20.5, 41.0, 10.8,2022-09-04 14:00:00, None, 5.0,36
0.0, 19.4, 19.4, 42.32, 0.0, None, 20.5, 42.0, 10.8,2022-09-04 15:00:00, None, 7.0,36
0.0, 21.3, 21.25, 36.73, 0.0, None, 21.7, 37.0, 10.8,2022-09-04 16:00:00, None, 6.0,36
0.0, 21.8, 21.81, 36.47, 0.0, None, 22.0, 36.0, 10.8,2022-09-04 17:00:00, None, 6.0,36
0.0, 20.6, 20.58, 40.36, 0.0, None, 22.0, 40.0, 10.8,2022-09-04 18:00:00, None, 7.0,36
0.0, 18.5, 18.47, 48.09, 0.0, None, 20.6, 48.0, 18.4,2022-09-04 19:00:00, None, 8.0,36
0.0, 16.7, 16.7, 51.86, 0.0, None, 20.6, 52.0, 16.7,2022-09-04 20:00:00, None, 7.0,36
