pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 15.02, 55.83, None, None, None, 2.089, None, 4.809, 102.2, 6.0, 15.0, 14.5, 0.0, 6.0, 23.8, 56.0, None,2022-09-03 00:00:00, None, None,36
None, None, 14.93, 58.51, None, None, None, 2.407, None, 7.072, 109.4, 7.0, 14.9, 14.4, 0.0, 7.0, 23.8, 59.0, None,2022-09-03 01:00:00, None, None,36
None, None, 13.41, 73.52, None, None, None, 1.212, None, 6.043, 115.3, 9.0, 13.4, 13.4, 0.0, 9.0, 23.8, 74.0, None,2022-09-03 02:00:00, None, None,36
None, None, 12.53, 80.2, None, None, None, 1.71, None, 5.219, 120.1, 9.0, 12.5, 12.5, 0.1, 9.0, 23.8, 80.0, None,2022-09-03 03:00:00, None, None,36
None, None, 11.91, 84.9, None, None, None, 2.43, None, 6.097, 127.5, 9.0, 11.9, 11.7, 0.1, 9.0, 23.8, 85.0, None,2022-09-03 04:00:00, None, None,36
None, None, 11.87, 87.0, None, None, None, 0.604, None, 7.281, 132.9, 10.0, 11.9, 11.7, 0.0, 10.0, 23.8, 87.0, None,2022-09-03 05:00:00, None, None,36
None, None, 11.72, 82.4, None, None, None, 2.003, None, 5.822, 128.3, 8.0, 11.7, 11.5, 0.0, 8.0, 23.8, 82.0, None,2022-09-03 06:00:00, None, None,36
None, None, 10.7, 83.3, None, None, None, 1.51, None, 5.334, 129.3, 8.0, 10.7, 10.8, 0.1, 8.0, 11.8, 83.0, None,2022-09-03 07:00:00, None, None,36
None, None, 11.78, 80.2, None, None, None, 5.909, None, 5.616, 127.2, 9.0, 11.8, 10.6, 0.0, 9.0, 12.0, 80.0, None,2022-09-03 08:00:00, None, None,36
None, None, 13.96, 72.47, None, None, None, 7.695, None, 9.32, 94.5, 9.0, 14.0, 10.6, -0.1, 9.0, 14.0, 72.0, None,2022-09-03 09:00:00, None, None,36
None, None, 17.75, 56.42, None, None, None, 7.363, None, 12.66, 73.11, 9.0, 17.8, 10.6, 0.0, 9.0, 18.2, 56.0, None,2022-09-03 10:00:00, None, None,36
None, None, 18.47, 55.37, None, None, None, 3.415, None, 15.05, 54.51, 9.0, 18.5, 10.6, -0.1, 9.0, 18.5, 55.0, None,2022-09-03 11:00:00, None, None,36
None, None, 18.96, 57.07, None, None, None, 2.286, None, 14.97, 41.11, 10.0, 19.0, 10.6, -0.1, 10.0, 19.7, 57.0, None,2022-09-03 12:00:00, None, None,36
None, None, 20.22, 55.19, None, None, None, 1.368, None, 13.35, 43.84, 12.0, 20.2, 10.6, -0.1, 12.0, 19.9, 55.0, None,2022-09-03 13:00:00, None, None,36
None, None, 21.18, 52.08, None, None, None, 5.53, None, 13.96, 34.67, 11.0, 21.2, 10.6, -0.1, 11.0, 21.1, 52.0, None,2022-09-03 14:00:00, None, None,36
None, None, 21.02, 51.0, None, None, None, 1.257, None, 14.5, 24.59, 10.0, 21.0, 10.6, -0.2, 10.0, 21.5, 51.0, None,2022-09-03 15:00:00, None, None,36
None, None, 19.99, 54.4, None, None, None, 2.013, None, 15.91, 31.1, 11.0, 20.0, 10.6, -0.1, 11.0, 21.5, 54.0, None,2022-09-03 16:00:00, None, None,36
None, None, 17.75, 62.46, None, None, None, 7.36, None, 14.09, 44.42, 10.0, 17.8, 10.6, -0.1, 10.0, 21.5, 62.0, None,2022-09-03 17:00:00, None, None,36
None, None, 17.08, 60.54, None, None, None, 3.172, None, 12.25, 64.63, 9.0, 17.1, 10.6, -0.1, 9.0, 21.5, 61.0, None,2022-09-03 18:00:00, None, None,36
None, None, 15.04, 71.99, None, None, None, 3.624, None, 13.63, 75.37, 10.0, 15.0, 15.1, 0.0, 10.0, 17.2, 72.0, None,2022-09-03 19:00:00, None, None,36
None, None, 12.54, 81.9, None, None, None, 5.332, None, 13.69, 91.5, 10.0, 12.5, 12.5, 0.1, 10.0, 17.2, 82.0, None,2022-09-03 20:00:00, None, None,36
None, None, 11.99, 84.3, None, None, None, 4.407, None, 13.17, 109.5, 9.0, 12.0, 11.9, 0.0, 9.0, 17.2, 84.0, None,2022-09-03 21:00:00, None, None,36
None, None, 11.99, 86.4, None, None, None, 1.347, None, 10.98, 119.0, 10.0, 12.0, 11.9, 0.1, 10.0, 17.2, 86.0, None,2022-09-03 22:00:00, None, None,36
None, None, 11.23, 87.8, None, None, None, 1.271, None, 10.02, 123.1, 10.0, 11.2, 11.3, 0.0, 10.0, 17.2, 88.0, None,2022-09-03 23:00:00, None, None,36
None, None, 10.6, 89.8, None, None, None, 2.048, None, 9.41, 128.7, 9.0, 10.6, 10.5, 0.1, 9.0, 17.2, 90.0, None,2022-09-04 00:00:00, None, None,36
None, None, 9.89, 93.1, None, None, None, 1.484, None, 10.97, 134.8, 9.0, 9.9, 9.7, 0.0, 9.0, 17.2, 93.0, None,2022-09-04 01:00:00, None, None,36
None, None, 9.64, 94.8, None, None, None, 1.116, None, 8.26, 139.9, 9.0, 9.6, 9.7, 0.1, 9.0, 17.2, 95.0, None,2022-09-04 02:00:00, None, None,36
None, None, 10.05, 92.2, None, None, None, 0.911, None, 10.65, 143.0, 9.0, 10.1, 9.6, 0.0, 9.0, 17.2, 92.0, None,2022-09-04 03:00:00, None, None,36
