WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None, 2.267, None,82.5,2016-04-29 00:00:00, None,9.2,18
None, None, 1.825, None,84.7,2016-04-29 01:00:00, None,8.84,18
None, None, 1.217, None,87.9,2016-04-29 02:00:00, None,8.47,18
None, None, 0.791998, None,95.8,2016-04-29 03:00:00, None,7.06,18
None, None, 1.298, None,99.1,2016-04-29 04:00:00, None,5.753,18
None, None, 1.909, None,99.4,2016-04-29 05:00:00, None,4.871,18
None, None, 1.228, None,99.9,2016-04-29 06:00:00, None,4.673,18
None, None, 1.214, None,100.0,2016-04-29 07:00:00, None,4.918,18
None, None, 0.925998, None,100.0,2016-04-29 08:00:00, None,5.467,18
None, None, 1.201, None,84.8,2016-04-29 09:00:00, None,7.97,18
None, None, 3.606, None,52.09,2016-04-29 10:00:00, None,10.76,18
None, None, 3.924, None,45.88,2016-04-29 11:00:00, None,11.53,18
None, None, 3.143, None,45.79,2016-04-29 12:00:00, None,11.8,18
None, None, 2.933, None,38.12,2016-04-29 13:00:00, None,12.5,18
None, None, 3.53, None,34.13,2016-04-29 14:00:00, None,13.2,18
None, None, 3.421, None,30.91,2016-04-29 15:00:00, None,13.74,18
None, None, 4.485, None,28.05,2016-04-29 16:00:00, None,14.19,18
None, None, 3.928, None,26.0,2016-04-29 17:00:00, None,14.44,18
None, None, 3.686, None,26.08,2016-04-29 18:00:00, None,14.41,18
None, None, 3.878, None,28.15,2016-04-29 19:00:00, None,14.08,18
None, None, 2.029, None,36.54,2016-04-29 20:00:00, None,12.52,18
None, None, 0.866998, None,51.37,2016-04-29 21:00:00, None,9.66,18
None, None, 1.028, None,69.72,2016-04-29 22:00:00, None,6.728,18
None, None, 0.797999, None,78.4,2016-04-29 23:00:00, None,5.116,18
None, None, 0.559, None,85.4,2016-04-30 00:00:00, None,3.895,18
None, None, 0.939, None,88.6,2016-04-30 01:00:00, None,2.754,18
None, None, 1.031, None,91.6,2016-04-30 02:00:00, None,1.92,18
None, None, 0.996999, None,92.7,2016-04-30 03:00:00, None,1.106,18
None, None, 0.990998, None,95.8,2016-04-30 04:00:00, None,0.549,18
None, None, 1.214, None,95.0,2016-04-30 05:00:00, None,0.252,18
None, None, 1.232, None,94.4,2016-04-30 06:00:00, None,-0.108998,18
None, None, 0.953, None,90.6,2016-04-30 07:00:00, None,1.167,18
None, None, 0.987999, None,82.3,2016-04-30 08:00:00, None,3.249,18
None, None, 1.087, None,66.06,2016-04-30 09:00:00, None,5.813,18
None, None, 1.191, None,49.51,2016-04-30 10:00:00, None,8.79,18
None, None, 1.402, None,37.98,2016-04-30 11:00:00, None,11.44,18
None, None, 2.14, None,31.08,2016-04-30 12:00:00, None,13.62,18
None, None, 2.333, None,29.45,2016-04-30 13:00:00, None,14.96,18
None, None, 2.034, None,22.64,2016-04-30 14:00:00, None,16.32,18
None, None, 2.46, None,24.55,2016-04-30 15:00:00, None,17.26,18
None, None, 2.345, None,24.29,2016-04-30 16:00:00, None,18.04,18
None, None, 2.303, None,23.73,2016-04-30 17:00:00, None,18.59,18
None, None, 1.547, None,24.45,2016-04-30 18:00:00, None,18.68,18
None, None, 2.025, None,24.63,2016-04-30 19:00:00, None,18.74,18
None, None, 1.098, None,28.7,2016-04-30 20:00:00, None,17.4,18
None, None, 0.433999, None,47.75,2016-04-30 21:00:00, None,13.4,18
None, None, 0.686999, None,60.52,2016-04-30 22:00:00, None,11.03,18
None, None, 0.592, None,70.6,2016-04-30 23:00:00, None,9.32,18
None, None, 0.328, None,77.8,2016-05-01 00:00:00, None,8.12,18
None, None, 0.407999, None,82.4,2016-05-01 01:00:00, None,6.951,18
None, None, 0.544, None,85.2,2016-05-01 02:00:00, None,6.171,18
None, None, 0.421, None,89.3,2016-05-01 03:00:00, None,5.337,18
None, None, 0.675, None,91.2,2016-05-01 04:00:00, None,4.622,18
None, None, 0.771, None,92.2,2016-05-01 05:00:00, None,4.107,18
None, None, 0.85, None,91.3,2016-05-01 06:00:00, None,3.95,18
None, None, 0.925, None,83.5,2016-05-01 07:00:00, None,4.837,18
None, None, 1.038, None,75.0,2016-05-01 08:00:00, None,6.763,18
None, None, 1.097, None,64.87,2016-05-01 09:00:00, None,8.93,18
None, None, 1.021, None,51.82,2016-05-01 10:00:00, None,12.47,18
None, None, 1.73, None,36.4,2016-05-01 11:00:00, None,16.04,18
None, None, 1.179, None,33.26,2016-05-01 12:00:00, None,18.31,18
None, None, 0.888, None,28.95,2016-05-01 13:00:00, None,20.66,18
None, None, 1.557, None,26.36,2016-05-01 14:00:00, None,21.95,18
None, None, 1.446, None,24.85,2016-05-01 15:00:00, None,23.45,18
None, None, 1.403, None,24.23,2016-05-01 16:00:00, None,24.25,18
None, None, 1.741, None,24.44,2016-05-01 17:00:00, None,24.79,18
None, None, 1.907, None,25.26,2016-05-01 18:00:00, None,24.69,18
None, None, 1.353, None,28.12,2016-05-01 19:00:00, None,23.92,18
None, None, 0.722998, None,45.59,2016-05-01 20:00:00, None,19.98,18
None, None, 0.416999, None,66.21,2016-05-01 21:00:00, None,15.91,18
None, None, 0.583998, None,71.2,2016-05-01 22:00:00, None,13.73,18
None, None, 0.85, None,75.4,2016-05-01 23:00:00, None,12.4,18
None, None, 0.848999, None,75.8,2016-05-02 00:00:00, None,11.31,18
None, None, 0.669, None,89.3,2016-05-02 01:00:00, None,9.64,18
None, None, 0.62, None,94.6,2016-05-02 02:00:00, None,8.39,18
None, None, 1.175, None,94.6,2016-05-02 03:00:00, None,7.49,18
None, None, 0.955999, None,92.9,2016-05-02 04:00:00, None,6.819,18
None, None, 0.827, None,95.9,2016-05-02 05:00:00, None,5.999,18
None, None, 0.801998, None,96.5,2016-05-02 06:00:00, None,5.6,18
None, None, 0.897, None,91.1,2016-05-02 07:00:00, None,7.15,18
None, None, 0.902, None,76.8,2016-05-02 08:00:00, None,10.27,18
None, None, 1.02, None,55.17,2016-05-02 09:00:00, None,14.31,18
None, None, 1.048, None,39.52,2016-05-02 10:00:00, None,18.67,18
None, None, 2.1, None,31.27,2016-05-02 11:00:00, None,21.28,18
None, None, 2.083, None,27.72,2016-05-02 12:00:00, None,23.06,18
None, None, 4.676, None,23.19,2016-05-02 13:00:00, None,24.49,18
None, None, 5.37, None,19.2,2016-05-02 14:00:00, None,25.54,18
None, None, 4.684, None,18.39,2016-05-02 15:00:00, None,26.3,18
None, None, 4.07, None,17.53,2016-05-02 16:00:00, None,27.09,18
None, None, 3.779, None,16.1,2016-05-02 17:00:00, None,27.56,18
None, None, 3.361, None,15.44,2016-05-02 18:00:00, None,27.67,18
