RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,30.98,115.0, None, None, None, None, None, None, None, None, None, None, None, 3.887, None, None, None, None,6.509, None, None, None, None,2016-04-08 00:00:00, None,15
None, None, None, None,26.25,118.7, None, None, None, None, None, None, None, None, None, None, None, 3.727, None, None, None, None,6.078, None, None, None, None,2016-04-08 01:00:00, None,15
None, None, None, None,27.32,124.9, None, None, None, None, None, None, None, None, None, None, None, 4.143, None, None, None, None,6.675, None, None, None, None,2016-04-08 02:00:00, None,15
None, None, None, None,26.27,127.0, None, None, None, None, None, None, None, None, None, None, None, 4.398, None, None, None, None,11.9, None, None, None, None,2016-04-08 03:00:00, None,15
None, None, None, None,32.29,132.2, None, None, None, None, None, None, None, None, None, None, None, 3.125, None, None, None, None,8.15, None, None, None, None,2016-04-08 04:00:00, None,15
None, None, None, None,19.26,151.0, None, None, None, None, None, None, None, None, None, None, None, 2.917, None, None, None, None,33.03, None, None, None, None,2016-04-08 05:00:00, None,15
None, None, None, None,8.77,192.0, None, None, None, None, None, None, None, None, None, None, None, 2.4, None, None, None, None,38.08, None, None, None, None,2016-04-08 06:00:00, None,15
None, None, None, None,22.35,239.7, None, None, None, None, None, None, None, None, None, None, None, 1.996, None, None, None, None,11.94, None, None, None, None,2016-04-08 07:00:00, None,15
None, None, None, None,21.3,237.8, None, None, None, None, None, None, None, None, None, None, None, 1.714, None, None, None, None,10.9, None, None, None, None,2016-04-08 08:00:00, None,15
None, None, None, None,12.79,232.2, None, None, None, None, None, None, None, None, None, None, None, 1.0, None, None, None, None,13.47, None, None, None, None,2016-04-08 09:00:00, None,15
