RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
72.0, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 257.1, None, None,1.792, None, None, None, None, None, None, None, None, None,2016-04-08 00:00:00, None,15
73.2, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 256.7, None, None,1.661, None, None, None, None, None, None, None, None, None,2016-04-08 01:00:00, None,15
74.2, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 256.6, None, None,1.454, None, None, None, None, None, None, None, None, None,2016-04-08 02:00:00, None,15
70.3, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 256.4, None, None,1.867, None, None, None, None, None, None, None, None, None,2016-04-08 03:00:00, None,15
70.4, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 256.4, None, None,1.895, None, None, None, None, None, None, None, None, None,2016-04-08 04:00:00, None,15
70.6, None, None, None, None, None, None, None, -3.0, None, None, None, None, None, 256.3, None, None,1.736, None, None, None, None, None, None, None, None, None,2016-04-08 05:00:00, None,15
69.23, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 256.5, None, None,1.173, None, None, None, None, None, None, None, None, None,2016-04-08 06:00:00, None,15
68.38, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 256.3, None, None,1.483, None, None, None, None, None, None, None, None, None,2016-04-08 07:00:00, None,15
52.77, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 256.4, None, None,2.421, None, None, None, None, None, None, None, None, None,2016-04-08 08:00:00, None,15
48.5, None, None, None, None, None, None, None, -6.0, None, None, None, None, None, 256.3, None, None,4.283, None, None, None, None, None, None, None, None, None,2016-04-08 09:00:00, None,15
45.88, None, None, None, None, None, None, None, -1.0, None, None, None, None, None, 255.3, None, None,9.73, None, None, None, None, None, None, None, None, None,2016-04-08 10:00:00, None,15
28.49, None, None, None, None, None, None, None, -4.0, None, None, None, None, None, 254.8, None, None,14.09, None, None, None, None, None, None, None, None, None,2016-04-08 11:00:00, None,15
20.22, None, None, None, None, None, None, None, -8.0, None, None, None, None, None, 255.1, None, None,14.32, None, None, None, None, None, None, None, None, None,2016-04-08 12:00:00, None,15
