ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
0.0,0.0,-9.0,0.0,2016-01-01,22.0,-6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,-8.5,0.0,2016-01-02,19.0,-7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,0.0,-9.5,2.6,2016-01-03,19.0,-6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2,0.0,-8.5,14.2,2016-01-04,21.0,-2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,-4.5,1.0,2016-01-05,34.0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,-1.0,0.0,2016-01-06,31.0,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,0.6,0.5,0.0,2016-01-07,22.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,-11.5,0.0,2016-01-01,29.0,-7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8,0.0,-10.0,0.8,2016-01-02,29.0,-8.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4,0.0,-10.5,3.4,2016-01-03,29.0,-6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8,0.0,-9.5,12.8,2016-01-04,30.0,-5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,0.0,-5.5,0.6,2016-01-05,39.0,-1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.4,-2.0,1.6,2016-01-06,37.0,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,2016-01-07,32.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 00:00:00,,,1,309.0, None, None,0.0, None,3.6, None,-8.3, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 01:00:00,,,1,328.0, None, None,0.0, None,7.0, None,-8.8, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 02:00:00,,,1,338.0, None, None,0.0, None,6.1, None,-9.0, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 03:00:00,,,1,320.0, None, None,0.0, None,7.6, None,-9.2, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 04:00:00,,,1,325.0, None, None,0.0, None,8.4, None,-9.4, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 05:00:00,,,1,325.0, None, None,0.0, None,5.1, None,-9.5, None, None, None,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 06:00:00,,,1,354.0, None, None,0.0, None,3.3, None,-9.4, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 07:00:00,,,1,322.0, None, None,0.0, None,5.3, None,-9.4, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 08:00:00,,,1,324.0, None, None,0.0, None,8.8, None,-9.5, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 09:00:00,,,1,329.0, None, None,0.0, None,7.2, None,-9.3, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 10:00:00,,,1,341.0, None, None,0.0, None,6.3, None,-9.1, None, None, None,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 11:00:00,,,1,358.0, None, None,0.0, None,4.5, None,-8.5, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 12:00:00,,,1,332.0, None, None,0.0, None,5.7, None,-8.2, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 13:00:00,,,1,327.0, None, None,0.0, None,4.4, None,-7.7, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 14:00:00,,,1,345.0, None, None,0.0, None,4.7, None,-7.6, None, None, None,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 15:00:00,,,1,338.0, None, None,0.0, None,5.2, None,-8.0, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 16:00:00,,,1,307.0, None, None,0.0, None,2.8, None,-8.2, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 17:00:00,,,1,270.0, None, None,0.0, None,5.9, None,-8.4, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 18:00:00,,,1,340.0, None, None,0.0, None,4.2, None,-8.5, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 19:00:00,,,1,316.0, None, None,0.0, None,7.3, None,-8.7, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 20:00:00,,,1,322.0, None, None,0.0, None,7.4, None,-8.9, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 21:00:00,,,1,307.0, None, None,0.0, None,7.4, None,-9.3, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 22:00:00,,,1,310.0, None, None,0.0, None,6.2, None,-9.3, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-01 23:00:00,,,1,323.0, None, None,0.0, None,5.6, None,-9.4, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 00:00:00,,,1,343.0, None, None,0.0, None,5.9, None,-9.7, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 01:00:00,,,1,315.0, None, None,0.0, None,5.7, None,-9.8, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 02:00:00,,,1,330.0, None, None,0.0, None,5.3, None,-10.0, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 03:00:00,,,1,317.0, None, None,0.0, None,7.9, None,-10.3, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 04:00:00,,,1,319.0, None, None,0.0, None,5.6, None,-10.4, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 05:00:00,,,1,310.0, None, None,0.0, None,5.4, None,-10.7, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 06:00:00,,,1,325.0, None, None,0.0, None,7.2, None,-10.8, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 07:00:00,,,1,322.0, None, None,0.0, None,6.9, None,-10.9, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 08:00:00,,,1,315.0, None, None,0.0, None,6.0, None,-11.0, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 09:00:00,,,1,323.0, None, None,0.0, None,6.6, None,-10.9, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 10:00:00,,,1,344.0, None, None,0.0, None,7.6, None,-10.6, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 11:00:00,,,1,23.0, None, None,0.0, None,5.9, None,-10.0, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 12:00:00,,,1,354.0, None, None,0.0, None,6.8, None,-9.9, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 13:00:00,,,1,343.0, None, None,0.0, None,4.4, None,-9.4, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 14:00:00,,,1,21.0, None, None,0.0, None,4.2, None,-9.6, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 15:00:00,,,1,339.0, None, None,0.0, None,4.9, None,-9.8, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 16:00:00,,,1,2.0, None, None,0.0, None,3.9, None,-9.8, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 17:00:00,,,1,336.0, None, None,0.0, None,5.7, None,-10.2, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 18:00:00,,,1,332.0, None, None,0.0, None,7.3, None,-10.3, None, None, None,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 19:00:00,,,1,292.0, None, None,0.0, None,4.4, None,-10.2, None, None, None,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 20:00:00,,,1,322.0, None, None,0.0, None,3.2, None,-9.8, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 21:00:00,,,1,324.0, None, None,0.0, None,7.8, None,-10.2, None, None, None,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 22:00:00,,,1,302.0, None, None,0.0, None,7.2, None,-10.3, None, None, None,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-02 23:00:00,,,1,328.0, None, None,0.0, None,6.5, None,-10.3, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 00:00:00,,,1,328.0, None, None,0.0, None,8.8, None,-10.5, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 01:00:00,,,1,331.0, None, None,0.0, None,7.7, None,-10.4, None, None, None,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 02:00:00,,,1,341.0, None, None,0.0, None,9.2, None,-10.3, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 03:00:00,,,1,337.0, None, None,0.0, None,3.8, None,-10.3, None, None, None,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 04:00:00,,,1,298.0, None, None,0.0, None,4.1, None,-10.4, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 05:00:00,,,1,338.0, None, None,0.0, None,3.7, None,-10.5, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 06:00:00,,,1,311.0, None, None,0.0, None,5.6, None,-10.6, None, None, None,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 07:00:00,,,1,293.0, None, None,0.0, None,4.1, None,-10.8, None, None, None,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 08:00:00,,,1,280.0, None, None,0.0, None,4.9, None,-11.1, None, None, None,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 09:00:00,,,1,337.0, None, None,0.0, None,7.8, None,-11.2, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 10:00:00,,,1,340.0, None, None,0.0, None,6.6, None,-10.9, None, None, None,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 11:00:00,,,1,346.0, None, None,0.0, None,5.7, None,-10.6, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 12:00:00,,,1,33.0, None, None,0.0, None,5.8, None,-10.1, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 13:00:00,,,1,52.0, None, None,0.0, None,6.2, None,-9.8, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 14:00:00,,,1,353.0, None, None,0.0, None,4.5, None,-10.0, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 15:00:00,,,1,37.0, None, None,0.0, None,4.2, None,-10.7, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 16:00:00,,,1,312.0, None, None,0.0, None,4.9, None,-10.8, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 17:00:00,,,1,334.0, None, None,0.0, None,5.3, None,-11.0, None, None, None,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 18:00:00,,,1,31.0, None, None,0.0, None,1.7, None,-10.6, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 19:00:00,,,1,337.0, None, None,0.0, None,5.1, None,-10.6, None, None, None,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 20:00:00,,,1,327.0, None, None,0.0, None,3.3, None,-10.2, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 21:00:00,,,1,323.0, None, None,0.0, None,7.7, None,-10.3, None, None, None,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 22:00:00,,,1,329.0, None, None,0.0, None,6.9, None,-10.1, None, None, None,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-03 23:00:00,,,1,312.0, None, None,0.0, None,5.4, None,-10.1, None, None, None,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 00:00:00,,,1,342.0, None, None,0.0, None,4.1, None,-9.5, None, None, None,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 01:00:00,,,1,296.0, None, None,0.0, None,4.5, None,-9.5, None, None, None,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 02:00:00,,,1,327.0, None, None,0.0, None,3.1, None,-9.5, None, None, None,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 03:00:00,,,1,272.0, None, None,0.0, None,3.1, None,-9.2, None, None, None,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 04:00:00,,,1,117.0, None, None,0.0, None,2.2, None,-8.7, None, None, None,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-01-04 05:00:00,,,1,339.0, None, None,0.0, None,2.1, None,-8.5, None, None, None,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
