WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
41.1, None, None, None, 100.0, None,2020-12-09 00:00:00, None,50
45.7, None, None, None, 100.0, None,2020-12-09 01:00:00, None,50
339.2, None, None, None, 100.0, None,2020-12-09 02:00:00, None,50
64.9, None, None, None, 100.0, None,2020-12-09 03:00:00, None,50
41.9, None, None, None, 100.0, None,2020-12-09 04:00:00, None,50
5.0, None, None, None, 100.0, None,2020-12-09 05:00:00, None,50
25.5, None, None, None, 100.0, None,2020-12-09 06:00:00, None,50
39.1, None, None, None, 100.0, None,2020-12-09 07:00:00, None,50
16.3, None, None, None, 100.0, None,2020-12-09 08:00:00, None,50
29.6, None, None, None, 100.0, None,2020-12-09 09:00:00, None,50
89.4, None, None, None, 100.0, None,2020-12-09 10:00:00, None,50
97.5, None, None, None, 100.0, None,2020-12-09 11:00:00, None,50
73.0, None, None, None, 100.0, None,2020-12-09 12:00:00, None,50
28.2, None, None, None, 100.0, None,2020-12-09 13:00:00, None,50
230.3, None, None, None, 100.0, None,2020-12-09 14:00:00, None,50
53.9, None, None, None, 99.8, None,2020-12-09 15:00:00, None,50
35.2, None, None, None, 100.0, None,2020-12-09 16:00:00, None,50
29.9, None, None, None, 100.0, None,2020-12-09 17:00:00, None,50
6.7, None, None, None, 100.0, None,2020-12-09 18:00:00, None,50
17.1, None, None, None, 100.0, None,2020-12-09 19:00:00, None,50
34.2, None, None, None, 100.0, None,2020-12-09 20:00:00, None,50
62.0, None, None, None, 100.0, None,2020-12-09 21:00:00, None,50
21.2, None, None, None, 100.0, None,2020-12-09 22:00:00, None,50
4.9, None, None, None, 100.0, None,2020-12-09 23:00:00, None,50
58.7, None, None, None, 100.0, None,2020-12-10 00:00:00, None,50
167.6, None, None, None, 100.0, None,2020-12-10 01:00:00, None,50
125.5, None, None, None, 100.0, None,2020-12-10 02:00:00, None,50
32.5, None, None, None, 100.0, None,2020-12-10 03:00:00, None,50
39.0, None, None, None, 99.5, None,2020-12-10 04:00:00, None,50
38.9, None, None, None, 99.4, None,2020-12-10 05:00:00, None,50
11.4, None, None, None, 100.0, None,2020-12-10 06:00:00, None,50
27.1, None, None, None, 100.0, None,2020-12-10 07:00:00, None,50
33.0, None, None, None, 99.5, None,2020-12-10 08:00:00, None,50
44.0, None, None, None, 99.9, None,2020-12-10 09:00:00, None,50
43.3, None, None, None, 99.6, None,2020-12-10 10:00:00, None,50
26.0, None, None, None, 98.3, None,2020-12-10 11:00:00, None,50
23.2, None, None, None, 95.3, None,2020-12-10 12:00:00, None,50
7.7, None, None, None, 92.3, None,2020-12-10 13:00:00, None,50
322.2, None, None, None, 85.0, None,2020-12-10 14:00:00, None,50
330.4, None, None, None, 87.3, None,2020-12-10 15:00:00, None,50
13.3, None, None, None, 92.4, None,2020-12-10 16:00:00, None,50
346.8, None, None, None, 88.5, None,2020-12-10 17:00:00, None,50
54.3, None, None, None, 93.4, None,2020-12-10 18:00:00, None,50
41.9, None, None, None, 95.5, None,2020-12-10 19:00:00, None,50
38.1, None, None, None, 96.2, None,2020-12-10 20:00:00, None,50
54.7, None, None, None, 96.1, None,2020-12-10 21:00:00, None,50
40.1, None, None, None, 93.6, None,2020-12-10 22:00:00, None,50
49.5, None, None, None, 93.9, None,2020-12-10 23:00:00, None,50
37.0, None, None, None, 93.6, None,2020-12-11 00:00:00, None,50
23.7, None, None, None, 97.2, None,2020-12-11 01:00:00, None,50
27.1, None, None, None, 98.5, None,2020-12-11 02:00:00, None,50
41.8, None, None, None, 97.1, None,2020-12-11 03:00:00, None,50
23.1, None, None, None, 97.3, None,2020-12-11 04:00:00, None,50
13.5, None, None, None, 97.7, None,2020-12-11 05:00:00, None,50
33.4, None, None, None, 97.5, None,2020-12-11 06:00:00, None,50
36.9, None, None, None, 98.8, None,2020-12-11 07:00:00, None,50
132.0, None, None, None, 99.7, None,2020-12-11 08:00:00, None,50
35.8, None, None, None, 100.0, None,2020-12-11 09:00:00, None,50
27.7, None, None, None, 100.0, None,2020-12-11 10:00:00, None,50
31.8, None, None, None, 100.0, None,2020-12-11 11:00:00, None,50
50.5, None, None, None, 100.0, None,2020-12-11 12:00:00, None,50
45.5, None, None, None, 100.0, None,2020-12-11 13:00:00, None,50
53.4, None, None, None, 99.5, None,2020-12-11 14:00:00, None,50
23.9, None, None, None, 99.0, None,2020-12-11 15:00:00, None,50
330.0, None, None, None, 97.0, None,2020-12-11 16:00:00, None,50
46.2, None, None, None, 95.4, None,2020-12-11 17:00:00, None,50
359.9, None, None, None, 95.9, None,2020-12-11 18:00:00, None,50
29.4, None, None, None, 97.2, None,2020-12-11 19:00:00, None,50
29.2, None, None, None, 98.4, None,2020-12-11 20:00:00, None,50
37.4, None, None, None, 99.6, None,2020-12-11 21:00:00, None,50
26.0, None, None, None, 99.8, None,2020-12-11 22:00:00, None,50
26.3, None, None, None, 99.3, None,2020-12-11 23:00:00, None,50
32.9, None, None, None, 97.8, None,2020-12-12 00:00:00, None,50
22.1, None, None, None, 97.7, None,2020-12-12 01:00:00, None,50
42.9, None, None, None, 96.8, None,2020-12-12 02:00:00, None,50
4.2, None, None, None, 97.1, None,2020-12-12 03:00:00, None,50
61.5, None, None, None, 98.4, None,2020-12-12 04:00:00, None,50
20.5, None, None, None, 97.9, None,2020-12-12 05:00:00, None,50
36.6, None, None, None, 97.6, None,2020-12-12 06:00:00, None,50
17.1, None, None, None, 97.5, None,2020-12-12 07:00:00, None,50
17.5, None, None, None, 97.9, None,2020-12-12 08:00:00, None,50
31.2, None, None, None, 98.7, None,2020-12-12 09:00:00, None,50
31.3, None, None, None, 99.2, None,2020-12-12 10:00:00, None,50
28.5, None, None, None, 98.0, None,2020-12-12 11:00:00, None,50
36.8, None, None, None, 97.3, None,2020-12-12 12:00:00, None,50
30.1, None, None, None, 93.6, None,2020-12-12 13:00:00, None,50
200.9, None, None, None, 84.3, None,2020-12-12 14:00:00, None,50
206.9, None, None, None, 80.0, None,2020-12-12 15:00:00, None,50
80.9, None, None, None, 87.5, None,2020-12-12 16:00:00, None,50
30.4, None, None, None, 91.5, None,2020-12-12 17:00:00, None,50
307.2, None, None, None, 89.6, None,2020-12-12 18:00:00, None,50
44.7, None, None, None, 92.1, None,2020-12-12 19:00:00, None,50
35.3, None, None, None, 92.4, None,2020-12-12 20:00:00, None,50
41.4, None, None, None, 94.9, None,2020-12-12 21:00:00, None,50
62.2, None, None, None, 94.4, None,2020-12-12 22:00:00, None,50
35.2, None, None, None, 90.7, None,2020-12-12 23:00:00, None,50
36.7, None, None, None, 93.8, None,2020-12-13 00:00:00, None,50
40.5, None, None, None, 94.2, None,2020-12-13 01:00:00, None,50
36.1, None, None, None, 94.1, None,2020-12-13 02:00:00, None,50
41.1, None, None, None, 93.2, None,2020-12-13 03:00:00, None,50
47.4, None, None, None, 92.0, None,2020-12-13 04:00:00, None,50
260.9, None, None, None, 85.4, None,2020-12-13 05:00:00, None,50
227.9, None, None, None, 80.3, None,2020-12-13 06:00:00, None,50
297.4, None, None, None, 75.0, None,2020-12-13 07:00:00, None,50
26.2, None, None, None, 69.4, None,2020-12-13 08:00:00, None,50
14.1, None, None, None, 66.4, None,2020-12-13 09:00:00, None,50
206.2, None, None, None, 67.1, None,2020-12-13 10:00:00, None,50
179.4, None, None, None, 66.7, None,2020-12-13 11:00:00, None,50
166.7, None, None, None, 63.6, None,2020-12-13 12:00:00, None,50
33.5, None, None, None, 59.0, None,2020-12-13 13:00:00, None,50
31.1, None, None, None, 55.2, None,2020-12-13 14:00:00, None,50
31.2, None, None, None, 53.8, None,2020-12-13 15:00:00, None,50
17.7, None, None, None, 54.3, None,2020-12-13 16:00:00, None,50
33.3, None, None, None, 56.4, None,2020-12-13 17:00:00, None,50
38.5, None, None, None, 57.0, None,2020-12-13 18:00:00, None,50
36.0, None, None, None, 57.7, None,2020-12-13 19:00:00, None,50
37.4, None, None, None, 59.5, None,2020-12-13 20:00:00, None,50
36.2, None, None, None, 61.7, None,2020-12-13 21:00:00, None,50
2.9, None, None, None, 63.3, None,2020-12-13 22:00:00, None,50
11.8, None, None, None, 64.2, None,2020-12-13 23:00:00, None,50
1.7, None, None, None, 68.0, None,2020-12-14 00:00:00, None,50
351.7, None, None, None, 72.1, None,2020-12-14 01:00:00, None,50
342.1, None, None, None, 78.1, None,2020-12-14 02:00:00, None,50
203.5, None, None, None, 86.4, None,2020-12-14 03:00:00, None,50
224.3, None, None, None, 93.2, None,2020-12-14 04:00:00, None,50
229.6, None, None, None, 97.5, None,2020-12-14 05:00:00, None,50
180.0, None, None, None, 98.5, None,2020-12-14 06:00:00, None,50
