pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None,-11.1, 50.0, None, None,477.0, 148.0,2019-12-17 00:00:00, None,51
None, None, None, None, None,-11.9, 50.0, None, None,477.0, 148.0,2019-12-17 01:00:00, None,51
None, None, None, None, None,-11.9, 49.0, None, None,477.0, 148.0,2019-12-17 02:00:00, None,51
None, None, None, None, None,-11.7, 50.0, None, None,477.0, 148.0,2019-12-17 03:00:00, None,51
None, None, None, None, None,-11.6, 50.0, None, None,477.0, 148.0,2019-12-17 04:00:00, None,51
None, None, None, None, None,-11.4, 50.0, None, None,477.0, 148.0,2019-12-17 05:00:00, None,51
None, None, None, None, None,-10.9, 50.0, None, None,477.0, 148.0,2019-12-17 06:00:00, None,51
None, None, None, None, None,-10.4, 50.0, None, None,477.0, 148.0,2019-12-17 07:00:00, None,51
None, None, None, None, None,-10.3, 50.0, None, None,477.0, 148.0,2019-12-17 08:00:00, None,51
None, None, None, None, None,-9.8, 50.0, None, None,477.0, 148.0,2019-12-17 09:00:00, None,51
None, None, None, None, None,-9.5, 50.0, None, None,477.0, 148.0,2019-12-17 10:00:00, None,51
None, None, None, None, None,-9.1, 49.0, None, None,477.0, 148.0,2019-12-17 11:00:00, None,51
None, None, None, None, None,-8.8, 50.0, None, None,477.0, 148.0,2019-12-17 12:00:00, None,51
None, None, None, None, None,-8.4, 51.0, None, None,476.0, 149.0,2019-12-17 13:00:00, None,51
None, None, None, None, None,-8.1, 53.0, None, None,477.0, 151.0,2019-12-17 14:00:00, None,51
None, None, None, None, None,-7.7, 55.0, None, None,480.0, 153.0,2019-12-17 15:00:00, None,51
None, 390.0, None, None, None,-7.4, 56.0, None, None,481.0, 155.0,2019-12-17 16:00:00, None,51
None, None, None, None, None,-7.3, 57.0, None, None,481.0, 157.0,2019-12-17 17:00:00, None,51
None, None, None, None, None,-7.3, 58.0, None, None,482.0, 158.0,2019-12-17 18:00:00, None,51
None, None, None, None, None,-6.8, 59.0, None, None,482.0, 158.0,2019-12-17 19:00:00, None,51
