CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
-4.146, None, None, None, None, None, None, None, None, -4.1, -4.2, None, 1.0, None, -2.3, None, None,2022-02-12 00:00:00, None, None, None,7
-4.404, None, None, None, None, None, None, None, None, -4.4, -4.4, None, 1.0, None, -2.3, None, None,2022-02-12 01:00:00, None, None, None,7
-4.576, None, None, None, None, None, None, None, None, -4.6, -4.6, None, 0.1, None, -2.3, None, None,2022-02-12 02:00:00, None, None, None,7
-4.979, None, None, None, None, None, None, None, None, -5.0, -5.0, None, 1.0, None, -2.3, None, None,2022-02-12 03:00:00, None, None, None,7
-4.892, None, None, None, None, None, None, None, None, -4.9, -5.0, None, 0.1, None, -2.3, None, None,2022-02-12 04:00:00, None, None, None,7
-5.344, None, None, None, None, None, None, None, None, -5.3, -5.3, None, 0.1, None, -2.3, None, None,2022-02-12 05:00:00, None, None, None,7
-5.556, None, None, None, None, None, None, None, None, -5.6, -5.6, None, 0.1, None, -2.3, None, None,2022-02-12 06:00:00, None, None, None,7
-5.846, None, None, None, None, None, None, None, None, -5.8, -6.1, None, 0.1, None, -5.6, None, None,2022-02-12 07:00:00, None, None, None,7
-6.069, None, None, None, None, None, None, None, None, -6.1, -6.7, None, -0.1, None, -5.6, None, None,2022-02-12 08:00:00, None, None, None,7
-4.912, None, None, None, None, None, None, None, None, -4.9, -6.7, None, -1.0, None, -4.8, None, None,2022-02-12 09:00:00, None, None, None,7
-4.701, None, None, None, None, None, None, None, None, -4.7, -6.7, None, -1.0, None, -4.4, None, None,2022-02-12 10:00:00, None, None, None,7
-2.501, None, None, None, None, None, None, None, None, -2.5, -6.7, None, -4.0, None, -1.9, None, None,2022-02-12 11:00:00, None, None, None,7
-0.286, None, None, None, None, None, None, None, None, -0.3, -6.7, None, -9.0, None, -0.2, None, None,2022-02-12 12:00:00, None, None, None,7
0.07, None, None, None, None, None, None, None, None, 0.1, -6.7, None, -3.0, None, 1.2, None, None,2022-02-12 13:00:00, None, None, None,7
