air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
6.1,5.7, -7999.0,8.1,73.0,2022-02-12 00:00:00,2.0,7
4.0,3.3, -7999.0,8.1,100.0,2022-02-12 01:00:00,4.0,7
5.3,3.3, -7999.0,8.1,77.0,2022-02-12 02:00:00,2.0,7
5.3,3.3, -7999.0,8.1,77.0,2022-02-12 03:00:00,1.0,7
5.4,3.3, -7999.0,8.1,70.0,2022-02-12 04:00:00,1.0,7
4.5,3.3, -7999.0,8.1,83.0,2022-02-12 05:00:00,2.0,7
3.5,3.3, -7999.0,8.1,100.0,2022-02-12 06:00:00,3.0,7
4.2,3.3, -7999.0,4.0,74.0,2022-02-12 07:00:00,1.0,7
4.5,3.3, -7999.0,5.1,75.0,2022-02-12 08:00:00,1.0,7
5.3,3.2, -7999.0,5.5,64.0,2022-02-12 09:00:00,-1.0,7
4.5,3.2, -7999.0,5.7,73.0,2022-02-12 10:00:00,0.0,7
7.1,3.2, -7999.0,7.8,64.0,2022-02-12 11:00:00,1.0,7
5.6,3.2, -7999.0,8.8,61.0,2022-02-12 12:00:00,-2.0,7
7.0,3.2, -7999.0,8.8,69.0,2022-02-12 13:00:00,2.0,7
8.1,3.2, -7999.0,8.8,60.0,2022-02-12 14:00:00,1.0,7
9.5,3.2, -7999.0,9.8,55.0,2022-02-12 15:00:00,1.0,7
9.4,3.2, -7999.0,9.8,57.0,2022-02-12 16:00:00,1.0,7
7.9,3.2, -7999.0,10.1,64.0,2022-02-12 17:00:00,2.0,7
8.5,3.2, -7999.0,10.1,59.0,2022-02-12 18:00:00,1.0,7
8.9,7.3, -7999.0,9.5,58.0,2022-02-12 19:00:00,1.0,7
8.2,7.3, -7999.0,9.5,66.0,2022-02-12 20:00:00,2.0,7
8.3,7.3, -7999.0,9.5,66.0,2022-02-12 21:00:00,2.0,7
8.3,7.3, -7999.0,9.5,65.0,2022-02-12 22:00:00,2.0,7
