RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
25.88, None, None, None, 9.17, 64.82, -20.0, -5.0, -20.0, None, None, None, None, None, None, None, None, None, -4.992, None, -2.8, 26.0, None, 7.82, None, -5.0, 0.0, None,2022-02-12 00:00:00, None,7
26.87, None, None, None, 9.07, 64.19, -20.0, -5.3, -20.0, None, None, None, None, None, None, None, None, None, -5.256, None, -2.8, 27.0, None, 9.26, None, -5.3, 0.0, None,2022-02-12 01:00:00, None,7
30.31, None, None, None, 9.94, 64.92, -19.0, -5.6, -19.0, None, None, None, None, None, None, None, None, None, -5.548, None, -2.8, 30.0, None, 10.5, None, -5.5, 0.0, None,2022-02-12 02:00:00, None,7
32.14, None, None, None, 11.1, 60.64, -18.0, -5.8, -18.0, None, None, None, None, None, None, None, None, None, -5.772, None, -2.8, 32.0, None, 9.3, None, -5.8, 0.0, None,2022-02-12 03:00:00, None,7
34.93, None, None, None, 10.6, 64.12, -18.0, -6.0, -18.0, None, None, None, None, None, None, None, None, None, -6.03, None, -2.8, 35.0, None, 9.35, None, -6.0, 0.0, None,2022-02-12 04:00:00, None,7
30.77, None, None, None, 8.06, 70.2, -19.0, -6.4, -19.0, None, None, None, None, None, None, None, None, None, -6.384, None, -2.8, 31.0, None, 13.36, None, -6.4, -0.1, None,2022-02-12 05:00:00, None,7
23.73, None, None, None, 1.189, 101.5, -22.0, -6.4, -22.0, None, None, None, None, None, None, None, None, None, -5.921, None, -2.8, 24.0, None, 64.72, None, -5.9, 0.0, None,2022-02-12 06:00:00, None,7
23.33, None, None, None, 4.442, 206.9, -21.0, -5.9, -21.0, None, None, None, None, None, None, None, None, None, -5.429, None, -5.4, 23.0, None, 14.46, None, -5.4, 0.0, None,2022-02-12 07:00:00, None,7
25.35, None, None, None, 2.646, 69.24, -21.0, -6.1, -21.0, None, None, None, None, None, None, None, None, None, -6.128, None, -5.4, 25.0, None, 57.04, None, -6.1, 0.0, None,2022-02-12 08:00:00, None,7
24.4, None, None, None, 4.182, 66.96, -21.0, -6.4, -21.0, None, None, None, None, None, None, None, None, None, -5.921, None, -5.4, 24.0, None, 33.53, None, -5.9, 0.0, None,2022-02-12 09:00:00, None,7
23.29, None, None, None, 5.088, 213.6, -21.0, -6.4, -21.0, None, None, None, None, None, None, None, None, None, -4.862, None, -4.8, 23.0, None, 15.54, None, -4.9, 0.0, None,2022-02-12 10:00:00, None,7
22.56, None, None, None, 7.74, 204.0, -20.0, -6.4, -20.0, None, None, None, None, None, None, None, None, None, -3.666, None, -3.7, 23.0, None, 14.95, None, -3.7, 0.0, None,2022-02-12 11:00:00, None,7
22.19, None, None, None, 9.96, 193.9, -19.0, -6.4, -19.0, None, None, None, None, None, None, None, None, None, -2.024, None, -2.0, 22.0, None, 15.57, None, -2.0, 0.0, None,2022-02-12 12:00:00, None,7
