pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -3.573, 0.2, None, None, None, None, -3.6, -3.6, 0.2, None, 0.0,2022-02-12 00:00:00, 38.0, 38.44, None,7
None, -4.262, 0.2, None, None, None, None, -4.3, -4.4, 0.0, None, 0.0,2022-02-12 01:00:00, 39.0, 38.53, None,7
None, -5.38, 0.2, None, None, None, None, -5.4, -5.7, 0.0, None, 0.0,2022-02-12 02:00:00, 38.0, 38.4, None,7
None, -5.807, 0.2, None, None, None, None, -5.8, -6.0, 0.0, None, 0.0,2022-02-12 03:00:00, 38.0, 38.42, None,7
None, -6.008, 0.2, None, None, None, None, -6.0, -6.9, 0.0, None, 0.0,2022-02-12 04:00:00, 39.0, 38.5, None,7
None, -7.13, 0.2, None, None, None, None, -7.1, -7.8, 0.0, None, 0.0,2022-02-12 05:00:00, 38.0, 38.34, None,7
None, -8.41, 0.2, None, None, None, None, -8.4, -8.8, 0.0, None, 0.0,2022-02-12 06:00:00, 39.0, 38.61, None,7
None, -8.66, -7.3, None, None, None, None, -8.7, -8.8, 0.0, None, 0.0,2022-02-12 07:00:00, 38.0, 38.43, None,7
None, -8.34, -7.3, None, None, None, None, -8.3, -9.2, -0.4, None, 0.0,2022-02-12 08:00:00, 38.0, 38.33, None,7
None, -7.18, -7.0, None, None, None, None, -7.2, -9.2, 0.0, None, 0.0,2022-02-12 09:00:00, 38.0, 38.41, None,7
None, -5.526, -5.5, None, None, None, None, -5.5, -9.2, -0.1, None, 0.0,2022-02-12 10:00:00, 38.0, 38.34, None,7
None, -0.943, -0.8, None, None, None, None, -0.9, -9.2, 0.0, None, 0.0,2022-02-12 11:00:00, 38.0, 37.85, None,7
None, 1.885, 2.4, None, None, None, None, 1.9, -9.2, 0.0, None, 0.0,2022-02-12 12:00:00, 38.0, 37.93, None,7
None, 5.828, 5.8, None, None, None, None, 5.8, -9.2, -0.2, None, -1.0,2022-02-12 13:00:00, 37.0, 37.24, None,7
None, 3.982, 6.7, None, None, None, None, 4.0, -9.2, 0.0, None, 0.0,2022-02-12 14:00:00, 37.0, 37.41, None,7
None, 3.241, 6.7, None, None, None, None, 3.2, -9.2, 0.0, None, 0.0,2022-02-12 15:00:00, 37.0, 37.31, None,7
None, 1.524, 6.7, None, None, None, None, 1.5, -9.2, 0.0, None, 0.0,2022-02-12 16:00:00, 37.0, 37.4, None,7
None, -0.252, 6.7, None, None, None, None, -0.3, -9.2, 0.0, None, 0.0,2022-02-12 17:00:00, 38.0, 37.64, None,7
None, -1.228, 6.7, None, None, None, None, -1.2, -9.2, 0.0, None, 0.0,2022-02-12 18:00:00, 38.0, 37.54, None,7
