pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
None, -3.484, -1.0, None, None, None, None, -3.5, -3.5, 0.3, None, None,2022-02-12 00:00:00, None, None,7
None, -4.054, -1.0, None, None, None, None, -4.1, -4.2, 0.0, None, None,2022-02-12 01:00:00, None, None,7
None, -4.837, -1.0, None, None, None, None, -4.8, -4.8, None, None, None,2022-02-12 03:00:00, None, None,7
None, -5.45, -1.0, None, None, None, None, -5.5, -5.5, 0.0, None, None,2022-02-12 04:00:00, None, None,7
None, -5.585, -1.0, None, None, None, None, -5.6, -5.7, 0.1, None, None,2022-02-12 05:00:00, None, None,7
None, -5.584, -1.0, None, None, None, None, -5.6, -6.0, 0.2, None, None,2022-02-12 06:00:00, None, None,7
None, -5.056, -5.0, None, None, None, None, -5.1, -5.6, 0.0, None, None,2022-02-12 07:00:00, None, None,7
None, -5.085, -4.9, None, None, None, None, -5.1, -5.6, 0.0, None, None,2022-02-12 08:00:00, None, None,7
None, -4.339, -4.3, None, None, None, None, -4.3, -5.6, -0.1, None, None,2022-02-12 09:00:00, None, None,7
None, -3.835, -3.8, None, None, None, None, -3.8, -5.6, 0.0, None, None,2022-02-12 10:00:00, None, None,7
None, -3.323, -3.1, None, None, None, None, -3.3, -5.6, -0.2, None, None,2022-02-12 11:00:00, None, None,7
None, -2.405, -2.4, None, None, None, None, -2.4, -5.6, -0.2, None, None,2022-02-12 12:00:00, None, None,7
None, -1.009, -1.0, None, None, None, None, -1.0, -5.6, 0.0, None, None,2022-02-12 13:00:00, None, None,7
None, 0.449, 0.4, None, None, None, None, 0.4, -5.6, -0.2, None, None,2022-02-12 14:00:00, None, None,7
None, 0.334, 0.8, None, None, None, None, 0.3, -5.6, -0.3, None, None,2022-02-12 15:00:00, None, None,7
None, 0.324, 0.8, None, None, None, None, 0.3, -5.6, 0.0, None, None,2022-02-12 16:00:00, None, None,7
None, -0.409, 0.8, None, None, None, None, -0.4, -5.6, -0.2, None, None,2022-02-12 17:00:00, None, None,7
None, -0.541, 0.8, None, None, None, None, -0.5, -5.6, 0.0, None, None,2022-02-12 18:00:00, None, None,7
None, -0.127, 0.0, None, None, None, None, -0.1, -0.5, 0.1, None, None,2022-02-12 19:00:00, None, None,7
None, -0.672, 0.0, None, None, None, None, -0.7, -0.7, 0.0, None, None,2022-02-12 20:00:00, None, None,7
None, -0.099, 0.0, None, None, None, None, -0.1, -0.7, 0.0, None, None,2022-02-12 21:00:00, None, None,7
None, -0.296, 0.1, None, None, None, None, -0.3, -0.7, 0.0, None, None,2022-02-12 22:00:00, None, None,7
None, -0.588, 0.1, None, None, None, None, -0.6, -0.7, 0.0, None, None,2022-02-12 23:00:00, None, None,7
None, -0.052, 0.1, None, None, None, None, -0.1, -0.7, 0.0, None, None,2022-02-13 00:00:00, None, None,7
None, 0.033, 0.1, None, None, None, None, 0.0, -0.7, 0.0, None, None,2022-02-13 01:00:00, None, None,7
None, -0.532, 0.1, None, None, None, None, -0.5, -0.7, 0.0, None, None,2022-02-13 02:00:00, None, None,7
None, -0.569, 0.1, None, None, None, None, -0.6, -0.7, 0.0, None, None,2022-02-13 03:00:00, None, None,7
