AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
None, 0.0, 9.0, None,2021-06-25 00:00:00, None, 22.4,26
9.0, None, None, -15.0,2021-06-25 00:05:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 00:20:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 00:35:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 00:50:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 01:05:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 01:20:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 01:35:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 01:50:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 02:05:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 02:20:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 02:35:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 02:50:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 03:05:00, 0.0, None,26
9.6, None, None, -15.0,2021-06-25 03:20:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 03:35:00, 0.0, None,26
9.1, None, None, -15.0,2021-06-25 03:50:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 04:05:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 04:20:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 04:35:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 04:50:00, 0.0, None,26
9.4, None, None, -15.0,2021-06-25 05:05:00, 0.0, None,26
9.5, None, None, -15.0,2021-06-25 05:20:00, 0.0, None,26
9.3, None, None, -15.0,2021-06-25 05:35:00, 0.0, None,26
9.6, None, None, -15.0,2021-06-25 05:50:00, 0.0, None,26
None, None, None, -15.0,2021-06-25 05:57:00, None, None,26
9.8, None, None, -15.0,2021-06-25 06:05:00, 0.0, None,26
10.0, None, None, -15.0,2021-06-25 06:20:00, 0.0, None,26
10.3, None, None, -15.0,2021-06-25 06:35:00, 0.0, None,26
10.5, None, None, -15.0,2021-06-25 06:50:00, 0.0, None,26
10.6, None, None, -15.0,2021-06-25 07:05:00, 0.0, None,26
10.7, None, None, -15.0,2021-06-25 07:20:00, 0.0, None,26
10.9, None, None, -15.0,2021-06-25 07:35:00, 0.0, None,26
11.1, None, None, -15.0,2021-06-25 07:50:00, 0.0, None,26
11.5, None, None, -15.0,2021-06-25 08:05:00, 0.0, None,26
12.3, None, None, -15.0,2021-06-25 08:20:00, 0.0, None,26
12.5, None, None, -15.0,2021-06-25 08:35:00, 0.0, None,26
12.8, None, None, -15.0,2021-06-25 08:50:00, 0.0, None,26
12.9, None, None, -15.0,2021-06-25 09:05:00, 0.0, None,26
13.1, None, None, -15.0,2021-06-25 09:20:00, 0.0, None,26
13.2, None, None, -15.0,2021-06-25 09:35:00, 0.0, None,26
13.3, None, None, -15.0,2021-06-25 09:50:00, 0.0, None,26
13.7, None, None, -15.0,2021-06-25 10:05:00, 0.0, None,26
13.8, None, None, -15.0,2021-06-25 10:20:00, 0.0, None,26
14.2, None, None, -15.0,2021-06-25 10:35:00, 0.0, None,26
14.9, None, None, -15.0,2021-06-25 10:50:00, 0.0, None,26
14.9, None, None, -15.0,2021-06-25 11:05:00, 0.0, None,26
16.4, None, None, -15.0,2021-06-25 11:20:00, 0.0, None,26
17.6, None, None, -15.0,2021-06-25 11:35:00, 0.0, None,26
17.5, None, None, -15.0,2021-06-25 11:50:00, 0.0, None,26
18.3, None, None, -15.0,2021-06-25 12:05:00, 0.0, None,26
17.1, None, None, -14.0,2021-06-25 12:20:00, 0.0, None,26
17.9, None, None, -14.0,2021-06-25 12:35:00, 0.0, None,26
18.5, None, None, -14.0,2021-06-25 12:50:00, 0.0, None,26
17.9, None, None, -14.0,2021-06-25 13:05:00, 0.0, None,26
19.0, None, None, -14.0,2021-06-25 13:20:00, 0.0, None,26
19.4, None, None, -15.0,2021-06-25 13:35:00, 0.0, None,26
20.4, None, None, -14.0,2021-06-25 13:50:00, 0.0, None,26
20.7, None, None, -14.0,2021-06-25 14:05:00, 0.0, None,26
20.7, None, None, -14.0,2021-06-25 14:20:00, 0.0, None,26
19.9, None, None, -14.0,2021-06-25 14:35:00, 0.0, None,26
20.1, None, None, -14.0,2021-06-25 14:50:00, 0.0, None,26
20.3, None, None, -14.0,2021-06-25 15:05:00, 0.0, None,26
19.7, None, None, -14.0,2021-06-25 15:20:00, 0.0, None,26
21.5, None, None, -14.0,2021-06-25 15:35:00, 0.0, None,26
20.7, None, None, -14.0,2021-06-25 15:50:00, 0.0, None,26
21.0, None, None, -14.0,2021-06-25 16:05:00, 0.0, None,26
20.9, None, None, -14.0,2021-06-25 16:20:00, 0.0, None,26
21.2, None, None, -14.0,2021-06-25 16:35:00, 0.0, None,26
22.0, None, None, -14.0,2021-06-25 16:50:00, 0.0, None,26
22.4, None, None, -14.0,2021-06-25 17:05:00, 0.0, None,26
20.7, None, None, -14.0,2021-06-25 17:20:00, 0.0, None,26
22.2, None, None, -14.0,2021-06-25 17:35:00, 0.0, None,26
21.8, None, None, -14.0,2021-06-25 17:50:00, 0.0, None,26
21.7, None, None, -14.0,2021-06-25 18:05:00, 0.0, None,26
20.7, None, None, -14.0,2021-06-25 18:20:00, 0.0, None,26
21.3, None, None, -14.0,2021-06-25 18:35:00, 0.0, None,26
21.0, None, None, -14.0,2021-06-25 18:50:00, 0.0, None,26
19.8, None, None, -14.0,2021-06-25 19:05:00, 0.0, None,26
19.4, None, None, -14.0,2021-06-25 19:20:00, 0.0, None,26
19.8, None, None, -14.0,2021-06-25 19:35:00, 0.0, None,26
20.1, None, None, -14.0,2021-06-25 19:50:00, 0.0, None,26
19.7, None, None, -14.0,2021-06-25 20:05:00, 0.0, None,26
19.4, None, None, -14.0,2021-06-25 20:20:00, 0.0, None,26
18.8, None, None, -14.0,2021-06-25 20:35:00, 0.0, None,26
18.5, None, None, -14.0,2021-06-25 20:50:00, 0.0, None,26
18.3, None, None, -15.0,2021-06-25 21:05:00, 0.0, None,26
18.0, None, None, -15.0,2021-06-25 21:20:00, 0.0, None,26
17.5, None, None, -15.0,2021-06-25 21:35:00, 0.0, None,26
17.3, None, None, -15.0,2021-06-25 21:50:00, 0.0, None,26
17.1, None, None, -15.0,2021-06-25 22:05:00, 0.0, None,26
17.2, None, None, -15.0,2021-06-25 22:20:00, 0.0, None,26
17.0, None, None, -15.0,2021-06-25 22:35:00, 0.0, None,26
16.7, None, None, -15.0,2021-06-25 22:50:00, 0.0, None,26
16.5, None, None, -15.0,2021-06-25 23:05:00, 0.0, None,26
16.3, None, None, -15.0,2021-06-25 23:20:00, 0.0, None,26
16.3, None, None, -15.0,2021-06-25 23:35:00, 0.0, None,26
16.1, None, None, -15.0,2021-06-25 23:50:00, 0.0, None,26
None, 0.0, 13.4, None,2021-06-26 00:00:00, None, 25.9,26
16.0, None, None, -15.0,2021-06-26 00:05:00, 0.0, None,26
15.8, None, None, -15.0,2021-06-26 00:20:00, 0.0, None,26
15.8, None, None, -15.0,2021-06-26 00:35:00, 0.0, None,26
15.7, None, None, -15.0,2021-06-26 00:50:00, 0.0, None,26
15.6, None, None, -15.0,2021-06-26 01:05:00, 0.0, None,26
15.3, None, None, -15.0,2021-06-26 01:20:00, 0.0, None,26
15.1, None, None, -15.0,2021-06-26 01:35:00, 0.0, None,26
14.9, None, None, -15.0,2021-06-26 01:50:00, 0.0, None,26
14.7, None, None, -15.0,2021-06-26 02:05:00, 0.0, None,26
14.7, None, None, -15.0,2021-06-26 02:20:00, 0.0, None,26
