CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -8.58, 23.02, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.6, -8.6, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 00:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.6, 23.03, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.6, -8.7, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 01:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.84, 23.1, None, None, None, 0.1, 0.0, 0.0, 324.0, -24.0, 0.0, -8.8, -8.8, 0.0, -24.0, None, 324.0, -8.0, None, None, 23.0, None,2021-01-29 02:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.49, 23.0, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.5, -8.9, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 03:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.43, 22.98, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.4, -8.9, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 04:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.45, 22.98, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.5, -8.9, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 05:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.71, 23.06, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.7, -8.9, 0.0, -24.0, None, 0.0, -8.0, None, None, 23.0, None,2021-01-29 06:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -9.29, 23.24, None, None, None, 0.0, 0.0, 0.0, 0.0, -25.0, 0.0, -9.3, -9.3, 0.0, -25.0, None, 0.0, -8.7, None, None, 23.0, None,2021-01-29 07:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -9.13, 23.19, None, None, None, 0.0, 0.0, 0.0, 0.0, -25.0, 0.0, -9.1, -9.6, 0.0, -25.0, None, 0.0, -8.7, None, None, 23.0, None,2021-01-29 08:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -7.78, 22.78, None, None, None, 0.3, 0.143, 0.001, 321.8, -24.0, 0.0, -7.8, -9.6, 0.0, -24.0, None, 322.0, -7.8, None, None, 23.0, None,2021-01-29 09:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -6.476, 22.39, None, None, None, 0.0, 0.0, 0.0, 0.0, -23.0, 0.0, -6.5, -9.6, 0.0, -23.0, None, 0.0, -6.5, None, None, 22.0, None,2021-01-29 10:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -4.327, 21.75, None, None, None, 0.0, 0.0, 0.0, 0.0, -21.0, 0.0, -4.3, -9.6, 0.0, -21.0, None, 0.0, -4.3, None, None, 22.0, None,2021-01-29 11:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -2.138, 21.09, None, None, None, 0.2, 0.578, 0.0, 169.1, -19.0, 0.0, -2.1, -9.6, 0.0, -19.0, None, 169.0, -2.1, None, None, 21.0, None,2021-01-29 12:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -1.791, 20.99, None, None, None, 3.0, 1.445, 0.051, 187.1, -19.0, 0.1, -1.8, -9.6, 0.0, -19.0, None, 187.0, -1.8, None, None, 21.0, None,2021-01-29 13:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -1.631, 20.94, None, None, None, 8.6, 12.46, 0.983, 191.9, -19.0, 1.0, -1.6, -9.6, 0.0, -19.0, None, 192.0, -1.2, None, None, 21.0, None,2021-01-29 14:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -2.868, 21.31, None, None, None, 2.6, 15.21, 0.109, 246.1, -20.0, 0.1, -2.9, -9.6, 0.0, -20.0, None, 246.0, -1.2, None, None, 21.0, None,2021-01-29 15:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -3.801, 21.59, None, None, None, 0.5, 0.0, 0.002, 337.5, -21.0, 0.0, -3.8, -9.6, 0.0, -21.0, None, 338.0, -1.2, None, None, 22.0, None,2021-01-29 16:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -6.586, 22.43, None, None, None, 0.4, 2.12, 0.001, 209.6, -23.0, 0.0, -6.6, -9.6, 0.0, -23.0, None, 210.0, -1.2, None, None, 22.0, None,2021-01-29 17:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.97, 23.14, None, None, None, 0.0, 0.0, 0.0, 0.0, -25.0, 0.0, -9.0, -9.6, 0.0, -25.0, None, 0.0, -1.2, None, None, 23.0, None,2021-01-29 18:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.49, 23.0, None, None, None, 0.0, 0.0, 0.0, 0.0, -24.0, 0.0, -8.5, -9.2, 0.0, -24.0, None, 0.0, -8.5, None, None, 23.0, None,2021-01-29 19:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -8.86, 23.11, None, None, None, 1.7, 0.27, 0.034, 10.05, -24.0, 0.0, -8.9, -9.2, 0.0, -24.0, None, 10.0, -8.3, None, None, 23.0, None,2021-01-29 20:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -9.88, 23.42, None, None, None, 0.0, 0.0, 0.0, 0.0, -25.0, 0.0, -9.9, -9.9, 0.0, -25.0, None, 0.0, -8.3, None, None, 23.0, None,2021-01-29 21:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -10.06, 23.47, None, None, None, 0.0, 0.0, 0.0, 0.0, -25.0, 0.0, -10.1, -10.3, 0.0, -25.0, None, 0.0, -8.3, None, None, 23.0, None,2021-01-29 22:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -10.29, 23.54, None, None, None, 0.2, 0.0, 0.0, 56.92, -26.0, 0.0, -10.3, -10.3, 0.0, -26.0, None, 57.0, -8.3, None, None, 24.0, None,2021-01-29 23:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -11.03, 23.76, None, None, None, 0.0, 0.0, 0.0, 0.0, -26.0, 0.0, -11.0, -11.0, 0.0, -26.0, None, 0.0, -8.3, None, None, 24.0, None,2021-01-30 00:00:00, -6999.0, None, -6999.0, -6999.0,5
None, -11.12, 23.79, None, None, None, 0.0, 0.0, 0.0, 0.0, -26.0, 0.0, -11.1, -11.1, 0.0, -26.0, None, 0.0, -8.3, None, None, 24.0, None,2021-01-30 01:00:00, -6999.0, None, -6999.0, -6999.0,5
