RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, 39.6, 31.74, 229.3, -6999.0, -15.1, None, None, 229.0, None, None, 0.0, None, None, None, -14.58, None, -14.2, -6999.0, None, 8.45, 31.7, -14.6, 0.0, -6999.0,2021-01-29 00:00:00, -6999.0,5
None, None, None, 31.8, 20.77, 234.7, -6999.0, -15.1, None, None, 235.0, None, None, 0.0, None, None, None, -14.99, None, -14.2, -6999.0, None, 13.82, 20.8, -15.0, 0.0, -6999.0,2021-01-29 01:00:00, -6999.0,5
None, None, None, 34.7, 17.55, 250.5, -6999.0, -15.1, None, None, 251.0, None, None, 0.0, None, None, None, -14.55, None, -14.2, -6999.0, None, 22.29, 17.6, -14.6, 0.0, -6999.0,2021-01-29 02:00:00, -6999.0,5
None, None, None, 31.7, 17.11, 245.6, -6999.0, -15.1, None, None, 246.0, None, None, 0.0, None, None, None, -14.37, None, -14.2, -6999.0, None, 23.57, 17.1, -14.4, 0.0, -6999.0,2021-01-29 03:00:00, -6999.0,5
None, None, None, 34.4, 19.97, 244.7, -6999.0, -15.1, None, None, 245.0, None, None, 0.0, None, None, None, -14.62, None, -14.2, -6999.0, None, 19.42, 20.0, -14.6, 0.0, -6999.0,2021-01-29 04:00:00, -6999.0,5
None, None, None, 38.0, 20.09, 243.0, -6999.0, -15.1, None, None, 243.0, None, None, 0.0, None, None, None, -14.37, None, -14.2, -6999.0, None, 21.96, 20.1, -14.4, 0.0, -6999.0,2021-01-29 05:00:00, -6999.0,5
None, None, None, 39.6, 26.83, 235.0, -6999.0, -15.1, None, None, 235.0, None, None, 0.0, None, None, None, -13.07, None, -13.1, -6999.0, None, 16.37, 26.8, -13.1, 0.0, -6999.0,2021-01-29 06:00:00, -6999.0,5
None, None, None, 40.7, 28.58, 223.9, -6999.0, -13.1, None, None, 224.0, None, None, 0.0, None, None, None, -12.66, None, -12.6, -6999.0, None, 7.23, 28.6, -12.7, 0.0, -6999.0,2021-01-29 07:00:00, -6999.0,5
None, None, None, 37.1, 25.08, 216.5, -6999.0, -13.1, None, None, 217.0, None, None, 0.0, None, None, None, -12.65, None, -12.6, -6999.0, None, 9.44, 25.1, -12.7, 0.0, -6999.0,2021-01-29 08:00:00, -6999.0,5
None, None, None, 37.5, 22.94, 202.2, -6999.0, -13.1, None, None, 202.0, None, None, 0.0, None, None, None, -12.45, None, -12.5, -6999.0, None, 6.613, 22.9, -12.5, 0.0, -6999.0,2021-01-29 09:00:00, -6999.0,5
None, None, None, 28.4, 16.82, 199.3, -6999.0, -13.1, None, None, 199.0, None, None, 0.0, None, None, None, -11.89, None, -11.9, -6999.0, None, 10.21, 16.8, -11.9, 0.0, -6999.0,2021-01-29 10:00:00, -6999.0,5
None, None, None, 29.9, 15.82, 190.7, -6999.0, -13.1, None, None, 191.0, None, None, 0.0, None, None, None, -11.17, None, -11.2, -6999.0, None, 16.47, 15.8, -11.2, 0.0, -6999.0,2021-01-29 11:00:00, -6999.0,5
None, None, None, 32.8, 18.53, 188.3, -6999.0, -13.1, None, None, 188.0, None, None, 0.0, None, None, None, -10.83, None, -10.6, -6999.0, None, 14.44, 18.5, -10.8, 0.0, -6999.0,2021-01-29 12:00:00, -6999.0,5
None, None, None, 40.4, 19.98, 185.7, -6999.0, -13.1, None, None, 186.0, None, None, 0.0, None, None, None, -10.18, None, -10.2, -6999.0, None, 18.26, 20.0, -10.2, 0.0, -6999.0,2021-01-29 13:00:00, -6999.0,5
