ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
0.0,0.0, 5.5,0.0,2020-05-07,0.0,18.0,19
0.0,0.0, 8.0,0.0,2020-05-08,0.0,24.0,19
9.6,9.6, 12.0,0.0,2020-05-11,0.0,24.0,19
1.6,1.6, 11.0,0.0,2020-05-12,0.0,17.5,19
