pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 9.0, 86.9, None, None, None, None, None, None, 7.0, 9.0, 9.0, 0.3, 7.0, None, 15.5, 87.0, None,2021-08-06 00:00:00, None, None, None,32
None, None, 8.52, 87.6, None, None, None, None, None, None, 7.0, 8.5, 8.5, -0.1, 7.0, None, 15.5, 88.0, None,2021-08-06 01:00:00, None, None, None,32
None, None, 8.37, 88.0, None, None, None, None, None, None, 6.0, 8.4, 8.4, 0.2, 6.0, None, 15.5, 88.0, None,2021-08-06 02:00:00, None, None, None,32
None, None, 8.04, 88.3, None, None, None, None, None, None, 6.0, 8.0, 8.1, 0.0, 6.0, None, 15.5, 88.0, None,2021-08-06 03:00:00, None, None, None,32
None, None, None, None, None, None, None, None, None, None, 6.0, 7.5, 7.5, 0.0, None, None, 15.5, 89.0, None,2021-08-06 04:00:00, None, None, None,32
None, None, 7.5, 88.9, None, None, None, None, None, None, 6.0, 7.5, 7.5, 0.0, 6.0, None, 15.5, 89.0, None,2021-08-06 05:00:00, None, None, None,32
None, None, 7.795, 89.1, None, None, None, None, None, None, 6.0, 7.8, 7.5, 0.1, 6.0, None, 15.5, 89.0, None,2021-08-06 06:00:00, None, None, None,32
None, None, 7.743, 88.5, None, None, None, None, None, None, 6.0, 7.7, 7.6, 0.0, 6.0, None, 7.8, 89.0, None,2021-08-06 07:00:00, None, None, None,32
None, None, 8.98, 87.2, None, None, None, None, None, None, 7.0, 9.0, 7.6, 0.0, 7.0, None, 9.0, 87.0, None,2021-08-06 08:00:00, None, None, None,32
None, None, 8.91, 87.8, None, None, None, None, None, None, 7.0, 8.9, 7.6, 0.0, 7.0, None, 9.1, 88.0, None,2021-08-06 09:00:00, None, None, None,32
