RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 25.29, 229.6, None, 2.0, None, None, None, None, None, 0.0, None, None, None, 2.088, None, 4.1, None, None, 15.21, None, 2.1, 0.0, None,2021-08-06 00:00:00, None,32
None, None, None, None, 14.58, 261.1, None, 1.8, None, None, None, None, None, 0.0, None, None, None, 1.906, None, 4.1, None, None, 29.07, None, 1.9, 0.0, None,2021-08-06 01:00:00, None,32
None, None, None, None, 11.9, 278.8, None, 1.8, None, None, None, None, None, 0.0, None, None, None, 1.801, None, 4.1, None, None, 34.92, None, 1.8, 0.0, None,2021-08-06 02:00:00, None,32
None, None, None, None, 18.15, 248.5, None, 1.7, None, None, None, None, None, 0.0, None, None, None, 1.677, None, 4.1, None, None, 25.0, None, 1.7, 0.0, None,2021-08-06 03:00:00, None,32
None, None, None, None, 15.0, 269.5, None, 1.6, None, None, None, None, None, 0.0, None, None, None, 1.62, None, 4.1, None, None, 30.5, None, 1.6, 0.0, None,2021-08-06 04:00:00, None,32
None, None, None, None, 14.66, 257.0, None, 1.5, None, None, None, None, None, 0.0, None, None, None, 1.543, None, 4.1, None, None, 33.53, None, 1.5, 0.0, None,2021-08-06 05:00:00, None,32
None, None, None, None, 21.43, 285.1, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 1.2, None, 4.1, None, None, 30.35, None, 1.2, 0.0, None,2021-08-06 06:00:00, None,32
None, None, None, None, 18.67, 298.5, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 1.572, None, 1.7, None, None, 20.82, None, 1.6, 0.0, None,2021-08-06 07:00:00, None,32
None, None, None, None, 17.12, 309.6, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 1.907, None, 1.9, None, None, 23.64, None, 1.9, 0.0, None,2021-08-06 08:00:00, None,32
None, None, None, None, 9.78, 316.8, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 2.902, None, 2.9, None, None, 33.57, None, 2.9, 0.0, None,2021-08-06 09:00:00, None,32
None, None, None, None, 12.59, 305.4, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 2.164, None, 2.9, None, None, 30.38, None, 2.2, 0.0, None,2021-08-06 10:00:00, None,32
None, None, None, None, 14.55, 282.4, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 3.667, None, 3.7, None, None, 32.15, None, 3.7, 0.0, None,2021-08-06 11:00:00, None,32
None, None, None, None, 6.422, 317.2, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 4.974, None, 5.0, None, None, 40.62, None, 5.0, 0.0, None,2021-08-06 12:00:00, None,32
None, None, None, None, 7.7, 290.2, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 4.833, None, 5.0, None, None, 44.26, None, 4.8, 0.0, None,2021-08-06 13:00:00, None,32
None, None, None, None, 10.32, 277.5, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 4.427, None, 5.1, None, None, 43.52, None, 4.4, 0.0, None,2021-08-06 14:00:00, None,32
None, None, None, None, 16.55, 287.6, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 3.958, None, 5.1, None, None, 36.42, None, 4.0, 0.0, None,2021-08-06 15:00:00, None,32
None, None, None, None, 18.44, 279.7, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 4.015, None, 5.1, None, None, 31.92, None, 4.0, 0.0, None,2021-08-06 16:00:00, None,32
None, None, None, None, 18.1, 290.9, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 3.362, None, 5.1, None, None, 30.06, None, 3.4, 0.0, None,2021-08-06 17:00:00, None,32
None, None, None, None, 27.09, 262.6, None, 1.2, None, None, None, None, None, 0.0, None, None, None, 2.815, None, 5.1, None, None, 28.39, None, 2.8, 0.0, None,2021-08-06 18:00:00, None,32
None, None, None, None, 17.32, 294.0, None, 2.5, None, None, None, None, None, 0.0, None, None, None, 2.595, None, 3.0, None, None, 31.89, None, 2.6, 0.0, None,2021-08-06 19:00:00, None,32
None, None, None, None, 18.41, 289.8, None, 2.2, None, None, None, None, None, 0.0, None, None, None, 2.164, None, 3.0, None, None, 31.5, None, 2.2, 0.0, None,2021-08-06 20:00:00, None,32
None, None, None, None, 18.03, 288.4, None, 1.7, None, None, None, None, None, 0.0, None, None, None, 1.705, None, 3.0, None, None, 29.4, None, 1.7, 0.0, None,2021-08-06 21:00:00, None,32
None, None, None, None, 14.69, 288.2, None, 1.6, None, None, None, None, None, 0.0, None, None, None, 1.629, None, 3.0, None, None, 29.88, None, 1.6, 0.0, None,2021-08-06 22:00:00, None,32
None, None, None, None, 16.51, 271.8, None, 1.5, None, None, None, None, None, 0.0, None, None, None, 1.534, None, 3.0, None, None, 28.1, None, 1.5, 0.0, None,2021-08-06 23:00:00, None,32
None, None, None, None, 19.52, 262.5, None, 1.1, None, None, None, None, None, 0.0, None, None, None, 1.076, None, 3.0, None, None, 27.86, None, 1.1, 0.0, None,2021-08-07 00:00:00, None,32
None, None, None, None, 21.88, 263.2, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.057, None, 3.0, None, None, 25.08, None, 1.1, 0.0, None,2021-08-07 01:00:00, None,32
None, None, None, None, 25.73, 298.4, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.114, None, 3.0, None, None, 15.12, None, 1.1, 0.0, None,2021-08-07 02:00:00, None,32
None, None, None, None, 23.59, 304.2, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.154, None, 3.0, None, None, 14.75, None, 1.2, 0.0, None,2021-08-07 03:00:00, None,32
None, None, None, None, 23.2, 308.8, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.133, None, 3.0, None, None, 13.99, None, 1.1, 0.0, None,2021-08-07 04:00:00, None,32
None, None, None, None, 22.36, 312.0, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.144, None, 3.0, None, None, 12.61, None, 1.1, 0.0, None,2021-08-07 05:00:00, None,32
None, None, None, None, 24.27, 302.2, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.124, None, 3.0, None, None, 11.1, None, 1.1, 0.0, None,2021-08-07 06:00:00, None,32
None, None, None, None, 25.16, 309.6, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.296, None, 1.3, None, None, 8.5, None, 1.3, 0.0, None,2021-08-07 07:00:00, None,32
None, None, None, None, 22.44, 307.4, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.555, None, 1.6, None, None, 11.06, None, 1.6, 0.0, None,2021-08-07 08:00:00, None,32
None, None, None, None, 18.55, 311.6, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 1.908, None, 1.9, None, None, 9.92, None, 1.9, 0.0, None,2021-08-07 09:00:00, None,32
None, None, None, None, 10.8, 317.6, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 3.323, None, 3.3, None, None, 12.92, None, 3.3, 0.0, None,2021-08-07 10:00:00, None,32
None, None, None, None, 7.86, 331.4, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 4.389, None, 4.6, None, None, 16.7, None, 4.4, 0.0, None,2021-08-07 11:00:00, None,32
None, None, None, None, 8.07, 332.8, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 6.569, None, 6.6, None, None, 18.71, None, 6.6, 0.0, None,2021-08-07 12:00:00, None,32
None, None, None, None, 9.99, 333.9, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 6.941, None, 7.0, None, None, 19.45, None, 6.9, 0.0, None,2021-08-07 13:00:00, None,32
None, None, None, None, 6.881, 341.7, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 9.2, None, 9.4, None, None, 29.65, None, 9.2, 0.0, None,2021-08-07 14:00:00, None,32
None, None, None, None, 5.066, 343.8, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 9.78, None, 10.1, None, None, 34.16, None, 9.8, 0.0, None,2021-08-07 15:00:00, None,32
None, None, None, None, 7.21, 339.2, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 10.06, None, 10.5, None, None, 23.91, None, 10.1, 0.0, None,2021-08-07 16:00:00, None,32
None, None, None, None, 7.17, 337.5, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 7.9, None, 10.8, None, None, 21.07, None, 7.9, 0.0, None,2021-08-07 17:00:00, None,32
None, None, None, None, 8.73, 338.5, None, 1.0, None, None, None, None, None, 0.0, None, None, None, 7.98, None, 10.8, None, None, 21.41, None, 8.0, 0.0, None,2021-08-07 18:00:00, None,32
None, None, None, None, 6.004, 334.8, None, 7.5, None, None, None, None, None, 0.0, None, None, None, 7.89, None, 8.0, None, None, 22.99, None, 7.9, 0.0, None,2021-08-07 19:00:00, None,32
None, None, None, None, 4.169, 324.2, None, 7.0, None, None, None, None, None, 0.0, None, None, None, 6.996, None, 8.6, None, None, 19.69, None, 7.0, 0.0, None,2021-08-07 20:00:00, None,32
None, None, None, None, 5.718, 342.8, None, 6.2, None, None, None, None, None, 0.0, None, None, None, 6.221, None, 8.6, None, None, 25.24, None, 6.2, 0.0, None,2021-08-07 21:00:00, None,32
None, None, None, None, 4.297, 24.81, None, 5.7, None, None, None, None, None, 0.0, None, None, None, 5.719, None, 8.6, None, None, 34.47, None, 5.7, 0.0, None,2021-08-07 22:00:00, None,32
None, None, None, None, 3.207, 63.85, None, 5.6, None, None, None, None, None, 0.0, None, None, None, 5.623, None, 8.6, None, None, 45.34, None, 5.6, 0.0, None,2021-08-07 23:00:00, None,32
None, None, None, None, 3.354, 89.0, None, 5.4, None, None, None, None, None, 0.0, None, None, None, 5.546, None, 8.6, None, None, 45.26, None, 5.5, 0.0, None,2021-08-08 00:00:00, None,32
None, None, None, None, 3.397, 268.2, None, 5.1, None, None, None, None, None, 0.0, None, None, None, 5.064, None, 8.6, None, None, 27.43, None, 5.1, 0.0, None,2021-08-08 01:00:00, None,32
None, None, None, None, 6.252, 285.2, None, 4.1, None, None, None, None, None, 0.0, None, None, None, 4.131, None, 8.6, None, None, 12.04, None, 4.1, 0.0, None,2021-08-08 02:00:00, None,32
None, None, None, None, 8.53, 278.4, None, 3.8, None, None, None, None, None, 0.0, None, None, None, 3.831, None, 8.6, None, None, 10.25, None, 3.8, 0.0, None,2021-08-08 03:00:00, None,32
None, None, None, None, 12.43, 271.6, None, 3.8, None, None, None, None, None, 0.0, None, None, None, 4.042, None, 8.6, None, None, 18.84, None, 4.0, 0.0, None,2021-08-08 04:00:00, None,32
None, None, None, None, 19.31, 267.8, None, 3.8, None, None, None, None, None, 0.0, None, None, None, 4.118, None, 8.6, None, None, 22.33, None, 4.1, 0.0, None,2021-08-08 05:00:00, None,32
