pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 16.45, 94.5, 28.1, 95.0, 15.0, 16.5, 16.4, 15.0, 1.0, None,2021-08-06 00:00:00, None, None,32
None, 15.89, 95.1, 28.1, 95.0, 15.0, 15.9, 15.6, 15.0, 1.0, None,2021-08-06 01:00:00, None, None,32
None, 15.79, 93.9, 28.1, 94.0, 15.0, 15.8, 15.6, 15.0, 0.0, None,2021-08-06 02:00:00, None, None,32
None, 15.57, 91.6, 28.1, 92.0, 14.0, 15.6, 15.1, 14.0, 1.0, None,2021-08-06 03:00:00, None, None,32
None, 19.18, 54.95, 28.1, 55.0, 10.0, 19.2, 15.1, 10.0, 0.0, None,2021-08-06 04:00:00, None, None,32
None, 18.16, 61.8, 28.1, 62.0, 11.0, 18.2, 15.1, 11.0, 0.0, None,2021-08-06 05:00:00, None, None,32
None, 19.49, 49.99, 28.1, 50.0, 10.0, 19.5, 15.1, 10.0, 0.0, None,2021-08-06 06:00:00, None, None,32
None, 19.2, 50.62, 20.2, 51.0, 8.0, 19.2, 19.2, 8.0, 0.0, None,2021-08-06 07:00:00, None, None,32
None, 19.43, 50.15, 20.2, 50.0, 9.0, 19.4, 19.2, 9.0, 0.0, None,2021-08-06 08:00:00, None, None,32
None, 19.77, 44.54, 20.5, 45.0, 7.0, 19.8, 19.2, 7.0, 0.0, None,2021-08-06 09:00:00, None, None,32
None, 20.22, 43.32, 20.7, 43.0, 7.0, 20.2, 19.2, 7.0, 0.0, None,2021-08-06 10:00:00, None, None,32
None, 20.29, 48.36, 20.7, 48.0, 9.0, 20.3, 19.2, 9.0, 0.0, None,2021-08-06 11:00:00, None, None,32
None, 20.85, 40.65, 21.3, 41.0, 7.0, 20.9, 19.2, 7.0, 0.0, None,2021-08-06 12:00:00, None, None,32
None, 21.12, 39.3, 21.6, 39.0, 6.0, 21.1, 19.2, 6.0, -0.2, None,2021-08-06 13:00:00, None, None,32
None, 21.17, 40.0, 21.7, 40.0, 7.0, 21.2, 19.2, 7.0, 0.0, None,2021-08-06 14:00:00, None, None,32
None, 21.25, 40.77, 21.7, 41.0, 7.0, 21.3, 19.2, 7.0, 0.0, None,2021-08-06 15:00:00, None, None,32
None, 20.74, 40.82, 21.7, 41.0, 7.0, 20.7, 19.2, 7.0, 0.1, None,2021-08-06 16:00:00, None, None,32
None, 21.32, 40.99, 21.7, 41.0, 8.0, 21.3, 19.2, 8.0, -0.4, None,2021-08-06 17:00:00, None, None,32
None, 20.5, 43.69, 22.3, 44.0, 8.0, 20.5, 19.2, 8.0, 0.5, None,2021-08-06 18:00:00, None, None,32
None, 19.84, 45.88, 20.5, 46.0, 8.0, 19.8, 19.5, 8.0, 0.0, None,2021-08-06 19:00:00, None, None,32
None, 18.96, 47.1, 20.5, 47.0, 8.0, 19.0, 18.9, 8.0, 0.0, None,2021-08-06 20:00:00, None, None,32
None, 18.55, 49.32, 20.5, 49.0, 8.0, 18.6, 18.5, 8.0, 0.0, None,2021-08-06 21:00:00, None, None,32
None, 18.18, 51.23, 20.5, 51.0, 9.0, 18.2, 18.1, 9.0, 0.0, None,2021-08-06 22:00:00, None, None,32
