RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 2.78, 284.3, None, 10.7, None, None, None, None, None, 0.0, None, None, None, 10.79, None, 14.1, None, None, 35.7, None, 10.8, 0.0, None,2021-08-06 00:00:00, None,32
None, None, None, None, 2.991, 282.1, None, 10.5, None, None, None, None, None, 0.0, None, None, None, 10.52, None, 14.1, None, None, 33.89, None, 10.5, 0.0, None,2021-08-06 01:00:00, None,32
None, None, None, None, 2.664, 297.1, None, 10.3, None, None, None, None, None, 0.0, None, None, None, 10.41, None, 14.1, None, None, 30.99, None, 10.4, 0.0, None,2021-08-06 02:00:00, None,32
None, None, None, None, 2.406, 285.9, None, 10.1, None, None, None, None, None, 0.0, None, None, None, 10.48, None, 14.1, None, None, 37.66, None, 10.5, 0.0, None,2021-08-06 03:00:00, None,32
None, None, None, None, 1.521, 274.1, None, 10.0, None, None, None, None, None, 0.0, None, None, None, 10.13, None, 14.1, None, None, 45.24, None, 10.1, 0.0, None,2021-08-06 04:00:00, None,32
None, None, None, None, 2.269, 265.9, None, 10.0, None, None, None, None, None, 0.0, None, None, None, 10.22, None, 14.1, None, None, 40.43, None, 10.2, 0.0, None,2021-08-06 05:00:00, None,32
None, None, None, None, 2.457, 279.5, None, 10.0, None, None, None, None, None, 0.0, None, None, None, 10.12, None, 14.1, None, None, 35.78, None, 10.1, 0.0, None,2021-08-06 06:00:00, None,32
None, None, None, None, 2.381, 279.9, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 10.46, None, 10.5, None, None, 39.17, None, 10.5, 0.0, None,2021-08-06 08:00:00, None,32
None, None, None, None, 2.568, 261.9, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 10.57, None, 10.7, None, None, 37.93, None, 10.6, 0.0, None,2021-08-06 09:00:00, None,32
None, None, None, None, 3.208, 253.2, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 11.48, None, 11.7, None, None, 38.56, None, 11.5, 0.0, None,2021-08-06 10:00:00, None,32
None, None, None, None, 3.198, 243.5, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.06, None, 13.1, None, None, 41.6, None, 13.1, 0.0, None,2021-08-06 11:00:00, None,32
None, None, None, None, 3.46, 238.8, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 12.64, None, 14.3, None, None, 42.96, None, 12.6, 0.0, None,2021-08-06 12:00:00, None,32
None, None, None, None, 2.992, 254.4, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 12.78, None, 14.3, None, None, 43.82, None, 12.8, 0.0, None,2021-08-06 13:00:00, None,32
None, None, None, None, 3.226, 251.7, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.91, None, 14.3, None, None, 41.06, None, 13.9, 0.0, None,2021-08-06 14:00:00, None,32
None, None, None, None, 4.056, 274.5, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.05, None, 14.3, None, None, 42.04, None, 13.1, 0.0, None,2021-08-06 15:00:00, None,32
None, None, None, None, 3.109, 270.4, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.1, None, 14.3, None, None, 46.84, None, 13.1, 0.0, None,2021-08-06 16:00:00, None,32
None, None, None, None, 2.739, 283.7, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.12, None, 14.3, None, None, 46.92, None, 13.1, 0.0, None,2021-08-06 17:00:00, None,32
None, None, None, None, 2.469, 264.0, None, 9.5, None, None, None, None, None, 0.0, None, None, None, 13.37, None, 15.2, None, None, 49.48, None, 13.4, 0.0, None,2021-08-06 18:00:00, None,32
