RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, 10.4, 2.05, 45.99, -6999.0, -5.0, None, None, 46.0, None, 252.0, None, 251.9, None, None, -5.028, None, -3.9, -6999.0, 51.75, 2.1, -5.0, None, 0.7, -3.0,2020-01-22 00:00:00, None,4
None, None, None, 6.7, 1.629, 64.6, -6999.0, -5.0, None, None, 65.0, None, 254.0, None, 254.1, None, None, -4.979, None, -3.9, -6999.0, 49.6, 1.6, -5.0, None, 0.7, 3.0,2020-01-22 01:00:00, None,4
None, None, None, 8.8, 1.887, 76.12, -6999.0, -5.0, None, None, 76.0, None, 252.0, None, 251.5, None, None, -4.771, None, -3.9, -6999.0, 44.39, 1.9, -4.8, None, 1.2, -3.0,2020-01-22 02:00:00, None,4
None, None, None, 13.6, 2.6, 69.31, -6999.0, -5.0, None, None, 69.0, None, 257.0, None, 257.2, None, None, -4.747, None, -3.9, -6999.0, 42.64, 2.6, -4.7, None, 1.3, 6.0,2020-01-22 03:00:00, None,4
None, None, None, 12.3, 2.335, 71.21, -6999.0, -5.0, None, None, 71.0, None, 256.0, None, 256.1, None, None, -4.67, None, -3.9, -6999.0, 45.67, 2.3, -4.7, None, 0.9, -1.0,2020-01-22 04:00:00, None,4
None, None, None, 10.4, 2.211, 78.53, -6999.0, -5.0, None, None, 79.0, None, 258.0, None, 257.7, None, None, -4.737, None, -3.9, -6999.0, 49.89, 2.2, -4.7, None, 0.2, 2.0,2020-01-22 05:00:00, None,4
None, None, None, 7.3, 1.343, 73.22, -6999.0, -5.0, None, None, 73.0, None, 257.0, None, 256.7, None, None, -5.033, None, -3.9, -6999.0, 39.57, 1.3, -5.0, None, 0.3, -1.0,2020-01-22 06:00:00, None,4
None, None, None, 9.7, 1.909, 63.7, -6999.0, -5.2, None, None, 64.0, None, 258.0, None, 258.1, None, None, -5.2, None, -5.0, -6999.0, 51.91, 1.9, -5.2, None, 0.8, 2.0,2020-01-22 07:00:00, None,4
None, None, None, 8.4, 1.737, 59.98, -6999.0, -5.3, None, None, 60.0, None, 255.0, None, 254.9, None, None, -5.351, None, -5.0, -6999.0, 56.44, 1.7, -5.4, None, 0.0, -3.0,2020-01-22 08:00:00, None,4
None, None, None, 9.5, 0.946, 59.21, -6999.0, -5.4, None, None, 59.0, None, 255.0, None, None, None, None, -5.245, None, -5.0, -6999.0, 59.14, 0.9, -5.2, None, 0.1, -3.0,2020-01-22 09:00:00, None,4
None, None, None, 8.2, 1.344, 47.43, -6999.0, -5.4, None, None, 47.0, None, 255.0, None, 255.4, None, None, -5.19, None, -5.0, -6999.0, 59.42, 1.3, -5.2, None, 0.1, 1.0,2020-01-22 10:00:00, None,4
None, None, None, 7.0, 1.304, 46.63, -6999.0, -5.4, None, None, 47.0, None, 256.0, None, 255.8, None, None, -4.965, None, -5.0, -6999.0, 52.83, 1.3, -5.0, None, 0.1, 1.0,2020-01-22 11:00:00, None,4
None, None, None, 6.0, 0.778, 36.67, -6999.0, -5.4, None, None, 37.0, None, 255.0, None, 255.2, None, None, -4.447, None, -4.3, -6999.0, 60.79, 0.8, -4.4, None, 0.1, -1.0,2020-01-22 12:00:00, None,4
None, None, None, 4.3, 0.791, 50.24, -6999.0, -5.4, None, None, 50.0, None, 255.0, None, 255.0, None, None, -4.371, None, -4.0, -6999.0, 57.5, 0.8, -4.4, None, 0.0, 0.0,2020-01-22 13:00:00, None,4
None, None, None, 3.5, 0.4, 67.72, -6999.0, -5.4, None, None, 68.0, None, 255.0, None, 254.6, None, None, -3.94, None, -3.3, -6999.0, 58.83, 0.4, -3.9, None, 0.0, 0.0,2020-01-22 14:00:00, None,4
None, None, None, 5.7, 0.339, 77.95, -6999.0, -5.4, None, None, 78.0, None, 254.0, None, 254.2, None, None, -4.42, None, -3.3, -6999.0, 57.18, 0.3, -4.4, None, 0.0, 0.0,2020-01-22 15:00:00, None,4
None, None, None, 2.0, 0.09, 110.0, -6999.0, -5.4, None, None, 110.0, None, 254.0, None, 253.6, None, None, -4.543, None, -3.3, -6999.0, 75.78, 0.1, -4.5, None, -0.1, -1.0,2020-01-22 16:00:00, None,4
None, None, None, 5.2, 0.402, 79.11, -6999.0, -5.4, None, None, 79.0, None, 253.0, None, 252.9, None, None, -4.74, None, -3.3, -6999.0, 36.92, 0.4, -4.7, None, 0.0, -1.0,2020-01-22 17:00:00, None,4
None, None, None, 4.4, 0.627, 96.7, -6999.0, -5.4, None, None, 97.0, None, 256.0, None, 255.8, None, None, -4.692, None, -3.3, -6999.0, 38.51, 0.6, -4.7, None, 0.6, 3.0,2020-01-22 18:00:00, None,4
None, None, None, 5.1, 0.608, 171.3, -6999.0, -4.9, None, None, 171.0, None, 257.0, None, 256.8, None, None, -4.872, None, -4.7, -6999.0, 69.2, 0.6, -4.9, None, 0.8, 2.0,2020-01-22 19:00:00, None,4
None, None, None, None, 0.354, 92.2, None, None, None, None, None, None, None, None, 254.1, None, None, -4.873, None, None, None, 29.69, None, None, None, None, None,2020-01-22 20:00:00, None,4
None, None, None, 0.0, 0.0, 164.0, -6999.0, -5.0, None, None, 164.0, None, 254.0, None, 254.4, None, None, -5.008, None, -4.7, -6999.0, 51.88, 0.0, -5.0, None, 0.3, 0.0,2020-01-22 21:00:00, None,4
None, None, None, 5.5, 0.452, 202.4, -6999.0, -5.0, None, None, 202.0, None, 256.0, None, 256.2, None, None, -4.673, None, -4.5, -6999.0, 58.07, 0.5, -4.7, None, 0.2, 2.0,2020-01-22 22:00:00, None,4
None, None, None, 4.0, 0.279, 188.3, -6999.0, -5.0, None, None, 188.0, None, 256.0, None, 255.8, None, None, -4.588, None, -4.5, -6999.0, 52.14, 0.3, -4.6, None, 0.1, 0.0,2020-01-22 23:00:00, None,4
None, None, None, 5.9, 0.648, 80.2, -6999.0, -5.0, None, None, 80.0, None, 257.0, None, 256.8, None, None, -4.37, None, -4.3, -6999.0, 53.82, 0.6, -4.4, None, 0.2, 1.0,2020-01-23 00:00:00, None,4
