RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None,0.304,358.8, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.42, None, None, None, None,19.41, None, None, None, None, None,2018-09-10 00:00:00, None,37
None, None, None, None,1.807,13.12, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.5, None, None, None, None,19.87, None, None, None, None, None,2018-09-10 01:00:00, None,37
None, None, None, None,0.064,318.9, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.38, None, None, None, None,21.42, None, None, None, None, None,2018-09-10 02:00:00, None,37
None, None, None, None,0.058,310.3, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.33, None, None, None, None,65.72, None, None, None, None, None,2018-09-10 03:00:00, None,37
None, None, None, None,0.119,44.81, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.21, None, None, None, None,59.5, None, None, None, None, None,2018-09-10 05:00:00, None,37
None, None, None, None,0.016,29.03, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.29, None, None, None, None,69.7, None, None, None, None, None,2018-09-10 06:00:00, None,37
None, None, None, None,0.003,302.2, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.4, None, None, None, None,65.13, None, None, None, None, None,2018-09-10 07:00:00, None,37
None, None, None, None,0.007,23.86, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.43, None, None, None, None,2.633, None, None, None, None, None,2018-09-10 08:00:00, None,37
None, None, None, None,0.33,63.14, None, None, None,965.0, None, None, None, None, None, None, None, None, 8.48, None, None, None, None,53.92, None, None, None, None, None,2018-09-10 09:00:00, None,37
None, None, None, None,0.083,358.9, None, None, None,965.0, None, None, None, None, None, None, None, None, 9.15, None, None, None, None,20.97, None, None, None, None, None,2018-09-10 10:00:00, None,37
None, None, None, None,0.046,303.7, None, None, None,967.0, None, None, None, None, None, None, None, None, 9.52, None, None, None, None,21.9, None, None, None, None, None,2018-09-10 11:00:00, None,37
None, None, None, None,0.046,188.2, None, None, None,967.0, None, None, None, None, None, None, None, None, 10.03, None, None, None, None,49.71, None, None, None, None, None,2018-09-10 12:00:00, None,37
None, None, None, None,0.547,170.3, None, None, None,967.0, None, None, None, None, None, None, None, None, 10.76, None, None, None, None,37.09, None, None, None, None, None,2018-09-10 13:00:00, None,37
None, None, None, None,0.063,189.5, None, None, None,967.0, None, None, None, None, None, None, None, None, 11.39, None, None, None, None,47.69, None, None, None, None, None,2018-09-10 14:00:00, None,37
None, None, None, None,0.1,108.6, None, None, None,967.0, None, None, None, None, None, None, None, None, 11.94, None, None, None, None,65.81, None, None, None, None, None,2018-09-10 15:00:00, None,37
None, None, None, None,0.34,138.1, None, None, None,967.0, None, None, None, None, None, None, None, None, 11.89, None, None, None, None,42.46, None, None, None, None, None,2018-09-10 16:00:00, None,37
None, None, None, None,0.254,147.6, None, None, None,967.0, None, None, None, None, None, None, None, None, 11.82, None, None, None, None,37.0, None, None, None, None, None,2018-09-10 17:00:00, None,37
None, None, None, None,0.11,141.1, None, None, None,968.0, None, None, None, None, None, None, None, None, 11.5, None, None, None, None,32.49, None, None, None, None, None,2018-09-10 18:00:00, None,37
None, None, None, None,0.009,100.2, None, None, None,968.0, None, None, None, None, None, None, None, None, 11.31, None, None, None, None,3.152, None, None, None, None, None,2018-09-10 19:00:00, None,37
None, None, None, None,0.26,359.1, None, None, None,968.0, None, None, None, None, None, None, None, None, 10.66, None, None, None, None,17.71, None, None, None, None, None,2018-09-10 20:00:00, None,37
None, None, None, None,0.235,353.5, None, None, None,968.0, None, None, None, None, None, None, None, None, 9.93, None, None, None, None,17.11, None, None, None, None, None,2018-09-10 21:00:00, None,37
None, None, None, None,0.026,345.0, None, None, None,968.0, None, None, None, None, None, None, None, None, 9.54, None, None, None, None,7.65, None, None, None, None, None,2018-09-10 22:00:00, None,37
None, None, None, None,0.143,21.18, None, None, None,968.0, None, None, None, None, None, None, None, None, 8.95, None, None, None, None,24.78, None, None, None, None, None,2018-09-10 23:00:00, None,37
None, None, None, None,0.15,323.8, None, None, None,969.0, None, None, None, None, None, None, None, None, 8.52, None, None, None, None,29.13, None, None, None, None, None,2018-09-11 00:00:00, None,37
None, None, None, None,0.008,337.4, None, None, None,969.0, None, None, None, None, None, None, None, None, 7.53, None, None, None, None,12.62, None, None, None, None, None,2018-09-11 01:00:00, None,37
None, None, None, None,0.107,259.0, None, None, None,969.0, None, None, None, None, None, None, None, None, 7.26, None, None, None, None,17.02, None, None, None, None, None,2018-09-11 02:00:00, None,37
None, None, None, None,0.018,314.2, None, None, None,969.0, None, None, None, None, None, None, None, None, 6.687, None, None, None, None,70.7, None, None, None, None, None,2018-09-11 03:00:00, None,37
