RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year,PRECIP_DETECTOR_RATIO,mslp
64.58, None, None, None,15.83,58.46, None, None,-13.0, None, None, None, None, None, None, None, None, None,-8.2, None, None, None, None,13.79, None, None, None, None,2017-12-11 10:00:00, None,50,,
65.95, None, None, None,21.83,58.22, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.82, None, None, None, None,13.07, None, None, None, None,2017-12-11 11:00:00, None,50,,
67.34, None, None, None,17.96,60.42, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.46, None, None, None, None,15.12, None, None, None, None,2017-12-11 12:00:00, None,50,,
64.45, None, None, None,16.65,60.55, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.41, None, None, None, None,14.96, None, None, None, None,2017-12-11 13:00:00, None,50,,
66.74, None, None, None,21.98,61.54, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.1, None, None, None, None,12.52, None, None, None, None,2017-12-11 14:00:00, None,50,,
64.09, None, None, None,21.2,60.59, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.35, None, None, None, None,14.74, None, None, None, None,2017-12-11 15:00:00, None,50,,
60.82, None, None, None,21.97,59.68, None, None,-13.0, None, None, None, None, None, None, None, None, None,-7.86, None, None, None, None,12.76, None, None, None, None,2017-12-11 16:00:00, None,50,,
63.24, None, None, None,20.85,58.77, None, None,-13.0, None, None, None, None, None, None, None, None, None,-8.06, None, None, None, None,13.07, None, None, None, None,2017-12-11 17:00:00, None,50,,
65.38, None, None, None,24.26,57.59, None, None,-13.0, None, None, None, None, None, None, None, None, None,-7.92, None, None, None, None,13.86, None, None, None, None,2017-12-11 18:00:00, None,50,,
65.54, None, None, None,16.09,65.89, None, None,-13.0, None, None, None, None, None, None, None, None, None,-7.8, None, None, None, None,20.69, None, None, None, None,2017-12-11 19:00:00, None,50,,
66.48, None, None, None,15.07,57.06, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.65, None, None, None, None,16.59, None, None, None, None,2017-12-11 20:00:00, None,50,,
66.71, None, None, None,17.61,55.48, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.51, None, None, None, None,14.37, None, None, None, None,2017-12-11 21:00:00, None,50,,
66.52, None, None, None,13.44,59.61, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.44, None, None, None, None,16.4, None, None, None, None,2017-12-11 22:00:00, None,50,,
66.72, None, None, None,14.45,56.6, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.32, None, None, None, None,12.08, None, None, None, None,2017-12-11 23:00:00, None,50,,
66.21, None, None, None,14.83,57.09, None, None,-12.0, None, None, None, None, None, None, None, None, None,-7.3, None, None, None, None,10.52, None, None, None, None,2017-12-12 00:00:00, None,50,,
