WDIR_VECT,time,week_of_year
59.7,2022-07-30 00:00:00,31
56.9,2022-07-30 01:00:00,31
38.9,2022-07-30 02:00:00,31
62.8,2022-07-30 03:00:00,31
38.2,2022-07-30 04:00:00,31
33.4,2022-07-30 05:00:00,31
21.8,2022-07-30 06:00:00,31
65.0,2022-07-30 07:00:00,31
121.8,2022-07-30 08:00:00,31
196.1,2022-07-30 09:00:00,31
214.5,2022-07-30 10:00:00,31
244.2,2022-07-30 11:00:00,31
233.3,2022-07-30 12:00:00,31
257.6,2022-07-30 13:00:00,31
263.7,2022-07-30 14:00:00,31
269.4,2022-07-30 15:00:00,31
262.5,2022-07-30 16:00:00,31
222.3,2022-07-30 17:00:00,31
238.4,2022-07-30 18:00:00,31
227.8,2022-07-30 19:00:00,31
226.1,2022-07-30 20:00:00,31
214.4,2022-07-30 21:00:00,31
348.7,2022-07-30 22:00:00,31
52.9,2022-07-30 23:00:00,31
64.1,2022-07-31 00:00:00,31
63.8,2022-07-31 01:00:00,31
52.8,2022-07-31 02:00:00,31
5.3,2022-07-31 03:00:00,31
18.1,2022-07-31 04:00:00,31
7.5,2022-07-31 05:00:00,31
47.3,2022-07-31 06:00:00,31
78.3,2022-07-31 07:00:00,31
182.3,2022-07-31 08:00:00,31
199.7,2022-07-31 09:00:00,31
224.4,2022-07-31 10:00:00,31
255.5,2022-07-31 11:00:00,31
252.9,2022-07-31 12:00:00,31
225.6,2022-07-31 13:00:00,31
217.7,2022-07-31 14:00:00,31
252.7,2022-07-31 15:00:00,31
246.4,2022-07-31 16:00:00,31
232.3,2022-07-31 17:00:00,31
247.5,2022-07-31 18:00:00,31
241.8,2022-07-31 19:00:00,31
229.6,2022-07-31 20:00:00,31
28.6,2022-07-31 21:00:00,31
53.6,2022-07-31 22:00:00,31
51.8,2022-07-31 23:00:00,31
49.7,2022-08-01 00:00:00,31
58.6,2022-08-01 01:00:00,31
335.3,2022-08-01 02:00:00,31
43.5,2022-08-01 03:00:00,31
49.4,2022-08-01 04:00:00,31
1.9,2022-08-01 05:00:00,31
17.2,2022-08-01 06:00:00,31
172.4,2022-08-01 07:00:00,31
150.6,2022-08-01 08:00:00,31
151.5,2022-08-01 09:00:00,31
211.2,2022-08-01 10:00:00,31
236.0,2022-08-01 11:00:00,31
221.1,2022-08-01 12:00:00,31
190.1,2022-08-01 13:00:00,31
263.5,2022-08-01 14:00:00,31
264.0,2022-08-01 15:00:00,31
272.8,2022-08-01 16:00:00,31
266.8,2022-08-01 17:00:00,31
266.8,2022-08-01 18:00:00,31
261.2,2022-08-01 19:00:00,31
225.9,2022-08-01 20:00:00,31
218.5,2022-08-01 21:00:00,31
229.9,2022-08-01 22:00:00,31
219.2,2022-08-01 23:00:00,31
114.9,2022-08-02 00:00:00,31
119.9,2022-08-02 01:00:00,31
132.7,2022-08-02 02:00:00,31
105.6,2022-08-02 03:00:00,31
106.1,2022-08-02 04:00:00,31
99.1,2022-08-02 05:00:00,31
104.0,2022-08-02 06:00:00,31
97.4,2022-08-02 07:00:00,31
100.2,2022-08-02 08:00:00,31
89.6,2022-08-02 09:00:00,31
82.5,2022-08-02 10:00:00,31
160.4,2022-08-02 11:00:00,31
215.4,2022-08-02 12:00:00,31
259.3,2022-08-02 13:00:00,31
270.1,2022-08-02 14:00:00,31
272.8,2022-08-02 15:00:00,31
266.4,2022-08-02 16:00:00,31
271.4,2022-08-02 17:00:00,31
265.8,2022-08-02 18:00:00,31
253.1,2022-08-02 19:00:00,31
223.2,2022-08-02 20:00:00,31
125.2,2022-08-02 21:00:00,31
31.0,2022-08-02 22:00:00,31
61.0,2022-08-02 23:00:00,31
57.0,2022-08-03 00:00:00,31
47.1,2022-08-03 01:00:00,31
63.2,2022-08-03 02:00:00,31
59.1,2022-08-03 03:00:00,31
71.8,2022-08-03 04:00:00,31
23.4,2022-08-03 05:00:00,31
81.3,2022-08-03 06:00:00,31
90.1,2022-08-03 07:00:00,31
100.9,2022-08-03 08:00:00,31
130.7,2022-08-03 09:00:00,31
134.2,2022-08-03 10:00:00,31
148.9,2022-08-03 11:00:00,31
162.5,2022-08-03 12:00:00,31
160.8,2022-08-03 13:00:00,31
203.6,2022-08-03 14:00:00,31
235.0,2022-08-03 15:00:00,31
267.2,2022-08-03 16:00:00,31
352.1,2022-08-03 17:00:00,31
336.9,2022-08-03 18:00:00,31
