pcpn_amt_pst24hrs,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None,-5.5, 19.0, None, None, 334.0, 43.0, None,2019-11-26 00:00:00, None,48
None, None, None, None,-6.1, 21.0, None, None, 335.0, 43.0, None,2019-11-26 01:00:00, None,48
None, None, None, None,-6.3, 19.0, None, None, 334.0, 43.0, None,2019-11-26 02:00:00, None,48
None, None, None, None,-6.3, 19.0, None, None, 335.0, 43.0, None,2019-11-26 03:00:00, None,48
None, None, None, None,-7.3, 19.0, None, None, 335.0, 42.0, None,2019-11-26 04:00:00, None,48
None, None, None, None,-6.7, 19.0, None, None, 335.0, 42.0, None,2019-11-26 05:00:00, None,48
None, None, None, None,-7.1, 19.0, None, None, 335.0, 42.0, None,2019-11-26 06:00:00, None,48
None, None, None, None,-7.3, 19.0, None, None, 335.0, 42.0, None,2019-11-26 07:00:00, None,48
None, None, None, None,-7.3, 19.0, None, None, 335.0, 42.0, None,2019-11-26 08:00:00, None,48
None, None, None, None,-7.6, 19.0, None, None, 335.0, 42.0, None,2019-11-26 09:00:00, None,48
None, None, None, None,-7.6, 19.0, None, None, 335.0, 41.0, None,2019-11-26 10:00:00, None,48
None, None, None, None,-7.8, 19.0, None, None, 336.0, 41.0, None,2019-11-26 11:00:00, None,48
None, None, None, None,-7.5, 19.0, None, None, 336.0, 41.0, None,2019-11-26 12:00:00, None,48
None, None, None, None,-7.7, 18.0, None, None, 335.0, 41.0, None,2019-11-26 13:00:00, None,48
None, None, None, None,-7.8, 20.0, None, None, 335.0, 41.0, None,2019-11-26 14:00:00, None,48
None, None, None, None,-8.0, 17.0, None, None, 335.0, 41.0, None,2019-11-26 15:00:00, None,48
None, None, None, None,-8.1, 18.0, None, None, 335.0, 41.0, None,2019-11-26 16:00:00, None,48
None, None, None, None,-8.3, 18.0, None, None, 335.0, 41.0, None,2019-11-26 17:00:00, None,48
None, None, None, None,-8.5, 20.0, None, None, 335.0, 41.0, None,2019-11-26 18:00:00, None,48
None, None, None, None,-8.3, 20.0, None, None, 335.0, 41.0, None,2019-11-26 19:00:00, None,48
None, None, None, None,-8.3, 21.0, None, None, 335.0, 41.0, None,2019-11-26 20:00:00, None,48
None, None, None, None,-8.3, 20.0, None, None, 335.0, 41.0, None,2019-11-26 21:00:00, None,48
None, None, None, None,-8.7, 21.0, None, None, 335.0, 41.0, None,2019-11-26 22:00:00, None,48
None, None, None, None,-9.0, 21.0, None, None, 336.0, 41.0, None,2019-11-26 23:00:00, None,48
None, None, None, None,-9.3, 21.0, None, None, 337.0, 40.0, None,2019-11-27 00:00:00, None,48
None, None, None, None,-9.3, 21.0, None, None, 336.0, 40.0, None,2019-11-27 01:00:00, None,48
None, None, None, None,-10.4, 20.0, None, None, 336.0, 40.0, None,2019-11-27 02:00:00, None,48
