pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None, None, 592.0, 209.0, None, None, None,2019-11-26 00:00:00, -4.2, None, None, None,48
None, None, 592.0, 209.0, None, None, None,2019-11-26 01:00:00, -4.4, None, None, None,48
None, None, 592.0, 209.0, None, None, None,2019-11-26 02:00:00, -3.9, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 03:00:00, -3.6, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 04:00:00, -3.8, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 05:00:00, -3.7, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 06:00:00, -3.2, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 07:00:00, -0.6, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 08:00:00, 2.0, None, None, None,48
None, None, 592.0, 208.0, None, None, None,2019-11-26 09:00:00, 4.0, None, None, None,48
None, None, 592.0, 209.0, None, None, None,2019-11-26 10:00:00, 4.6, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 11:00:00, 4.8, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 12:00:00, 1.5, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 13:00:00, 0.4, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 14:00:00, -0.8, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 15:00:00, -1.0, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 16:00:00, -1.1, None, None, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 17:00:00, -2.3, None, 77.0, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 18:00:00, -3.2, None, 77.0, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 19:00:00, -2.9, None, 77.0, None,48
None, None, 593.0, 209.0, None, None, None,2019-11-26 20:00:00, -3.6, None, 77.0, None,48
