pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, 7.7, 132.0, None, None, 790.0, None, None,2018-01-15 00:00:00, None,3
None, None, None, None, 6.6, 133.0, None, None, 790.0, None, None,2018-01-15 01:00:00, None,3
None, None, None, None, 7.3, 133.0, None, None, 791.0, None, None,2018-01-15 02:00:00, None,3
None, None, None, None, 6.9, 133.0, None, None, 791.0, None, None,2018-01-15 03:00:00, None,3
None, None, None, None, 7.7, 132.0, None, None, 791.0, None, None,2018-01-15 04:00:00, None,3
None, None, None, None, 6.7, 133.0, None, None, 791.0, None, None,2018-01-15 05:00:00, None,3
None, None, None, None, 6.9, 133.0, None, None, 791.0, None, None,2018-01-15 06:00:00, None,3
None, None, None, None, 8.3, 132.0, None, None, 791.0, None, None,2018-01-15 07:00:00, None,3
None, None, None, None, 8.2, 131.0, None, None, 791.0, None, None,2018-01-15 08:00:00, None,3
None, None, None, None, 8.3, 131.0, None, None, 791.0, None, None,2018-01-15 09:00:00, None,3
None, None, None, None, 7.7, 131.0, None, None, 791.0, None, None,2018-01-15 10:00:00, None,3
None, None, None, None, 7.1, 130.0, None, None, 791.0, None, None,2018-01-15 11:00:00, None,3
None, None, None, None, 6.8, 131.0, None, None, 791.0, None, None,2018-01-15 12:00:00, None,3
None, None, None, None, 6.3, 130.0, None, None, 791.0, None, None,2018-01-15 13:00:00, None,3
None, None, None, None, 5.7, 133.0, None, None, 791.0, None, None,2018-01-15 14:00:00, None,3
None, None, None, None, 5.4, 134.0, None, None, 791.0, None, None,2018-01-15 15:00:00, None,3
None, 319.0, None, None, 5.1, 133.0, None, None, 791.0, None, None,2018-01-15 16:00:00, None,3
None, None, None, None, 6.1, 134.0, None, None, 791.0, None, None,2018-01-15 17:00:00, None,3
None, None, None, None, 6.6, 133.0, None, None, 791.0, None, None,2018-01-15 18:00:00, None,3
None, None, None, None, 7.2, 133.0, None, None, 790.0, None, None,2018-01-15 19:00:00, None,3
None, None, None, None, 8.2, 133.0, None, None, 789.0, None, None,2018-01-15 20:00:00, None,3
None, None, None, None, 7.9, 132.0, None, None, 789.0, None, None,2018-01-15 21:00:00, None,3
None, None, None, None, 7.1, 130.0, None, None, 789.0, None, None,2018-01-15 22:00:00, None,3
None, None, None, None, 7.3, 128.0, None, None, 790.0, None, None,2018-01-15 23:00:00, None,3
None, None, None, None, 5.8, 129.0, None, None, 790.0, None, None,2018-01-16 00:00:00, None,3
