TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
11.346, 0.6,80.3,0.0,0.25,936.25,0.0,2.52,2019-06-11 00:00:00, 162.9,8.1,24
11.321, 0.6,83.7,1.76,0.25,936.45,0.0,2.52,2019-06-11 01:00:00, 136.2,8.7,24
10.565, 0.6,87.1,38.24,0.0,936.65,0.0,1.01,2019-06-11 02:00:00, 144.6,8.5,24
11.2, 0.6,89.3,22.94,0.25,936.85,0.0,2.52,2019-06-11 03:00:00, 150.2,9.5,24
11.029, 16.9,90.0,31.76,0.5,936.95,0.0,2.27,2019-06-11 04:00:00, 150.2,9.5,24
11.321, 21.9,90.3,22.35,0.5,937.35,0.0,2.27,2019-06-11 05:00:00, 148.8,9.8,24
11.637, 104.4,90.2,4.71,0.5,937.45,0.0,2.77,2019-06-11 06:00:00, 161.5,10.1,24
12.823, 201.9,88.8,0.0,0.76,937.55,0.0,2.77,2019-06-11 07:00:00, 162.9,11.0,24
13.209, 185.6,85.5,100.0,1.01,937.75,0.0,3.02,2019-06-11 08:00:00, 199.4,10.8,24
14.002, 274.4,87.9,100.0,0.5,938.15,0.2,2.52,2019-06-11 09:00:00, 188.1,12.0,24
14.553, 315.6,87.1,0.0,0.76,937.95,0.2,3.53,2019-06-11 10:00:00, 181.1,12.4,24
16.463, 498.1,81.2,0.0,0.76,937.85,0.0,3.27,2019-06-11 11:00:00, 175.5,13.2,24
18.39, 365.6,72.7,0.0,1.26,937.35,0.0,4.53,2019-06-11 12:00:00, 157.2,13.4,24
19.365, 369.4,66.1,0.0,1.51,936.85,0.0,5.29,2019-06-11 13:00:00, 186.7,12.9,24
21.748, 369.4,62.2,0.0,1.76,936.35,0.0,5.54,2019-06-11 14:00:00, 192.3,14.2,24
22.274, 955.6,53.4,0.0,2.01,935.75,0.0,5.79,2019-06-11 15:00:00, 220.4,12.4,24
21.151, 301.9,55.7,0.0,1.76,935.25,0.0,5.29,2019-06-11 16:00:00, 172.7,12.0,24
22.274, 271.9,58.4,0.0,1.51,934.75,0.0,5.29,2019-06-11 17:00:00, 174.1,13.7,24
23.112, 328.1,55.4,0.0,1.26,934.05,0.0,4.53,2019-06-11 18:00:00, 169.9,13.7,24
22.441, 209.4,53.5,0.0,1.26,933.55,0.0,3.27,2019-06-11 19:00:00, 171.3,12.6,24
19.888, 30.6,60.4,0.0,1.01,933.25,0.0,3.27,2019-06-11 20:00:00, 140.4,12.0,24
15.7, 0.6,71.7,0.59,0.0,933.05,0.0,1.76,2019-06-11 21:00:00, 144.6,10.6,24
12.001, 0.6,88.0,100.0,0.0,933.45,0.0,0.0,2019-06-11 22:00:00, 167.1,10.1,24
9.163, 0.6,93.4,100.0,0.0,933.55,0.0,0.0,2019-06-11 23:00:00, 168.5,8.2,24
8.02, 0.6,95.2,100.0,0.0,933.55,0.0,0.0,2019-06-12 00:00:00, 168.5,7.3,24
7.645, 0.6,96.0,100.0,0.0,933.45,0.0,0.5,2019-06-12 01:00:00, 168.5,7.1,24
7.015, 0.6,96.3,100.0,0.0,933.25,0.0,0.0,2019-06-12 02:00:00, 168.5,6.5,24
6.051, 0.6,96.5,100.0,0.0,933.25,0.0,0.0,2019-06-12 03:00:00, 168.5,5.5,24
6.331, 8.1,96.7,100.0,0.0,932.95,0.0,0.5,2019-06-12 04:00:00, 167.1,5.9,24
9.361, 160.6,96.9,100.0,0.0,932.85,0.0,0.25,2019-06-12 05:00:00, 146.0,8.9,24
14.864, 266.9,91.5,0.0,0.0,932.55,0.0,1.01,2019-06-12 06:00:00, 141.8,13.5,24
17.368, 376.9,82.2,0.0,1.01,932.25,0.0,3.78,2019-06-12 07:00:00, 202.2,14.3,24
18.961, 594.4,76.8,0.0,1.01,931.65,0.0,3.53,2019-06-12 08:00:00, 202.2,14.8,24
20.365, 618.1,66.8,0.0,1.01,930.95,0.0,3.78,2019-06-12 09:00:00, 196.5,14.0,24
22.585, 780.6,57.0,0.0,1.76,930.25,0.0,5.04,2019-06-12 10:00:00, 209.2,13.7,24
22.609, 709.4,50.8,0.0,2.01,929.45,0.0,5.54,2019-06-12 11:00:00, 192.3,11.9,24
24.002, 859.4,46.5,0.0,2.01,928.75,0.0,6.04,2019-06-12 12:00:00, 206.4,11.9,24
25.768, 879.4,38.8,0.0,2.27,927.85,0.0,7.05,2019-06-12 13:00:00, 207.8,10.7,24
25.695, 843.1,34.6,0.0,2.52,927.05,0.0,6.55,2019-06-12 14:00:00, 209.2,8.9,24
24.605, 349.4,33.3,0.0,2.52,926.15,0.0,7.05,2019-06-12 15:00:00, 213.4,7.4,24
26.061, 525.6,35.8,0.0,2.27,925.25,0.0,5.54,2019-06-12 16:00:00, 219.0,9.8,24
25.234, 211.9,36.3,0.0,1.76,924.15,0.0,5.79,2019-06-12 17:00:00, 226.0,9.2,24
18.723, 39.4,41.8,100.0,2.52,923.65,0.0,10.07,2019-06-12 18:00:00, 221.8,5.5,24
19.08, 45.6,53.2,18.24,2.77,924.75,0.0,10.83,2019-06-12 19:00:00, 271.0,9.4,24
18.771, 45.6,48.3,0.0,0.5,924.95,0.0,4.03,2019-06-12 20:00:00, 314.5,7.6,24
17.486, 0.6,56.6,0.0,0.0,924.95,0.0,1.51,2019-06-12 21:00:00, 301.8,8.8,24
14.745, 0.6,63.7,0.0,0.0,924.95,0.0,2.52,2019-06-12 22:00:00, 148.8,8.0,24
13.425, 0.6,80.0,85.29,0.0,924.95,0.0,2.01,2019-06-12 23:00:00, 146.0,10.1,24
13.137, 0.6,88.2,100.0,0.25,924.85,0.0,2.27,2019-06-13 00:00:00, 139.0,11.2,24
12.509, 0.6,90.2,100.0,0.0,924.55,0.0,2.01,2019-06-13 01:00:00, 140.4,11.0,24
12.195, 0.6,93.1,100.0,0.0,924.35,0.0,2.77,2019-06-13 02:00:00, 155.8,11.1,24
12.05, 0.6,92.0,100.0,0.0,924.15,0.0,1.76,2019-06-13 03:00:00, 171.3,10.8,24
12.534, 8.1,91.5,100.0,0.25,924.15,0.0,2.52,2019-06-13 04:00:00, 207.8,11.2,24
12.098, 29.4,91.9,100.0,0.0,924.05,0.0,1.01,2019-06-13 05:00:00, 167.1,10.8,24
14.505, 360.6,89.1,0.0,0.5,923.85,0.0,3.27,2019-06-13 06:00:00, 189.5,12.7,24
16.177, 348.1,85.1,0.0,0.76,923.75,0.0,3.02,2019-06-13 07:00:00, 206.4,13.7,24
17.225, 610.6,77.0,0.0,1.51,923.75,0.0,4.53,2019-06-13 08:00:00, 172.7,13.2,24
17.653, 431.9,66.7,0.0,1.26,923.35,0.0,4.53,2019-06-13 09:00:00, 168.5,11.4,24
18.866, 255.6,57.0,0.0,1.51,922.85,0.0,5.54,2019-06-13 10:00:00, 219.0,10.2,24
19.532, 261.9,47.3,0.0,1.01,922.55,0.0,5.04,2019-06-13 11:00:00, 292.0,8.0,24
16.844, 369.4,47.5,0.0,1.51,922.45,0.0,10.83,2019-06-13 12:00:00, 328.5,5.6,24
19.103, 330.6,42.6,0.0,1.01,922.25,0.0,9.32,2019-06-13 13:00:00, 290.6,6.1,24
23.064, 854.4,42.0,0.0,1.76,922.15,0.0,5.29,2019-06-13 14:00:00, 283.6,9.5,24
21.151, 423.1,37.1,0.0,2.01,921.75,0.0,6.3,2019-06-13 15:00:00, 285.0,5.9,24
22.8, 591.9,34.5,0.0,2.01,921.55,0.0,11.33,2019-06-13 16:00:00, 285.0,6.3,24
22.417, 190.6,30.6,0.0,2.01,921.25,0.0,5.79,2019-06-13 17:00:00, 262.5,4.3,24
21.485, 168.1,33.5,0.0,2.01,921.15,0.0,6.04,2019-06-13 18:00:00, 271.0,4.8,24
21.748, 151.9,34.7,0.0,2.01,921.25,0.0,5.04,2019-06-13 19:00:00, 262.5,5.5,24
19.555, 21.9,34.0,0.0,1.76,921.45,0.0,4.78,2019-06-13 20:00:00, 271.0,3.3,24
16.749, 0.6,44.1,0.0,0.25,922.15,0.0,2.52,2019-06-13 21:00:00, 25.3,4.5,24
12.606, 0.6,58.4,0.0,0.0,922.85,0.0,1.76,2019-06-13 22:00:00, 235.9,4.7,24
11.734, 0.6,67.0,0.0,0.0,923.25,0.0,1.01,2019-06-13 23:00:00, 240.1,5.8,24
10.883, 0.6,76.1,0.0,0.0,923.55,0.0,0.76,2019-06-14 00:00:00, 146.0,6.9,24
8.593, 0.6,77.9,57.06,0.0,923.95,0.0,1.01,2019-06-14 01:00:00, 182.5,5.0,24
5.539, 0.6,89.1,100.0,0.0,924.25,0.0,0.5,2019-06-14 02:00:00, 172.7,3.9,24
4.48, 0.6,91.6,100.0,0.0,924.65,0.0,1.01,2019-06-14 03:00:00, 172.7,3.2,24
4.115, 10.6,94.3,100.0,0.0,925.15,0.0,0.0,2019-06-14 04:00:00, 165.7,3.3,24
6.889, 141.9,94.8,0.0,0.0,925.55,0.0,0.0,2019-06-14 05:00:00, 165.7,6.1,24
12.92, 263.1,83.9,0.0,0.0,926.05,0.0,1.26,2019-06-14 06:00:00, 167.1,10.3,24
15.891, 410.6,70.7,0.0,0.5,926.45,0.0,2.27,2019-06-14 07:00:00, 209.2,10.6,24
17.986, 551.9,62.5,0.0,0.5,926.65,0.0,3.27,2019-06-14 08:00:00, 165.7,10.7,24
18.58, 673.1,54.8,0.0,0.76,926.45,0.0,3.27,2019-06-14 09:00:00, 247.1,9.3,24
19.484, 846.9,49.6,0.0,1.01,926.35,0.0,4.28,2019-06-14 10:00:00, 220.4,8.7,24
