pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
0.2,5.7,4.9,0.0,0.0,5.9,-6999.0,2020-01-08 11:00:00,-6999.0,-6999.0,2
0.2,5.7,4.9,0.0,0.0,5.9,-6999.0,2020-01-08 12:00:00,-6999.0,-6999.0,2
None,6.0,4.9,0.0,0.0,6.0,-6999.0,2020-01-08 13:00:00,-6999.0,-6999.0,2
None,5.9,4.9,0.0,0.0,6.1,-6999.0,2020-01-08 14:00:00,-6999.0,-6999.0,2
None,5.8,4.9,0.0,0.0,6.1,-6999.0,2020-01-08 15:00:00,-6999.0,-6999.0,2
None,5.7,4.9,0.0,0.0,6.1,-6999.0,2020-01-08 16:00:00,-6999.0,-6999.0,2
None,5.3,4.9,0.0,0.0,6.1,-6999.0,2020-01-08 17:00:00,-6999.0,-6999.0,2
None,4.8,4.8,0.0,0.0,6.1,-6999.0,2020-01-08 18:00:00,-6999.0,-6999.0,2
None,3.8,3.6,0.0,0.0,4.8,-6999.0,2020-01-08 19:00:00,-6999.0,-6999.0,2
None,3.4,3.4,0.0,0.0,4.8,-6999.0,2020-01-08 20:00:00,-6999.0,-6999.0,2
None,2.6,2.6,0.0,0.0,4.8,-6999.0,2020-01-08 21:00:00,-6999.0,-6999.0,2
None,2.2,2.1,0.0,0.0,4.8,-6999.0,2020-01-08 22:00:00,-6999.0,-6999.0,2
None,2.0,1.9,0.0,0.0,4.8,-6999.0,2020-01-08 23:00:00,-6999.0,-6999.0,2
None,1.5,1.5,0.0,0.0,4.8,-6999.0,2020-01-09 00:00:00,-6999.0,-6999.0,2
None,1.0,1.0,0.0,0.0,4.8,-6999.0,2020-01-09 01:00:00,-6999.0,-6999.0,2
None,0.6,0.6,0.0,0.0,4.8,-6999.0,2020-01-09 02:00:00,-6999.0,-6999.0,2
None,0.7,0.6,0.0,0.0,4.8,-6999.0,2020-01-09 03:00:00,-6999.0,-6999.0,2
None,0.8,0.6,0.0,0.0,4.8,-6999.0,2020-01-09 04:00:00,-6999.0,-6999.0,2
None,0.9,0.6,0.0,0.0,4.8,-6999.0,2020-01-09 05:00:00,-6999.0,-6999.0,2
None,0.6,0.4,0.0,0.0,4.8,-6999.0,2020-01-09 06:00:00,-6999.0,-6999.0,2
None,0.6,0.6,0.0,0.0,1.0,-6999.0,2020-01-09 07:00:00,-6999.0,-6999.0,2
None,0.6,0.4,0.0,0.0,1.4,-6999.0,2020-01-09 08:00:00,-6999.0,-6999.0,2
None,1.4,0.4,0.0,0.0,1.4,-6999.0,2020-01-09 09:00:00,-6999.0,-6999.0,2
None,4.3,0.4,0.0,0.0,4.7,-6999.0,2020-01-09 11:00:00,-6999.0,-6999.0,2
None,5.1,0.4,0.0,0.0,5.2,-6999.0,2020-01-09 12:00:00,-6999.0,-6999.0,2
None,5.4,0.4,0.0,0.0,5.8,-6999.0,2020-01-09 13:00:00,-6999.0,-6999.0,2
None,4.8,0.4,0.0,0.0,6.0,-6999.0,2020-01-09 14:00:00,-6999.0,-6999.0,2
None,5.0,0.4,0.0,0.0,6.0,-6999.0,2020-01-09 15:00:00,-6999.0,-6999.0,2
None,5.0,0.4,0.0,0.0,6.0,-6999.0,2020-01-09 16:00:00,-6999.0,-6999.0,2
None,4.6,0.4,0.0,0.0,6.0,-6999.0,2020-01-09 17:00:00,-6999.0,-6999.0,2
None,4.0,0.4,0.0,0.0,6.0,-6999.0,2020-01-09 18:00:00,-6999.0,-6999.0,2
None,3.7,3.6,0.0,0.0,4.0,-6999.0,2020-01-09 19:00:00,-6999.0,-6999.0,2
None,3.6,3.6,0.0,0.0,4.0,-6999.0,2020-01-09 20:00:00,-6999.0,-6999.0,2
None,3.4,3.3,0.0,0.0,4.0,-6999.0,2020-01-09 21:00:00,-6999.0,-6999.0,2
None,3.3,3.3,0.1,0.0,4.0,-6999.0,2020-01-09 22:00:00,-6999.0,-6999.0,2
None,3.1,3.1,0.0,0.0,4.0,-6999.0,2020-01-09 23:00:00,-6999.0,-6999.0,2
None,3.2,3.1,0.0,0.0,4.0,-6999.0,2020-01-10 00:00:00,-6999.0,-6999.0,2
None,3.0,3.0,0.2,0.0,4.0,-6999.0,2020-01-10 01:00:00,-6999.0,-6999.0,2
None,2.0,2.0,0.4,0.0,4.0,-6999.0,2020-01-10 02:00:00,-6999.0,-6999.0,2
None,1.6,1.6,0.4,0.0,4.0,-6999.0,2020-01-10 03:00:00,-6999.0,-6999.0,2
None,0.7,0.7,0.6,1.0,4.0,-6999.0,2020-01-10 04:00:00,-6999.0,-6999.0,2
None,0.5,0.4,1.7,2.0,4.0,-6999.0,2020-01-10 05:00:00,-6999.0,-6999.0,2
None,0.6,0.4,0.5,0.0,4.0,-6999.0,2020-01-10 06:00:00,-6999.0,-6999.0,2
None,0.8,0.6,0.8,0.0,0.8,-6999.0,2020-01-10 07:00:00,-6999.0,-6999.0,2
None,0.9,0.6,0.6,0.0,1.1,-6999.0,2020-01-10 08:00:00,-6999.0,-6999.0,2
None,0.6,0.6,1.3,1.0,1.1,-6999.0,2020-01-10 09:00:00,-6999.0,-6999.0,2
None,0.7,0.6,1.4,1.0,1.1,-6999.0,2020-01-10 10:00:00,-6999.0,-6999.0,2
None,0.7,0.6,0.9,1.0,1.1,-6999.0,2020-01-10 11:00:00,-6999.0,-6999.0,2
None,0.9,0.6,0.7,1.0,1.1,-6999.0,2020-01-10 12:00:00,-6999.0,-6999.0,2
None,1.5,0.6,0.6,0.0,1.6,-6999.0,2020-01-10 13:00:00,-6999.0,-6999.0,2
None,2.0,0.6,0.2,0.0,1.9,-6999.0,2020-01-10 14:00:00,-6999.0,-6999.0,2
None,2.1,0.6,0.7,0.0,2.1,-6999.0,2020-01-10 15:00:00,-6999.0,-6999.0,2
None,3.1,0.6,0.0,0.0,3.1,-6999.0,2020-01-10 16:00:00,-6999.0,-6999.0,2
11.0,3.3,0.6,0.1,0.0,3.4,-6999.0,2020-01-10 17:00:00,-6999.0,-6999.0,2
11.8,3.5,0.6,0.8,0.0,3.5,-6999.0,2020-01-10 18:00:00,-6999.0,-6999.0,2
12.7,3.6,3.5,0.9,0.0,3.7,-6999.0,2020-01-10 19:00:00,-6999.0,-6999.0,2
13.4,3.8,3.4,0.7,0.0,3.8,-6999.0,2020-01-10 20:00:00,-6999.0,-6999.0,2
14.0,4.0,3.4,0.6,0.0,4.0,-6999.0,2020-01-10 21:00:00,-6999.0,-6999.0,2
14.8,4.1,3.4,0.8,0.0,4.5,-6999.0,2020-01-10 22:00:00,-6999.0,-6999.0,2
15.7,4.1,3.4,0.9,0.0,4.5,-6999.0,2020-01-10 23:00:00,-6999.0,-6999.0,2
17.1,4.2,3.4,1.4,0.0,4.5,-6999.0,2020-01-11 00:00:00,-6999.0,-6999.0,2
17.3,4.4,3.4,0.4,0.0,4.5,-6999.0,2020-01-11 01:00:00,-6999.0,-6999.0,2
17.3,4.2,3.4,0.4,0.0,4.5,-6999.0,2020-01-11 02:00:00,-6999.0,-6999.0,2
18.7,3.7,3.4,1.8,0.0,4.5,-6999.0,2020-01-11 03:00:00,-6999.0,-6999.0,2
20.2,3.6,3.4,2.1,0.0,4.5,-6999.0,2020-01-11 04:00:00,-6999.0,-6999.0,2
19.5,3.7,3.4,1.0,0.0,4.5,-6999.0,2020-01-11 05:00:00,-6999.0,-6999.0,2
19.3,3.6,3.4,0.3,0.0,4.5,-6999.0,2020-01-11 06:00:00,-6999.0,-6999.0,2
18.7,4.2,3.6,0.2,0.0,4.2,-6999.0,2020-01-11 07:00:00,-6999.0,-6999.0,2
18.1,4.4,3.6,0.1,0.0,4.4,-6999.0,2020-01-11 08:00:00,-6999.0,-6999.0,2
16.8,4.9,3.6,0.0,0.0,4.9,-6999.0,2020-01-11 09:00:00,-6999.0,-6999.0,2
15.4,6.1,3.6,0.0,0.0,6.4,-6999.0,2020-01-11 10:00:00,-6999.0,-6999.0,2
14.5,6.7,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 11:00:00,-6999.0,-6999.0,2
13.8,6.3,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 12:00:00,-6999.0,-6999.0,2
13.2,6.1,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 13:00:00,-6999.0,-6999.0,2
13.0,6.0,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 14:00:00,-6999.0,-6999.0,2
12.3,5.6,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 15:00:00,-6999.0,-6999.0,2
12.3,5.7,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 16:00:00,-6999.0,-6999.0,2
12.3,5.7,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 17:00:00,-6999.0,-6999.0,2
11.5,5.7,3.6,0.0,0.0,6.7,-6999.0,2020-01-11 18:00:00,-6999.0,-6999.0,2
10.6,5.8,5.5,0.0,0.0,5.7,-6999.0,2020-01-11 19:00:00,-6999.0,-6999.0,2
10.2,4.2,4.2,0.3,0.0,5.8,-6999.0,2020-01-11 20:00:00,-6999.0,-6999.0,2
9.9,3.5,3.5,0.3,0.0,5.8,-6999.0,2020-01-11 21:00:00,-6999.0,-6999.0,2
9.9,2.3,2.3,0.8,0.0,5.8,-6999.0,2020-01-11 22:00:00,-6999.0,-6999.0,2
9.8,1.5,1.5,0.8,0.0,5.8,-6999.0,2020-01-11 23:00:00,-6999.0,-6999.0,2
9.2,0.8,0.8,0.8,0.0,5.8,-6999.0,2020-01-12 00:00:00,-6999.0,-6999.0,2
9.6,0.5,0.5,0.8,1.0,5.8,-6999.0,2020-01-12 01:00:00,-6999.0,-6999.0,2
10.1,0.5,0.5,0.9,1.0,5.8,-6999.0,2020-01-12 02:00:00,-6999.0,-6999.0,2
8.8,0.7,0.5,0.5,1.0,5.8,-6999.0,2020-01-12 03:00:00,-6999.0,-6999.0,2
7.1,0.8,0.5,0.4,0.0,5.8,-6999.0,2020-01-12 04:00:00,-6999.0,-6999.0,2
6.6,0.7,0.5,0.5,0.0,5.8,-6999.0,2020-01-12 05:00:00,-6999.0,-6999.0,2
7.1,0.8,0.5,0.8,1.0,5.8,-6999.0,2020-01-12 06:00:00,-6999.0,-6999.0,2
7.3,0.9,0.8,0.4,0.0,0.9,-6999.0,2020-01-12 07:00:00,-6999.0,-6999.0,2
7.3,1.5,0.8,0.1,0.0,2.0,-6999.0,2020-01-12 08:00:00,-6999.0,-6999.0,2
7.3,2.2,0.8,0.1,0.0,3.0,-6999.0,2020-01-12 09:00:00,-6999.0,-6999.0,2
7.3,6.0,0.8,0.0,0.0,6.0,-6999.0,2020-01-12 10:00:00,-6999.0,-6999.0,2
7.3,6.4,0.8,0.0,0.0,6.4,-6999.0,2020-01-12 11:00:00,-6999.0,-6999.0,2
7.3,3.8,0.8,0.1,0.0,6.5,-6999.0,2020-01-12 12:00:00,-6999.0,-6999.0,2
8.2,3.3,0.8,0.9,0.0,6.5,-6999.0,2020-01-12 13:00:00,-6999.0,-6999.0,2
