TempC,SolarRadiationWm,RH,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-4.56, 0.6, 91.3, None, 822.55, None, None,2019-11-19 00:00:00, None, -5.8,47
-4.834, 0.6, 93.9, None, 822.55, None, None,2019-11-19 01:00:00, None, -5.7,47
-4.499, 0.6, 89.7, None, 822.75, None, None,2019-11-19 02:00:00, None, -5.9,47
-5.018, 0.6, 87.8, None, 823.05, None, None,2019-11-19 03:00:00, None, -6.7,47
-4.682, 0.6, 87.1, None, 823.55, None, None,2019-11-19 04:00:00, None, -6.5,47
-5.326, 0.6, 88.5, None, 824.05, None, None,2019-11-19 05:00:00, None, -6.9,47
-4.865, 0.6, 85.5, None, 824.65, None, None,2019-11-19 06:00:00, None, -6.9,47
-5.667, 0.6, 85.3, None, 825.15, None, None,2019-11-19 07:00:00, None, -7.7,47
-5.388, 4.4, 84.5, None, 825.55, None, None,2019-11-19 08:00:00, None, -7.6,47
-5.698, 85.6, 88.8, None, 825.85, None, None,2019-11-19 09:00:00, None, -7.3,47
-5.357, 180.6, 93.3, None, 826.75, None, None,2019-11-19 10:00:00, None, -6.3,47
-4.56, 263.1, 90.8, None, 827.35, None, None,2019-11-19 11:00:00, None, -5.8,47
-4.348, 288.1, 94.5, None, 827.85, None, None,2019-11-19 12:00:00, None, -5.1,47
-4.926, 63.1, 96.2, None, 828.65, None, None,2019-11-19 13:00:00, None, -5.4,47
-4.804, 89.4, 99.2, None, 829.25, None, None,2019-11-19 14:00:00, None, -4.9,47
-4.957, 43.1, 99.1, None, 829.55, None, None,2019-11-19 15:00:00, None, -5.1,47
-5.172, 15.6, 98.6, None, 830.05, None, None,2019-11-19 16:00:00, None, -5.4,47
-5.326, 0.6, 96.8, None, 830.35, None, None,2019-11-19 17:00:00, None, -5.8,47
-4.287, 0.6, 80.8, None, 830.75, None, None,2019-11-19 18:00:00, None, -7.1,47
-3.242, 0.6, 68.0, None, 831.25, None, None,2019-11-19 19:00:00, None, -8.3,47
-2.654, 0.6, 63.7, None, 831.25, None, None,2019-11-19 20:00:00, None, -8.6,47
-2.8, 0.6, 61.0, None, 831.45, None, None,2019-11-19 21:00:00, None, -9.3,47
-2.508, 0.6, 62.0, None, 831.75, None, None,2019-11-19 22:00:00, None, -8.8,47
-2.218, 0.6, 64.7, None, 831.35, None, None,2019-11-19 23:00:00, None, -8.0,47
-0.958, 0.6, 63.1, None, 831.65, None, None,2019-11-20 00:00:00, None, -7.1,47
-1.185, 0.6, 64.4, None, 831.95, None, None,2019-11-20 01:00:00, None, -7.0,47
