ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,week_of_year
0.0,0.0,0.0,2017-10-09, 0.0,41
27.2,27.2,0.0,2017-10-12, None,41
6.0,6.0,0.0,2017-10-13, 0.0,41
0.0,0.0,0.0,2017-10-14, 0.0,41
