CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -2.724, 92.0, None, None, None, None, 27.5, 0.0, 3.663, 233.4, -4.0, None, -2.7, -2.7, None, None, -1.2, 92.0, None,2021-04-02 00:00:00, 397.0, 396.6,14
None, -2.72, 92.5, None, None, None, None, 35.54, 0.0, 3.648, 235.8, -4.0, None, -2.7, -2.8, None, None, -1.2, 93.0, None,2021-04-02 01:00:00, 397.0, 396.5,14
None, -2.723, 95.5, None, None, None, None, 45.79, 0.0, 3.447, 236.6, -3.0, None, -2.7, -2.8, None, None, -1.2, 96.0, None,2021-04-02 02:00:00, 396.0, 396.1,14
None, -2.797, 96.7, None, None, None, None, 28.61, 1.0, 2.989, 228.7, -3.0, None, -2.8, -2.8, None, None, -1.2, 97.0, None,2021-04-02 03:00:00, 396.0, 396.3,14
None, -2.92, 97.0, None, None, None, None, 23.72, 1.0, 3.085, 229.8, -3.0, None, -2.9, -2.9, None, None, -1.2, 97.0, None,2021-04-02 04:00:00, 397.0, 396.6,14
None, -3.087, 97.0, None, None, None, None, 20.8, 0.0, 3.692, 227.4, -3.0, None, -3.1, -3.1, None, None, -1.2, 97.0, None,2021-04-02 05:00:00, 397.0, 396.7,14
None, -3.545, 96.1, None, None, None, None, 25.55, 0.0, 4.64, 224.6, -4.0, None, -3.5, -3.5, None, None, -1.2, 96.0, None,2021-04-02 06:00:00, 397.0, 396.6,14
None, -3.399, 96.7, None, None, None, None, 20.71, 0.0, 4.194, 224.4, -4.0, None, -3.4, -3.6, None, None, -3.4, 97.0, None,2021-04-02 07:00:00, 397.0, 396.7,14
None, -3.259, 95.1, None, None, None, None, 29.81, 0.0, 4.151, 226.5, -4.0, None, -3.3, -3.6, None, None, -3.3, 95.0, None,2021-04-02 08:00:00, 397.0, 396.5,14
None, -2.707, 92.9, None, None, None, None, 23.08, 0.0, 4.687, 223.4, -4.0, None, -2.7, -3.6, None, None, -2.7, 93.0, None,2021-04-02 09:00:00, 396.0, 396.4,14
None, -2.31, 92.5, None, None, None, None, 21.33, 0.0, 4.057, 223.5, -3.0, None, -2.3, -3.6, None, None, -2.3, 93.0, None,2021-04-02 10:00:00, 396.0, 396.2,14
None, -1.368, 84.6, None, None, None, None, 40.82, 0.0, 2.617, 232.0, -4.0, None, -1.4, -3.6, None, None, -1.1, 85.0, None,2021-04-02 11:00:00, 396.0, 395.9,14
None, 0.214, 80.3, None, None, None, None, 29.19, 0.0, 2.052, 238.7, -3.0, None, 0.2, -3.6, None, None, 0.2, 80.0, None,2021-04-02 12:00:00, 396.0, 395.6,14
None, 1.016, 77.74, None, None, None, None, 25.32, 0.0, 2.424, 239.9, -2.0, None, 1.0, -3.6, None, None, 1.2, 78.0, None,2021-04-02 13:00:00, 396.0, 395.6,14
