pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 0.841, 80.9, 4.7, None, 24.02, 6.129, 1.135, -2.0, None, 0.8, 0.7, -2.0, 0.0, None, 0.0, 81.0,2021-04-02 00:00:00, -6999.0, -6999.0,14
None, 0.392, 82.4, 4.7, None, 20.83, 6.558, 3.653, -2.0, None, 0.4, 0.3, -2.0, 0.0, None, 0.0, 82.0,2021-04-02 01:00:00, -6999.0, -6999.0,14
None, -1.209, 87.3, 4.7, None, 56.12, 2.833, 329.6, -3.0, None, -1.2, -1.3, -3.0, 0.0, None, 0.0, 87.0,2021-04-02 02:00:00, -6999.0, -6999.0,14
None, -0.545, 86.3, 4.7, None, 61.83, 0.871, 181.3, -2.0, None, -0.5, -1.4, -2.0, 0.0, None, 0.0, 86.0,2021-04-02 03:00:00, -6999.0, -6999.0,14
None, 0.086, 75.62, 4.7, None, 22.02, 5.809, 347.7, -4.0, None, 0.1, -1.4, -4.0, 0.0, None, 0.0, 76.0,2021-04-02 04:00:00, -6999.0, -6999.0,14
None, -0.116, 73.88, 4.7, None, 16.28, 8.15, 351.8, -4.0, None, -0.1, -1.4, -4.0, 0.0, None, 0.0, 74.0,2021-04-02 05:00:00, -6999.0, -6999.0,14
None, -0.249, 68.69, 4.7, None, 15.66, 11.99, 347.3, -4.0, None, -0.2, -1.4, -4.0, 0.0, None, 0.0, 69.0,2021-04-02 06:00:00, -6999.0, -6999.0,14
None, -0.954, 80.5, -0.2, None, 17.41, 9.58, 342.5, -4.0, None, -1.0, -1.0, -4.0, 0.0, None, 0.0, 81.0,2021-04-02 07:00:00, -6999.0, -6999.0,14
None, -0.463, 77.37, -0.2, None, 16.11, 12.26, 347.0, -4.0, None, -0.5, -1.2, -4.0, 0.0, None, 0.0, 77.0,2021-04-02 08:00:00, -6999.0, -6999.0,14
None, 0.384, 76.8, 0.2, None, 15.08, 10.68, 348.9, -3.0, None, 0.4, -1.2, -3.0, 0.0, None, 0.0, 77.0,2021-04-02 09:00:00, -6999.0, -6999.0,14
None, 1.122, 68.0, 1.4, None, 15.61, 11.44, 347.5, -4.0, None, 1.1, -1.2, -4.0, 0.0, None, 0.0, 68.0,2021-04-02 10:00:00, -6999.0, -6999.0,14
None, 2.137, 64.74, 2.3, None, 24.42, 8.01, 356.4, -4.0, None, 2.1, -1.2, -4.0, 0.0, None, 0.0, 65.0,2021-04-02 11:00:00, -6999.0, -6999.0,14
None, 2.934, 64.49, 3.0, None, 34.84, 6.654, 14.83, -3.0, None, 2.9, -1.2, -3.0, 0.0, None, 0.0, 64.0,2021-04-02 12:00:00, -6999.0, -6999.0,14
None, 2.978, 67.42, 3.3, None, 42.41, 7.118, 12.27, -2.0, None, 3.0, -1.2, -2.0, 0.0, None, 0.0, 67.0,2021-04-02 13:00:00, -6999.0, -6999.0,14
None, 3.021, 69.03, 3.4, None, 35.44, 7.512, 2.133, -2.0, None, 3.0, -1.2, -2.0, 0.0, None, 0.0, 69.0,2021-04-02 14:00:00, -6999.0, -6999.0,14
None, 3.703, 61.27, 4.3, None, 29.57, 7.167, 358.0, -3.0, None, 3.7, -1.2, -3.0, 0.0, None, 0.0, 61.0,2021-04-02 15:00:00, -6999.0, -6999.0,14
None, 3.457, 63.03, 4.3, None, 28.34, 9.35, 351.6, -3.0, None, 3.5, -1.2, -3.0, 0.0, None, 0.0, 63.0,2021-04-02 16:00:00, -6999.0, -6999.0,14
None, 2.351, 76.47, 4.3, None, 20.08, 10.07, 342.3, -1.0, None, 2.4, -1.2, -1.0, 0.0, None, 0.0, 76.0,2021-04-02 17:00:00, -6999.0, -6999.0,14
None, 1.244, 88.0, 4.3, None, 25.24, 7.873, 346.8, -1.0, None, 1.2, -1.2, -1.0, 0.0, None, 0.0, 88.0,2021-04-02 18:00:00, -6999.0, -6999.0,14
None, 0.661, 94.0, 1.3, None, 28.93, 5.222, 15.47, 0.0, None, 0.7, 0.5, 0.0, 0.0, None, 1.0, 94.0,2021-04-02 19:00:00, -6999.0, -6999.0,14
None, 0.638, 94.8, 1.3, None, 46.79, 1.605, 345.6, 0.0, None, 0.6, 0.5, 0.0, 0.0, None, 0.0, 95.0,2021-04-02 20:00:00, -6999.0, -6999.0,14
None, 0.366, 95.3, 1.3, None, 68.93, 0.029, 207.7, 0.0, None, 0.4, 0.3, 0.0, 0.0, None, 0.0, 95.0,2021-04-02 21:00:00, -6999.0, -6999.0,14
None, 0.133, 95.8, 1.3, None, 62.38, 0.0, 216.1, 0.0, None, 0.1, 0.1, 0.0, 0.0, None, 0.0, 96.0,2021-04-02 22:00:00, -6999.0, -6999.0,14
None, 0.192, 96.3, 1.3, None, 43.51, 0.0, 331.6, 0.0, None, 0.2, -0.2, 0.0, 0.0, None, 0.0, 96.0,2021-04-02 23:00:00, -6999.0, -6999.0,14
None, -0.92, 95.3, 1.3, None, 61.1, 0.0, 317.7, -2.0, None, -0.9, -1.0, -2.0, 0.0, None, 0.0, 95.0,2021-04-03 00:00:00, -6999.0, -6999.0,14
None, -1.341, 95.6, 1.3, None, 36.17, 0.0, 212.6, -2.0, None, -1.3, -1.5, -2.0, 0.0, None, 0.0, 96.0,2021-04-03 01:00:00, -6999.0, -6999.0,14
None, -1.315, 95.7, 1.3, None, 73.22, 0.0, 275.8, -2.0, None, -1.3, -1.5, -2.0, 0.0, None, 0.0, 96.0,2021-04-03 02:00:00, -6999.0, -6999.0,14
None, -0.986, 95.9, 1.3, None, 50.65, 0.0, 345.0, -1.0, None, -1.0, -1.5, -1.0, 0.0, None, 0.0, 96.0,2021-04-03 03:00:00, -6999.0, -6999.0,14
None, -1.109, 95.5, 1.3, None, 30.54, 0.0, 339.7, -2.0, None, -1.1, -1.5, -2.0, 0.0, None, 0.0, 96.0,2021-04-03 04:00:00, -6999.0, -6999.0,14
None, -1.315, 95.3, 1.3, None, 26.66, 1.895, 344.5, -2.0, None, -1.3, -1.5, -2.0, 0.0, None, 0.0, 95.0,2021-04-03 05:00:00, -6999.0, -6999.0,14
None, -1.367, 94.7, 1.3, None, 25.7, 4.271, 336.8, -2.0, None, -1.4, -1.5, -2.0, 0.0, None, 0.0, 95.0,2021-04-03 06:00:00, -6999.0, -6999.0,14
None, -1.347, 94.8, -1.2, None, 20.01, 3.574, 339.8, -2.0, None, -1.3, -1.6, -2.0, 0.0, None, 0.0, 95.0,2021-04-03 07:00:00, -6999.0, -6999.0,14
None, -1.315, 93.9, -1.1, None, 37.93, 1.263, 328.3, -2.0, None, -1.3, -1.6, -2.0, 0.0, None, 0.0, 94.0,2021-04-03 08:00:00, -6999.0, -6999.0,14
None, -0.339, 91.2, -0.3, None, 68.04, 0.236, 5.5, -2.0, None, -0.3, -1.6, -2.0, 0.0, None, 0.0, 91.0,2021-04-03 09:00:00, -6999.0, -6999.0,14
None, 1.391, 80.5, 1.5, None, 59.72, 1.007, 311.5, -2.0, None, 1.4, -1.6, -2.0, 0.0, None, 0.0, 81.0,2021-04-03 10:00:00, -6999.0, -6999.0,14
None, 2.2, 78.19, 2.3, None, 61.96, 3.278, 335.8, -2.0, None, 2.2, -1.6, -2.0, 0.0, None, 0.0, 78.0,2021-04-03 11:00:00, -6999.0, -6999.0,14
None, 3.644, 75.6, 3.7, None, 18.39, 7.036, 346.1, -1.0, None, 3.6, -1.6, -1.0, 0.0, None, 0.0, 76.0,2021-04-03 12:00:00, -6999.0, -6999.0,14
None, 4.264, 60.1, 4.6, None, 19.05, 8.36, 344.3, -3.0, None, 4.3, -1.6, -3.0, 0.0, None, 0.0, 60.0,2021-04-03 13:00:00, -6999.0, -6999.0,14
None, 3.986, 64.63, 4.7, None, 36.29, 6.67, 339.8, -2.0, None, 4.0, -1.6, -2.0, 0.0, None, 0.0, 65.0,2021-04-03 14:00:00, -6999.0, -6999.0,14
None, 2.855, 80.5, 4.7, None, 29.24, 7.574, 329.7, 0.0, None, 2.9, -1.6, 0.0, 0.0, None, 0.0, 81.0,2021-04-03 15:00:00, -6999.0, -6999.0,14
None, 2.7, 87.5, 4.7, None, 55.79, 2.634, 13.66, 0.0, None, 2.7, -1.6, 0.0, 0.0, None, 0.0, 88.0,2021-04-03 16:00:00, -6999.0, -6999.0,14
None, 2.22, 89.9, 4.7, None, 36.81, 1.493, 167.1, 1.0, None, 2.2, -1.6, 1.0, 0.0, None, 0.0, 90.0,2021-04-03 17:00:00, -6999.0, -6999.0,14
None, 2.283, 92.2, 4.7, None, 29.87, 1.654, 173.4, 1.0, None, 2.3, -1.6, 1.0, 0.0, None, 0.0, 92.0,2021-04-03 18:00:00, -6999.0, -6999.0,14
None, 2.168, 93.4, 2.4, None, 74.48, 0.655, 269.5, 1.0, None, 2.2, 2.1, 1.0, 0.0, None, 0.0, 93.0,2021-04-03 19:00:00, -6999.0, -6999.0,14
None, 1.613, 94.7, 2.4, None, 68.64, 1.005, 181.6, 1.0, None, 1.6, 1.5, 1.0, 0.0, None, 0.0, 95.0,2021-04-03 20:00:00, -6999.0, -6999.0,14
None, 1.118, 95.4, 2.4, None, 48.65, 0.836, 179.7, 1.0, None, 1.1, 1.0, 1.0, 0.0, None, 0.0, 95.0,2021-04-03 21:00:00, -6999.0, -6999.0,14
None, 0.984, 95.9, 2.4, None, 75.79, 0.989, 172.6, 0.0, None, 1.0, 0.8, 0.0, 0.0, None, 0.0, 96.0,2021-04-03 22:00:00, -6999.0, -6999.0,14
None, 0.959, 96.3, 2.4, None, 51.3, 0.84, 176.5, 1.0, None, 1.0, 0.7, 1.0, 0.0, None, 0.0, 96.0,2021-04-03 23:00:00, -6999.0, -6999.0,14
None, 0.387, 96.6, 2.4, None, 62.03, 0.542, 331.5, 0.0, None, 0.4, 0.4, 0.0, 0.0, None, 1.0, 97.0,2021-04-04 00:00:00, -6999.0, -6999.0,14
