air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
1.1, 1.096, 1.1, 13.9, -6999.0,2021-04-02 00:00:00, -6999.0,14
0.9, 0.863, 0.9, 13.9, -6999.0,2021-04-02 01:00:00, -6999.0,14
0.4, 0.352, 0.4, 13.9, -6999.0,2021-04-02 02:00:00, -6999.0,14
0.1, 0.112, 0.1, 13.9, -6999.0,2021-04-02 03:00:00, -6999.0,14
-0.7, -0.725, -0.7, 13.9, -6999.0,2021-04-02 04:00:00, -6999.0,14
-0.9, -0.947, -0.9, 13.9, -6999.0,2021-04-02 05:00:00, -6999.0,14
-1.1, -1.139, -1.1, 13.9, -6999.0,2021-04-02 06:00:00, -6999.0,14
-0.9, -0.904, -1.1, -0.9, -6999.0,2021-04-02 07:00:00, -6999.0,14
-0.3, -0.268, -1.1, -0.3, -6999.0,2021-04-02 08:00:00, -6999.0,14
3.0, 3.022, -1.1, 3.0, -6999.0,2021-04-02 09:00:00, -6999.0,14
6.6, 6.564, -1.1, 6.5, -6999.0,2021-04-02 10:00:00, -6999.0,14
7.6, 7.625, -1.1, 7.6, -6999.0,2021-04-02 11:00:00, -6999.0,14
9.1, 9.08, -1.1, 9.2, -6999.0,2021-04-02 12:00:00, -6999.0,14
8.1, 8.08, -1.1, 9.2, -6999.0,2021-04-02 13:00:00, -6999.0,14
9.0, 8.96, -1.1, 9.2, -6999.0,2021-04-02 14:00:00, -6999.0,14
10.0, 10.0, -1.1, 10.0, -6999.0,2021-04-02 15:00:00, -6999.0,14
10.2, 10.21, -1.1, 11.1, -6999.0,2021-04-02 16:00:00, -6999.0,14
9.3, 9.3, -1.1, 11.1, -6999.0,2021-04-02 17:00:00, -6999.0,14
8.5, 8.46, -1.1, 11.1, -6999.0,2021-04-02 18:00:00, -6999.0,14
7.4, 7.435, 7.5, 8.5, -6999.0,2021-04-02 19:00:00, -6999.0,14
4.4, 4.434, 4.5, 8.5, -6999.0,2021-04-02 20:00:00, -6999.0,14
2.0, 1.99, 2.0, 8.5, -6999.0,2021-04-02 21:00:00, -6999.0,14
0.9, 0.895, 0.9, 8.5, -6999.0,2021-04-02 22:00:00, -6999.0,14
0.2, 0.182, 0.2, 8.5, -6999.0,2021-04-02 23:00:00, -6999.0,14
-0.8, -0.793, -0.8, 8.5, -6999.0,2021-04-03 00:00:00, -6999.0,14
-1.3, -1.269, -1.3, 8.5, -6999.0,2021-04-03 01:00:00, -6999.0,14
-1.8, -1.784, -1.8, 8.5, -6999.0,2021-04-03 02:00:00, -6999.0,14
-2.2, -2.228, -2.2, 8.5, -6999.0,2021-04-03 03:00:00, -6999.0,14
-2.8, -2.791, -2.8, 8.5, -6999.0,2021-04-03 04:00:00, -6999.0,14
-2.4, -2.365, -2.8, 8.5, -6999.0,2021-04-03 05:00:00, -6999.0,14
-1.6, -1.571, -2.8, 8.5, -6999.0,2021-04-03 06:00:00, -6999.0,14
-0.4, -0.35, -1.6, -0.4, -6999.0,2021-04-03 07:00:00, -6999.0,14
0.7, 0.734, -1.6, 0.7, -6999.0,2021-04-03 08:00:00, -6999.0,14
2.7, 2.745, -1.6, 2.7, -6999.0,2021-04-03 09:00:00, -6999.0,14
5.2, 5.212, -1.6, 5.2, -6999.0,2021-04-03 10:00:00, -6999.0,14
10.5, 10.51, -1.6, 10.4, -6999.0,2021-04-03 11:00:00, -6999.0,14
14.0, 14.02, -1.6, 14.1, -6999.0,2021-04-03 12:00:00, -6999.0,14
10.9, 10.91, -1.6, 14.1, -6999.0,2021-04-03 13:00:00, -6999.0,14
11.4, 11.39, -1.6, 14.1, -6999.0,2021-04-03 14:00:00, -6999.0,14
11.6, 11.6, -1.6, 14.1, -6999.0,2021-04-03 15:00:00, -6999.0,14
11.6, 11.64, -1.6, 14.1, -6999.0,2021-04-03 16:00:00, -6999.0,14
12.3, 12.27, -1.6, 14.1, -6999.0,2021-04-03 17:00:00, -6999.0,14
10.2, 10.15, -1.6, 14.1, -6999.0,2021-04-03 18:00:00, -6999.0,14
8.7, 8.69, 8.7, 10.2, -6999.0,2021-04-03 19:00:00, -6999.0,14
5.8, 5.785, 5.8, 10.2, -6999.0,2021-04-03 20:00:00, -6999.0,14
3.5, 3.545, 3.6, 10.2, -6999.0,2021-04-03 21:00:00, -6999.0,14
2.1, 2.119, 2.1, 10.2, -6999.0,2021-04-03 22:00:00, -6999.0,14
2.2, 2.191, 1.9, 10.2, -6999.0,2021-04-03 23:00:00, -6999.0,14
1.9, 1.904, 1.9, 10.2, -6999.0,2021-04-04 00:00:00, -6999.0,14
2.1, 2.139, 1.8, 10.2, -6999.0,2021-04-04 01:00:00, -6999.0,14
2.2, 2.245, 1.8, 10.2, -6999.0,2021-04-04 02:00:00, -6999.0,14
1.3, 1.317, 1.3, 10.2, -6999.0,2021-04-04 03:00:00, -6999.0,14
0.4, 0.415, 0.4, 10.2, -6999.0,2021-04-04 04:00:00, -6999.0,14
-0.1, -0.118, -0.2, 10.2, -6999.0,2021-04-04 05:00:00, -6999.0,14
-0.5, -0.542, -0.5, 10.2, -6999.0,2021-04-04 06:00:00, -6999.0,14
-1.6, -1.611, -1.6, -0.5, -6999.0,2021-04-04 07:00:00, -6999.0,14
-2.1, -2.123, -2.1, -0.5, -6999.0,2021-04-04 08:00:00, -6999.0,14
-1.1, -1.147, -2.1, -0.5, -6999.0,2021-04-04 09:00:00, -6999.0,14
2.6, 2.646, -2.1, 2.5, -6999.0,2021-04-04 10:00:00, -6999.0,14
7.4, 7.37, -2.1, 7.3, -6999.0,2021-04-04 11:00:00, -6999.0,14
10.7, 10.67, -2.1, 10.6, -6999.0,2021-04-04 12:00:00, -6999.0,14
11.9, 11.91, -2.1, 11.9, -6999.0,2021-04-04 13:00:00, -6999.0,14
12.3, 12.31, -2.1, 12.4, -6999.0,2021-04-04 14:00:00, -6999.0,14
11.5, 11.53, -2.1, 12.4, -6999.0,2021-04-04 15:00:00, -6999.0,14
9.2, 9.17, -2.1, 12.4, -6999.0,2021-04-04 16:00:00, -6999.0,14
6.8, 6.785, -2.1, 12.4, -6999.0,2021-04-04 17:00:00, -6999.0,14
5.8, 5.816, -2.1, 12.4, -6999.0,2021-04-04 18:00:00, -6999.0,14
3.4, 3.407, 3.4, 5.8, -6999.0,2021-04-04 19:00:00, -6999.0,14
1.8, 1.803, 1.8, 5.8, -6999.0,2021-04-04 20:00:00, -6999.0,14
-0.4, -0.424, -0.4, 5.8, -6999.0,2021-04-04 21:00:00, -6999.0,14
-1.3, -1.314, -1.3, 5.8, -6999.0,2021-04-04 22:00:00, -6999.0,14
-2.0, -2.023, -2.0, 5.8, -6999.0,2021-04-04 23:00:00, -6999.0,14
-2.8, -2.827, -2.8, 5.8, -6999.0,2021-04-05 00:00:00, -6999.0,14
-3.6, -3.575, -3.6, 5.8, -6999.0,2021-04-05 01:00:00, -6999.0,14
-4.6, -4.586, -4.6, 5.8, -6999.0,2021-04-05 02:00:00, -6999.0,14
-5.5, -5.483, -5.5, 5.8, -6999.0,2021-04-05 03:00:00, -6999.0,14
-6.2, -6.221, -6.2, 5.8, -6999.0,2021-04-05 04:00:00, -6999.0,14
-6.7, -6.731, -6.7, 5.8, -6999.0,2021-04-05 05:00:00, -6999.0,14
-7.1, -7.143, -7.1, 5.8, -6999.0,2021-04-05 06:00:00, -6999.0,14
-7.3, -7.329, -7.4, -7.1, -6999.0,2021-04-05 07:00:00, -6999.0,14
-6.2, -6.247, -7.4, -6.3, -6999.0,2021-04-05 08:00:00, -6999.0,14
4.7, 4.691, -7.4, 4.5, -6999.0,2021-04-05 09:00:00, -6999.0,14
11.2, 11.17, -7.4, 11.1, -6999.0,2021-04-05 10:00:00, -6999.0,14
13.2, 13.22, -7.4, 13.2, -6999.0,2021-04-05 11:00:00, -6999.0,14
14.8, 14.79, -7.4, 14.8, -6999.0,2021-04-05 12:00:00, -6999.0,14
17.3, 17.34, -7.4, 17.3, -6999.0,2021-04-05 13:00:00, -6999.0,14
18.4, 18.4, -7.4, 18.5, -6999.0,2021-04-05 14:00:00, -6999.0,14
18.7, 18.72, -7.4, 18.7, -6999.0,2021-04-05 15:00:00, -6999.0,14
18.5, 18.46, -7.4, 19.0, -6999.0,2021-04-05 16:00:00, -6999.0,14
18.0, 18.02, -7.4, 19.0, -6999.0,2021-04-05 17:00:00, -6999.0,14
18.3, 18.34, -7.4, 19.0, -6999.0,2021-04-05 18:00:00, -6999.0,14
14.0, 13.98, 14.0, 18.4, -6999.0,2021-04-05 19:00:00, -6999.0,14
10.0, 10.04, 10.1, 18.4, -6999.0,2021-04-05 20:00:00, -6999.0,14
5.5, 5.533, 5.6, 18.4, -6999.0,2021-04-05 21:00:00, -6999.0,14
3.3, 3.31, 3.3, 18.4, -6999.0,2021-04-05 22:00:00, -6999.0,14
1.9, 1.878, 1.9, 18.4, -6999.0,2021-04-05 23:00:00, -6999.0,14
0.8, 0.777, 0.8, 18.4, -6999.0,2021-04-06 00:00:00, -6999.0,14
0.1, 0.074, 0.1, 18.4, -6999.0,2021-04-06 01:00:00, -6999.0,14
-0.7, -0.734, -0.7, 18.4, -6999.0,2021-04-06 02:00:00, -6999.0,14
-1.5, -1.537, -1.5, 18.4, -6999.0,2021-04-06 03:00:00, -6999.0,14
-2.1, -2.084, -2.1, 18.4, -6999.0,2021-04-06 04:00:00, -6999.0,14
-2.6, -2.619, -2.6, 18.4, -6999.0,2021-04-06 05:00:00, -6999.0,14
-3.0, -3.047, -3.0, 18.4, -6999.0,2021-04-06 06:00:00, -6999.0,14
-3.5, -3.47, -3.5, -3.0, -6999.0,2021-04-06 07:00:00, -6999.0,14
-2.4, -2.447, -3.5, -2.5, -6999.0,2021-04-06 08:00:00, -6999.0,14
4.1, 4.053, -3.5, 4.0, -6999.0,2021-04-06 09:00:00, -6999.0,14
5.9, 5.874, -3.5, 5.8, -6999.0,2021-04-06 10:00:00, -6999.0,14
7.5, 7.513, -3.5, 7.5, -6999.0,2021-04-06 11:00:00, -6999.0,14
13.1, 13.09, -3.5, 13.0, -6999.0,2021-04-06 12:00:00, -6999.0,14
14.6, 14.55, -3.5, 14.9, -6999.0,2021-04-06 13:00:00, -6999.0,14
16.2, 16.19, -3.5, 16.2, -6999.0,2021-04-06 14:00:00, -6999.0,14
14.8, 14.75, -3.5, 16.3, -6999.0,2021-04-06 15:00:00, -6999.0,14
14.3, 14.32, -3.5, 16.3, -6999.0,2021-04-06 16:00:00, -6999.0,14
12.6, 12.62, -3.5, 16.3, -6999.0,2021-04-06 17:00:00, -6999.0,14
10.6, 10.62, -3.5, 16.3, -6999.0,2021-04-06 18:00:00, -6999.0,14
9.0, 8.98, 9.0, 10.7, -6999.0,2021-04-06 19:00:00, -6999.0,14
7.1, 7.095, 7.1, 10.7, -6999.0,2021-04-06 20:00:00, -6999.0,14
5.3, 5.311, 5.3, 10.7, -6999.0,2021-04-06 21:00:00, -6999.0,14
3.9, 3.913, 3.9, 10.7, -6999.0,2021-04-06 22:00:00, -6999.0,14
3.5, 3.506, 3.5, 10.7, -6999.0,2021-04-06 23:00:00, -6999.0,14
3.1, 3.099, 3.1, 10.7, -6999.0,2021-04-07 00:00:00, -6999.0,14
2.8, 2.758, 2.8, 10.7, -6999.0,2021-04-07 01:00:00, -6999.0,14
2.5, 2.503, 2.5, 10.7, -6999.0,2021-04-07 02:00:00, -6999.0,14
2.2, 2.16, 2.2, 10.7, -6999.0,2021-04-07 03:00:00, -6999.0,14
2.0, 2.033, 2.0, 10.7, -6999.0,2021-04-07 04:00:00, -6999.0,14
1.6, 1.584, 1.6, 10.7, -6999.0,2021-04-07 05:00:00, -6999.0,14
0.9, 0.903, 0.9, 10.7, -6999.0,2021-04-07 06:00:00, -6999.0,14
0.9, 0.946, 0.8, 0.9, -6999.0,2021-04-07 07:00:00, -6999.0,14
1.8, 1.772, 0.8, 1.8, -6999.0,2021-04-07 08:00:00, -6999.0,14
2.6, 2.571, 0.8, 2.6, -6999.0,2021-04-07 09:00:00, -6999.0,14
3.9, 3.911, 0.8, 3.9, -6999.0,2021-04-07 10:00:00, -6999.0,14
5.8, 5.831, 0.8, 5.8, -6999.0,2021-04-07 11:00:00, -6999.0,14
7.1, 7.066, 0.8, 7.0, -6999.0,2021-04-07 12:00:00, -6999.0,14
9.1, 9.06, 0.8, 9.0, -6999.0,2021-04-07 13:00:00, -6999.0,14
9.4, 9.41, 0.8, 9.5, -6999.0,2021-04-07 14:00:00, -6999.0,14
9.1, 9.12, 0.8, 9.9, -6999.0,2021-04-07 15:00:00, -6999.0,14
8.8, 8.79, 0.8, 9.9, -6999.0,2021-04-07 16:00:00, -6999.0,14
8.1, 8.08, 0.8, 9.9, -6999.0,2021-04-07 17:00:00, -6999.0,14
7.7, 7.729, 0.8, 9.9, -6999.0,2021-04-07 18:00:00, -6999.0,14
6.8, 6.804, 6.8, 7.7, -6999.0,2021-04-07 19:00:00, -6999.0,14
4.1, 4.055, 4.1, 7.7, -6999.0,2021-04-07 20:00:00, -6999.0,14
1.5, 1.541, 1.6, 7.7, -6999.0,2021-04-07 21:00:00, -6999.0,14
0.5, 0.458, 0.5, 7.7, -6999.0,2021-04-07 22:00:00, -6999.0,14
-0.2, -0.158, -0.2, 7.7, -6999.0,2021-04-07 23:00:00, -6999.0,14
-0.3, -0.267, -0.3, 7.7, -6999.0,2021-04-08 00:00:00, -6999.0,14
-0.7, -0.734, -0.7, 7.7, -6999.0,2021-04-08 01:00:00, -6999.0,14
-1.2, -1.212, -1.2, 7.7, -6999.0,2021-04-08 02:00:00, -6999.0,14
-1.7, -1.698, -1.7, 7.7, -6999.0,2021-04-08 03:00:00, -6999.0,14
-2.9, -2.92, -2.9, 7.7, -6999.0,2021-04-08 04:00:00, -6999.0,14
-4.3, -4.311, -4.3, 7.7, -6999.0,2021-04-08 05:00:00, -6999.0,14
-4.7, -4.722, -4.8, 7.7, -6999.0,2021-04-08 06:00:00, -6999.0,14
-3.5, -3.536, -4.7, -3.6, -6999.0,2021-04-08 07:00:00, -6999.0,14
-2.8, -2.767, -4.7, -2.8, -6999.0,2021-04-08 08:00:00, -6999.0,14
-1.0, -1.036, -4.7, -1.1, -6999.0,2021-04-08 09:00:00, -6999.0,14
1.1, 1.142, -4.7, 1.1, -6999.0,2021-04-08 10:00:00, -6999.0,14
2.7, 2.689, -4.7, 2.7, -6999.0,2021-04-08 11:00:00, -6999.0,14
5.7, 5.729, -4.7, 5.7, -6999.0,2021-04-08 12:00:00, -6999.0,14
9.6, 9.62, -4.7, 9.6, -6999.0,2021-04-08 13:00:00, -6999.0,14
9.6, 9.64, -4.7, 10.4, -6999.0,2021-04-08 14:00:00, -6999.0,14
7.9, 7.918, -4.7, 10.4, -6999.0,2021-04-08 15:00:00, -6999.0,14
7.6, 7.604, -4.7, 10.4, -6999.0,2021-04-08 16:00:00, -6999.0,14
6.8, 6.842, -4.7, 10.4, -6999.0,2021-04-08 17:00:00, -6999.0,14
5.6, 5.591, -4.7, 10.4, -6999.0,2021-04-08 18:00:00, -6999.0,14
None, 4.498, None, None, None,2021-04-08 19:00:00, None,14
1.3, 1.307, 1.4, 5.6, -6999.0,2021-04-08 20:00:00, -6999.0,14
-0.9, -0.863, -0.8, 5.6, -6999.0,2021-04-08 21:00:00, -6999.0,14
-1.7, -1.729, -1.7, 5.6, -6999.0,2021-04-08 22:00:00, -6999.0,14
-1.8, -1.78, -1.8, 5.6, -6999.0,2021-04-08 23:00:00, -6999.0,14
