TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
11.783,0.6,95.7,100.0,0.0,946.85,0.0,0.0,2016-09-16 00:00:00,193.7,11.1,38
11.686,0.6,96.5,100.0,0.0,947.25,0.0,0.0,2016-09-16 01:00:00,193.7,11.2,38
11.516,0.6,96.6,100.0,0.0,946.85,0.0,0.0,2016-09-16 02:00:00,193.7,11.0,38
11.346,0.6,97.1,100.0,0.0,946.95,0.0,0.0,2016-09-16 03:00:00,193.7,10.9,38
11.102,0.6,97.4,26.47,0.0,946.55,0.0,0.0,2016-09-16 04:00:00,193.7,10.7,38
11.2,0.6,97.8,37.06,0.0,945.75,0.0,0.0,2016-09-16 05:00:00,193.7,10.9,38
11.127,4.4,98.1,100.0,0.0,945.05,0.0,0.0,2016-09-16 06:00:00,193.7,10.9,38
11.637,28.1,98.4,8.82,0.0,944.85,0.0,0.0,2016-09-16 07:00:00,193.7,11.4,38
12.171,28.1,97.8,8.82,0.0,944.75,0.0,0.37,2016-09-16 08:00:00,193.7,11.8,38
12.678,50.6,97.0,100.0,0.0,945.45,0.0,0.93,2016-09-16 09:00:00,304.7,12.2,38
12.703,31.9,97.0,100.0,0.0,945.25,0.8,0.74,2016-09-16 10:00:00,310.3,12.3,38
12.171,69.4,98.0,100.0,0.19,944.95,2.4,1.48,2016-09-16 11:00:00,68.8,11.9,38
12.364,155.6,98.3,100.0,0.37,944.45,1.2,1.86,2016-09-16 12:00:00,109.5,12.1,38
13.137,129.4,97.8,100.0,0.56,943.45,0.2,2.04,2016-09-16 13:00:00,112.3,12.8,38
12.751,84.4,96.8,100.0,0.37,943.15,0.0,1.48,2016-09-16 14:00:00,124.9,12.3,38
12.871,33.1,97.1,8.24,0.37,942.55,0.0,1.86,2016-09-16 15:00:00,106.7,12.4,38
12.992,43.1,95.7,100.0,0.56,942.15,0.2,2.23,2016-09-16 16:00:00,124.9,12.3,38
12.703,28.1,96.5,100.0,0.37,941.05,0.2,2.23,2016-09-16 17:00:00,113.7,12.2,38
12.413,5.6,97.9,100.0,0.19,940.05,0.0,1.3,2016-09-16 18:00:00,26.7,12.1,38
12.823,0.6,96.5,100.0,0.37,939.75,0.0,2.41,2016-09-16 19:00:00,108.1,12.3,38
13.088,0.6,94.6,21.76,0.93,939.05,0.0,2.41,2016-09-16 20:00:00,132.0,12.3,38
12.847,0.6,95.1,30.0,0.93,938.65,0.0,2.78,2016-09-16 21:00:00,130.6,12.1,38
12.364,0.6,97.0,100.0,0.19,938.35,0.4,1.67,2016-09-16 22:00:00,60.4,11.9,38
12.171,0.6,98.8,100.0,0.0,937.75,1.2,0.37,2016-09-16 23:00:00,56.2,12.0,38
11.904,0.6,99.3,100.0,0.0,937.45,0.6,0.74,2016-09-17 00:00:00,99.7,11.8,38
11.346,0.6,99.6,100.0,0.19,936.85,0.4,1.11,2016-09-17 01:00:00,102.5,11.3,38
11.2,0.6,99.5,100.0,0.19,936.45,0.0,1.3,2016-09-17 02:00:00,117.9,11.1,38
11.053,0.6,99.3,100.0,0.19,936.25,0.0,1.3,2016-09-17 03:00:00,119.3,11.0,38
10.785,0.6,99.1,100.0,0.37,936.25,1.0,1.48,2016-09-17 04:00:00,120.7,10.7,38
10.614,0.6,99.4,100.0,0.37,935.85,0.6,1.86,2016-09-17 05:00:00,136.2,10.5,38
10.59,5.6,98.9,100.0,0.37,935.55,0.0,1.3,2016-09-17 06:00:00,127.8,10.4,38
10.834,25.6,98.8,100.0,0.56,935.35,0.0,1.48,2016-09-17 07:00:00,132.0,10.7,38
11.151,64.4,98.4,100.0,0.74,935.35,0.0,2.6,2016-09-17 08:00:00,132.0,10.9,38
11.613,75.6,96.6,8.24,0.93,935.25,0.0,2.97,2016-09-17 09:00:00,133.4,11.1,38
12.268,126.9,94.9,7.06,0.93,935.15,0.0,3.15,2016-09-17 10:00:00,133.4,11.5,38
12.799,121.9,91.8,8.24,0.93,934.85,0.0,2.78,2016-09-17 11:00:00,120.7,11.5,38
13.329,166.9,87.8,4.71,1.11,934.65,0.0,4.08,2016-09-17 12:00:00,141.8,11.4,38
13.161,175.6,83.5,4.12,0.93,934.05,0.0,3.53,2016-09-17 13:00:00,134.8,10.4,38
13.281,103.1,81.2,4.12,0.56,933.35,0.0,2.23,2016-09-17 14:00:00,129.2,10.1,38
12.751,10.6,82.4,4.12,0.56,933.05,0.0,3.15,2016-09-17 15:00:00,120.7,9.8,38
9.089,39.4,93.9,100.0,0.37,934.35,5.4,3.71,2016-09-17 16:00:00,308.9,8.2,38
9.238,26.9,97.8,100.0,0.19,933.95,0.0,1.48,2016-09-17 17:00:00,146.0,8.9,38
8.841,3.1,97.9,100.0,0.19,934.55,0.2,1.48,2016-09-17 18:00:00,113.7,8.5,38
8.693,0.6,97.5,100.0,0.37,935.45,0.0,1.48,2016-09-17 19:00:00,119.3,8.3,38
8.593,0.6,97.5,100.0,0.37,935.95,0.0,1.3,2016-09-17 20:00:00,116.5,8.2,38
8.394,0.6,98.0,100.0,0.19,936.55,0.0,1.3,2016-09-17 21:00:00,85.6,8.1,38
