CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,-13.66, None, None,2017-01-08 00:00:00, None, None,7.42,10.43,66.22, None, None, None, None, None, None, 115.6,2
None,-15.23, None, None,2017-01-08 01:00:00, None, None,11.16,16.13,50.38, None, None, None, None, None, None, 115.5,2
None,-14.51, None, None,2017-01-08 02:00:00, None, None,12.54,13.02,48.0, None, None, None, None, None, None, 114.9,2
None,-14.56, None, None,2017-01-08 03:00:00, None, None,12.4,13.61,53.79, None, None, None, None, None, None, 115.4,2
None,-16.23, None, None,2017-01-08 04:00:00, None, None,10.06,16.78,55.6, None, None, None, None, None, None, 115.2,2
None,-15.87, None, None,2017-01-08 05:00:00, None, None,8.55,16.66,51.54, None, None, None, None, None, None, 115.1,2
None,-16.55, None, None,2017-01-08 06:00:00, None, None,6.796,15.45,51.42, None, None, None, None, None, None, 115.0,2
None,-17.61, None, None,2017-01-08 07:00:00, None, None,7.29,18.38,49.72, None, None, None, None, None, None, 114.9,2
None,-18.24, None, None,2017-01-08 08:00:00, None, None,8.51,18.67,53.68, None, None, None, None, None, None, 114.8,2
None,-18.06, None, None,2017-01-08 09:00:00, None, None,6.94,19.08,48.5, None, None, None, None, None, None, 114.7,2
None,-16.55, None, None,2017-01-08 10:00:00, None, None,6.967,18.32,50.28, None, None, None, None, None, None, 114.3,2
None,-16.2, None, None,2017-01-08 11:00:00, None, None,8.79,19.13,54.03, None, None, None, None, None, None, 114.2,2
None,-16.81, None, None,2017-01-08 12:00:00, None, None,9.74,19.12,57.17, None, None, None, None, None, None, 114.2,2
None,-15.28, None, None,2017-01-08 13:00:00, None, None,10.29,17.89,56.74, None, None, None, None, None, None, 114.1,2
None,-15.69, None, None,2017-01-08 14:00:00, None, None,8.23,17.53,54.79, None, None, None, None, None, None, 114.1,2
None,-16.98, None, None,2017-01-08 15:00:00, None, None,7.9,17.87,52.08, None, None, None, None, None, None, 114.3,2
None,-11.8, None, None,2017-01-08 16:00:00, None, None,13.78,10.82,54.26, None, None, None, None, None, None, 114.7,2
None,-12.03, None, None,2017-01-08 17:00:00, None, None,13.35,9.0,53.99, None, None, None, None, None, None, 113.4,2
None,-15.63, None, None,2017-01-08 18:00:00, None, None,12.72,12.98,52.31, None, None, None, None, None, None, 114.2,2
None,-14.77, None, None,2017-01-08 19:00:00, None, None,17.73,14.23,49.7, None, None, None, None, None, None, 113.9,2
None,-14.31, None, None,2017-01-08 20:00:00, None, None,23.21,9.9,63.6, None, None, None, None, None, None, 113.6,2
None,-14.15, None, None,2017-01-08 21:00:00, None, None,23.81,7.66,68.03, None, None, None, None, None, None, 113.9,2
None,-12.88, None, None,2017-01-08 22:00:00, None, None,23.91,8.69,95.0, None, None, None, None, None, None, 114.1,2
None,-11.92, None, None,2017-01-08 23:00:00, None, None,25.75,14.75,62.81, None, None, None, None, None, None, 113.1,2
None,-12.56, None, None,2017-01-09 00:00:00, None, None,20.37,9.93,76.7, None, None, None, None, None, None, 113.2,2
None,-13.37, None, None,2017-01-09 01:00:00, None, None,23.98,9.35,75.7, None, None, None, None, None, None, 113.1,2
None,-13.02, None, None,2017-01-09 02:00:00, None, None,24.93,10.02,85.5, None, None, None, None, None, None, 113.4,2
None,-13.16, None, None,2017-01-09 03:00:00, None, None,21.85,11.91,82.5, None, None, None, None, None, None, 113.0,2
None,-12.42, None, None,2017-01-09 06:00:00, None, None,19.18,17.2,66.75, None, None, None, None, None, None, 111.0,2
None,-12.45, None, None,2017-01-09 07:00:00, None, None,18.46,18.81,63.09, None, None, None, None, None, None, 110.9,2
None,-12.17, None, None,2017-01-09 08:00:00, None, None,17.6,17.72,58.37, None, None, None, None, None, None, 109.8,2
None,-12.15, None, None,2017-01-09 09:00:00, None, None,18.54,18.59,64.04, None, None, None, None, None, None, 109.6,2
None,-11.14, None, None,2017-01-09 10:00:00, None, None,18.15,16.83,66.47, None, None, None, None, None, None, 108.9,2
None,-10.0, None, None,2017-01-09 11:00:00, None, None,22.17,12.26,72.1, None, None, None, None, None, None, 109.0,2
None,-9.93, None, None,2017-01-09 12:00:00, None, None,31.73,9.86,75.9, None, None, None, None, None, None, 108.3,2
None,-9.28, None, None,2017-01-09 13:00:00, None, None,25.86,11.98,80.2, None, None, None, None, None, None, 108.4,2
None,-9.62, None, None,2017-01-09 14:00:00, None, None,32.93,5.481,104.7, None, None, None, None, None, None, 108.2,2
None,-11.74, None, None,2017-01-09 15:00:00, None, None,27.29,9.33,71.6, None, None, None, None, None, None, 108.6,2
None,-12.31, None, None,2017-01-09 16:00:00, None, None,18.85,9.78,61.04, None, None, None, None, None, None, 108.8,2
None,-12.65, None, None,2017-01-09 17:00:00, None, None,23.09,6.809,55.59, None, None, None, None, None, None, 108.6,2
None,-13.08, None, None,2017-01-09 18:00:00, None, None,19.66,7.5,41.76, None, None, None, None, None, None, 108.2,2
None,-13.22, None, None,2017-01-09 19:00:00, None, None,32.6,4.649,33.8, None, None, None, None, None, None, 108.5,2
None,-13.16, None, None,2017-01-09 20:00:00, None, None,15.3,7.45,44.95, None, None, None, None, None, None, 108.2,2
None,-12.62, None, None,2017-01-09 21:00:00, None, None,10.83,8.12,41.28, None, None, None, None, None, None, 107.9,2
None,-12.97, None, None,2017-01-09 22:00:00, None, None,11.83,6.274,51.87, None, None, None, None, None, None, 108.1,2
None,-12.61, None, None,2017-01-09 23:00:00, None, None,10.51,7.5,40.51, None, None, None, None, None, None, 107.9,2
