WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
92.8, None, None,2021-10-08 00:00:00, None,41
89.0, None, None,2021-10-08 01:00:00, None,41
280.7, None, None,2021-10-08 02:00:00, None,41
309.5, None, None,2021-10-08 03:00:00, None,41
160.5, None, None,2021-10-08 04:00:00, None,41
190.7, None, None,2021-10-08 05:00:00, None,41
180.5, None, None,2021-10-08 06:00:00, None,41
137.7, None, None,2021-10-08 07:00:00, None,41
310.1, None, None,2021-10-08 08:00:00, None,41
155.3, None, None,2021-10-08 09:00:00, None,41
153.8, None, None,2021-10-08 10:00:00, None,41
157.6, None, None,2021-10-08 11:00:00, None,41
155.2, None, None,2021-10-08 12:00:00, None,41
153.3, None, None,2021-10-08 13:00:00, None,41
145.7, None, None,2021-10-08 14:00:00, None,41
149.3, None, None,2021-10-08 15:00:00, None,41
154.7, None, None,2021-10-08 16:00:00, None,41
154.6, None, None,2021-10-08 17:00:00, None,41
157.4, None, None,2021-10-08 18:00:00, None,41
165.2, None, None,2021-10-08 19:00:00, None,41
164.3, None, None,2021-10-08 20:00:00, None,41
170.6, None, None,2021-10-08 21:00:00, None,41
172.8, None, None,2021-10-08 22:00:00, None,41
171.5, None, None,2021-10-08 23:00:00, None,41
156.5, None, None,2021-10-09 00:00:00, None,41
158.5, None, None,2021-10-09 01:00:00, None,41
163.0, None, None,2021-10-09 02:00:00, None,41
160.5, None, None,2021-10-09 03:00:00, None,41
160.1, None, None,2021-10-09 04:00:00, None,41
160.3, None, None,2021-10-09 05:00:00, None,41
159.7, None, None,2021-10-09 06:00:00, None,41
160.0, None, None,2021-10-09 07:00:00, None,41
155.8, None, None,2021-10-09 08:00:00, None,41
162.4, None, None,2021-10-09 09:00:00, None,41
161.6, None, None,2021-10-09 10:00:00, None,41
178.5, None, None,2021-10-09 11:00:00, None,41
179.4, None, None,2021-10-09 12:00:00, None,41
170.0, None, None,2021-10-09 13:00:00, None,41
187.6, None, None,2021-10-09 14:00:00, None,41
203.7, None, None,2021-10-09 15:00:00, None,41
178.9, None, None,2021-10-09 16:00:00, None,41
175.2, None, None,2021-10-09 17:00:00, None,41
205.4, None, None,2021-10-09 18:00:00, None,41
203.8, None, None,2021-10-09 19:00:00, None,41
181.0, None, None,2021-10-09 20:00:00, None,41
201.5, None, None,2021-10-09 21:00:00, None,41
199.8, None, None,2021-10-09 22:00:00, None,41
180.6, None, None,2021-10-09 23:00:00, None,41
180.9, None, None,2021-10-10 00:00:00, None,41
193.3, None, None,2021-10-10 01:00:00, None,41
189.6, None, None,2021-10-10 02:00:00, None,41
197.8, None, None,2021-10-10 03:00:00, None,41
190.5, None, None,2021-10-10 04:00:00, None,41
188.3, None, None,2021-10-10 05:00:00, None,41
190.4, None, None,2021-10-10 06:00:00, None,41
194.4, None, None,2021-10-10 07:00:00, None,41
199.3, None, None,2021-10-10 08:00:00, None,41
216.5, None, None,2021-10-10 09:00:00, None,41
192.1, None, None,2021-10-10 10:00:00, None,41
181.2, None, None,2021-10-10 11:00:00, None,41
168.5, None, None,2021-10-10 12:00:00, None,41
179.9, None, None,2021-10-10 13:00:00, None,41
195.8, None, None,2021-10-10 14:00:00, None,41
190.2, None, None,2021-10-10 15:00:00, None,41
185.4, None, None,2021-10-10 16:00:00, None,41
198.1, None, None,2021-10-10 17:00:00, None,41
188.7, None, None,2021-10-10 18:00:00, None,41
165.0, None, None,2021-10-10 19:00:00, None,41
172.0, None, None,2021-10-10 20:00:00, None,41
149.9, None, None,2021-10-10 21:00:00, None,41
156.0, None, None,2021-10-10 22:00:00, None,41
156.2, None, None,2021-10-10 23:00:00, None,41
157.7, None, None,2021-10-11 00:00:00, None,41
150.5, None, None,2021-10-11 01:00:00, None,41
171.2, None, None,2021-10-11 02:00:00, None,41
182.3, None, None,2021-10-11 03:00:00, None,41
176.4, None, None,2021-10-11 04:00:00, None,41
235.5, None, None,2021-10-11 05:00:00, None,41
306.6, None, None,2021-10-11 06:00:00, None,41
231.8, None, None,2021-10-11 07:00:00, None,41
273.0, None, None,2021-10-11 08:00:00, None,41
0.0, None, None,2021-10-11 09:00:00, None,41
148.6, None, None,2021-10-11 10:00:00, None,41
